#: table_doi: 10.17182/hepdata.79410.v1/t7
#: name: Table 4
#: description: Triple-differential dijet cross section as a function of the average transverse momentum of the leading two jets with detailed experimental uncertainties (symmetrised).
#: data_file: table_4.yaml
#: keyword observables: D3SIG/DPTAVG/DYBOOST/DYSTAR
#: keyword phrases: Triple Differential Inclusive Dijet Production
#: keyword cmenergies: 8000
#: keyword reactions: P P --> JET JET X
#: YSTAR,,,0.0 <= YSTAR < 1.0
#: SQRT(S) [TeV],,,8
#: YBOOST,,,1.0 <= YBOOST < 2.0
PTAVG [GeV],PTAVG [GeV] LOW,PTAVG [GeV] HIGH,D3(SIG)/DPTAVG/DYBOOST/DYSTAR [pb/GeV],uncor +,uncor -,stat +,stat -,jererr +,jererr -,lumi +,lumi -,nongaussiantails +,nongaussiantails -,AbsoluteScale +,AbsoluteScale -,AbsoluteStat +,AbsoluteStat -,AbsoluteMPFBias +,AbsoluteMPFBias -,Fragmentation +,Fragmentation -,SinglePionECAL +,SinglePionECAL -,SinglePionHCAL +,SinglePionHCAL -,FlavorQCD +,FlavorQCD -,RelativeJEREC1 +,RelativeJEREC1 -,RelativeJEREC2 +,RelativeJEREC2 -,RelativeJERHF +,RelativeJERHF -,RelativePtBB +,RelativePtBB -,RelativePtEC1 +,RelativePtEC1 -,RelativePtEC2 +,RelativePtEC2 -,RelativePtHF +,RelativePtHF -,RelativeFSR +,RelativeFSR -,RelativeStatEC2 +,RelativeStatEC2 -,RelativeStatHF +,RelativeStatHF -,RelativeStatFSR +,RelativeStatFSR -,PileUpDataMC +,PileUpDataMC -,PileUpPtRef +,PileUpPtRef -,PileUpPtBB +,PileUpPtBB -,PileUpPtEC1 +,PileUpPtEC1 -,PileUpPtEC2 +,PileUpPtEC2 -,PileUpPtHF +,PileUpPtHF -
143.0 133.0 153.0 790.8 1.0  -1.0  0.5488  -0.5488  0.9189  -0.9189  2.6  -2.6  0.43  -0.43  0.511  -0.511  0.0  -0.0  1.311  -1.311  0.2172  -0.2172  0.2584  -0.2584  0.4301  -0.4301  3.296  -3.296  0.108  -0.108  0.05243  -0.05243  0.0  -0.0  0.0  -0.0  1.226  -1.226  0.248  -0.248  0.0  -0.0  0.3729  -0.3729  0.1219  -0.1219  0.0  -0.0  0.1582  -0.1582  0.1631  -0.1631  0.5767  -0.5767  0.4748  -0.4748  0.4533  -0.4533  0.06005  -0.06005  0.0  -0.0 
163.5 153.0 174.0 376.0 1.0  -1.0  0.9733  -0.9733  0.686  -0.686  2.6  -2.6  0.4  -0.4  0.5312  -0.5312  0.0  -0.0  1.344  -1.344  0.1516  -0.1516  0.1843  -0.1843  0.3469  -0.3469  3.064  -3.064  0.1028  -0.1028  0.0  -0.0  0.0  -0.0  0.0  -0.0  1.1  -1.1  0.2025  -0.2025  0.0  -0.0  0.3842  -0.3842  0.1202  -0.1202  0.0  -0.0  0.1641  -0.1641  0.1449  -0.1449  0.4485  -0.4485  0.4048  -0.4048  0.3822  -0.3822  0.05296  -0.05296  0.0  -0.0 
185.0 174.0 196.0 176.4 1.0  -1.0  1.261  -1.261  0.6262  -0.6262  2.6  -2.6  0.33  -0.33  0.5457  -0.5457  0.0  -0.0  1.388  -1.388  0.09809  -0.09809  0.134  -0.134  0.2569  -0.2569  2.865  -2.865  0.1011  -0.1011  0.05003  -0.05003  0.0  -0.0  0.0  -0.0  1.001  -1.001  0.1481  -0.1481  0.0  -0.0  0.3953  -0.3953  0.1149  -0.1149  0.0  -0.0  0.1669  -0.1669  0.131  -0.131  0.3447  -0.3447  0.3318  -0.3318  0.324  -0.324  0.0  -0.0  0.0  -0.0 
208.0 196.0 220.0 90.12 1.0  -1.0  0.3807  -0.3807  0.728  -0.728  2.6  -2.6  0.34  -0.34  0.5553  -0.5553  0.0  -0.0  1.438  -1.438  0.07504  -0.07504  0.0837  -0.0837  0.1658  -0.1658  2.734  -2.734  0.09906  -0.09906  0.0  -0.0  0.0  -0.0  0.0  -0.0  0.8784  -0.8784  0.1094  -0.1094  0.0  -0.0  0.3997  -0.3997  0.109  -0.109  0.0  -0.0  0.1726  -0.1726  0.1262  -0.1262  0.2538  -0.2538  0.2665  -0.2665  0.26  -0.26  0.0  -0.0  0.0  -0.0 
232.5 220.0 245.0 46.08 1.0  -1.0  0.5064  -0.5064  0.5499  -0.5499  2.6  -2.6  0.29  -0.29  0.5883  -0.5883  0.08002  -0.08002  1.472  -1.472  0.0  -0.0  0.0  -0.0  0.05748  -0.05748  2.557  -2.557  0.09762  -0.09762  0.0  -0.0  0.0  -0.0  0.0  -0.0  0.7758  -0.7758  0.06855  -0.06855  0.0  -0.0  0.414  -0.414  0.09598  -0.09598  0.0  -0.0  0.1743  -0.1743  0.1184  -0.1184  0.1971  -0.1971  0.2015  -0.2015  0.2136  -0.2136  0.0  -0.0  0.0  -0.0 
258.5 245.0 272.0 23.09 1.0  -1.0  0.5708  -0.5708  0.4228  -0.4228  2.6  -2.6  0.13  -0.13  0.6068  -0.6068  0.1265  -0.1265  1.55  -1.55  0.0  -0.0  0.0  -0.0  0.0  -0.0  2.459  -2.459  0.1064  -0.1064  0.0  -0.0  0.0  -0.0  0.0  -0.0  0.6741  -0.6741  0.0  -0.0  0.0  -0.0  0.4165  -0.4165  0.08318  -0.08318  0.0  -0.0  0.1781  -0.1781  0.1121  -0.1121  0.1454  -0.1454  0.1394  -0.1394  0.1601  -0.1601  0.0  -0.0  0.0  -0.0 
286.0 272.0 300.0 11.96 1.0  -1.0  0.4006  -0.4006  0.5628  -0.5628  2.6  -2.6  0.0  -0.0  0.6291  -0.6291  0.1527  -0.1527  1.623  -1.623  0.07761  -0.07761  0.07717  -0.07717  0.1187  -0.1187  2.341  -2.341  0.1058  -0.1058  0.0  -0.0  0.0  -0.0  0.0  -0.0  0.5616  -0.5616  0.0  -0.0  0.0  -0.0  0.4368  -0.4368  0.07171  -0.07171  0.0  -0.0  0.1792  -0.1792  0.09077  -0.09077  0.07728  -0.07728  0.07602  -0.07602  0.1165  -0.1165  0.0  -0.0  0.0  -0.0 
315.0 300.0 330.0 6.188 1.0  -1.0  0.5338  -0.5338  0.5501  -0.5501  2.6  -2.6  0.0  -0.0  0.6688  -0.6688  0.2169  -0.2169  1.681  -1.681  0.1026  -0.1026  0.1026  -0.1026  0.2327  -0.2327  2.238  -2.238  0.1085  -0.1085  0.0  -0.0  0.0  -0.0  0.0  -0.0  0.4558  -0.4558  0.0  -0.0  0.0  -0.0  0.4451  -0.4451  0.05911  -0.05911  0.0  -0.0  0.1874  -0.1874  0.09272  -0.09272  0.0  -0.0  0.0  -0.0  0.06537  -0.06537  0.0  -0.0  0.0  -0.0 
346.0 330.0 362.0 3.148 1.0  -1.0  0.6522  -0.6522  0.5623  -0.5623  2.6  -2.6  0.0  -0.0  0.6864  -0.6864  0.2861  -0.2861  1.748  -1.748  0.1461  -0.1461  0.146  -0.146  0.3287  -0.3287  2.119  -2.119  0.1183  -0.1183  0.0  -0.0  0.0  -0.0  0.0  -0.0  0.3222  -0.3222  0.0  -0.0  0.0  -0.0  0.4523  -0.4523  0.0  -0.0  0.0  -0.0  0.1895  -0.1895  0.08162  -0.08162  0.0  -0.0  0.07309  -0.07309  0.0  -0.0  0.0  -0.0  0.0  -0.0 
378.5 362.0 395.0 1.634 1.0  -1.0  0.4861  -0.4861  0.452  -0.452  2.6  -2.6  0.0  -0.0  0.7153  -0.7153  0.3038  -0.3038  1.849  -1.849  0.1818  -0.1818  0.1804  -0.1804  0.4331  -0.4331  2.026  -2.026  0.1181  -0.1181  0.0  -0.0  0.0  -0.0  0.0  -0.0  0.1969  -0.1969  0.0  -0.0  0.0  -0.0  0.4531  -0.4531  0.0  -0.0  0.0  -0.0  0.1868  -0.1868  0.07972  -0.07972  0.0  -0.0  0.1454  -0.1454  0.0  -0.0  0.0  -0.0  0.0  -0.0 
