#: table_doi: 10.17182/hepdata.79410.v1/t3
#: name: Table 2
#: description: Triple-differential dijet cross section as a function of the average transverse momentum of the leading two jets with detailed experimental uncertainties (symmetrised).
#: data_file: table_2.yaml
#: keyword observables: D3SIG/DPTAVG/DYBOOST/DYSTAR
#: keyword phrases: Triple Differential Inclusive Dijet Production
#: keyword cmenergies: 8000
#: keyword reactions: P P --> JET JET X
#: YSTAR,,,1.0 <= YSTAR < 2.0
#: SQRT(S) [TeV],,,8
#: YBOOST,,,0.0 <= YBOOST < 1.0
PTAVG [GeV],PTAVG [GeV] LOW,PTAVG [GeV] HIGH,D3(SIG)/DPTAVG/DYBOOST/DYSTAR [pb/GeV],uncor +,uncor -,stat +,stat -,jererr +,jererr -,lumi +,lumi -,nongaussiantails +,nongaussiantails -,AbsoluteScale +,AbsoluteScale -,AbsoluteStat +,AbsoluteStat -,AbsoluteMPFBias +,AbsoluteMPFBias -,Fragmentation +,Fragmentation -,SinglePionECAL +,SinglePionECAL -,SinglePionHCAL +,SinglePionHCAL -,FlavorQCD +,FlavorQCD -,RelativeJEREC1 +,RelativeJEREC1 -,RelativeJEREC2 +,RelativeJEREC2 -,RelativeJERHF +,RelativeJERHF -,RelativePtBB +,RelativePtBB -,RelativePtEC1 +,RelativePtEC1 -,RelativePtEC2 +,RelativePtEC2 -,RelativePtHF +,RelativePtHF -,RelativeFSR +,RelativeFSR -,RelativeStatEC2 +,RelativeStatEC2 -,RelativeStatHF +,RelativeStatHF -,RelativeStatFSR +,RelativeStatFSR -,PileUpDataMC +,PileUpDataMC -,PileUpPtRef +,PileUpPtRef -,PileUpPtBB +,PileUpPtBB -,PileUpPtEC1 +,PileUpPtEC1 -,PileUpPtEC2 +,PileUpPtEC2 -,PileUpPtHF +,PileUpPtHF -
143.0 133.0 153.0 518.7 1.0  -1.0  0.6781  -0.6781  1.072  -1.072  2.6  -2.6  0.37  -0.37  0.5305  -0.5305  0.0  -0.0  1.349  -1.349  0.2262  -0.2262  0.2735  -0.2735  0.4463  -0.4463  3.34  -3.34  0.1036  -0.1036  0.0  -0.0  0.0  -0.0  0.0  -0.0  1.192  -1.192  0.1742  -0.1742  0.0  -0.0  0.3636  -0.3636  0.08353  -0.08353  0.0  -0.0  0.1623  -0.1623  0.1695  -0.1695  0.5964  -0.5964  0.5374  -0.5374  0.4336  -0.4336  0.0  -0.0  0.0  -0.0 
163.5 153.0 174.0 239.1 1.0  -1.0  1.217  -1.217  0.6094  -0.6094  2.6  -2.6  0.32  -0.32  0.5336  -0.5336  0.0  -0.0  1.349  -1.349  0.1494  -0.1494  0.1859  -0.1859  0.3436  -0.3436  3.077  -3.077  0.09295  -0.09295  0.0  -0.0  0.0  -0.0  0.0  -0.0  1.049  -1.049  0.1363  -0.1363  0.0  -0.0  0.3503  -0.3503  0.07342  -0.07342  0.0  -0.0  0.1508  -0.1508  0.1444  -0.1444  0.4459  -0.4459  0.4568  -0.4568  0.3594  -0.3594  0.0  -0.0  0.0  -0.0 
185.0 174.0 196.0 118.0 1.0  -1.0  1.56  -1.56  0.7648  -0.7648  2.6  -2.6  0.1  -0.1  0.5377  -0.5377  0.0  -0.0  1.389  -1.389  0.1025  -0.1025  0.1354  -0.1354  0.2555  -0.2555  2.867  -2.867  0.09596  -0.09596  0.0  -0.0  0.0  -0.0  0.0  -0.0  0.942  -0.942  0.1037  -0.1037  0.0  -0.0  0.3575  -0.3575  0.07334  -0.07334  0.0  -0.0  0.1598  -0.1598  0.1302  -0.1302  0.3428  -0.3428  0.3596  -0.3596  0.3078  -0.3078  0.0  -0.0  0.0  -0.0 
208.0 196.0 220.0 59.7 1.0  -1.0  0.4677  -0.4677  0.5867  -0.5867  2.6  -2.6  0.0  -0.0  0.5471  -0.5471  0.0  -0.0  1.386  -1.386  0.07066  -0.07066  0.08043  -0.08043  0.1606  -0.1606  2.652  -2.652  0.08921  -0.08921  0.0  -0.0  0.0  -0.0  0.0  -0.0  0.8045  -0.8045  0.07558  -0.07558  0.0  -0.0  0.356  -0.356  0.06703  -0.06703  0.0  -0.0  0.1526  -0.1526  0.119  -0.119  0.2519  -0.2519  0.292  -0.292  0.2403  -0.2403  0.0  -0.0  0.0  -0.0 
232.5 220.0 245.0 30.5 1.0  -1.0  0.621  -0.621  0.6079  -0.6079  2.6  -2.6  0.0  -0.0  0.5662  -0.5662  0.07261  -0.07261  1.454  -1.454  0.0  -0.0  0.0  -0.0  0.06098  -0.06098  2.538  -2.538  0.08788  -0.08788  0.0  -0.0  0.0  -0.0  0.0  -0.0  0.7235  -0.7235  0.0  -0.0  0.0  -0.0  0.37  -0.37  0.06826  -0.06826  0.0  -0.0  0.1587  -0.1587  0.1129  -0.1129  0.1942  -0.1942  0.2197  -0.2197  0.1958  -0.1958  0.0  -0.0  0.0  -0.0 
258.5 245.0 272.0 15.88 1.0  -1.0  0.6858  -0.6858  0.4332  -0.4332  2.6  -2.6  0.0  -0.0  0.5873  -0.5873  0.1138  -0.1138  1.474  -1.474  0.0  -0.0  0.0  -0.0  0.0  -0.0  2.345  -2.345  0.0962  -0.0962  0.0  -0.0  0.0  -0.0  0.0  -0.0  0.6259  -0.6259  0.0  -0.0  0.0  -0.0  0.3797  -0.3797  0.05587  -0.05587  0.0  -0.0  0.1648  -0.1648  0.1057  -0.1057  0.1416  -0.1416  0.1509  -0.1509  0.1506  -0.1506  0.0  -0.0  0.0  -0.0 
286.0 272.0 300.0 8.356 1.0  -1.0  0.4792  -0.4792  0.4005  -0.4005  2.6  -2.6  0.0  -0.0  0.5926  -0.5926  0.1549  -0.1549  1.507  -1.507  0.07083  -0.07083  0.07055  -0.07055  0.1111  -0.1111  2.203  -2.203  0.09541  -0.09541  0.0  -0.0  0.0  -0.0  0.0  -0.0  0.5223  -0.5223  0.0  -0.0  0.0  -0.0  0.3824  -0.3824  0.0516  -0.0516  0.0  -0.0  0.1656  -0.1656  0.09264  -0.09264  0.07861  -0.07861  0.08115  -0.08115  0.1071  -0.1071  0.0  -0.0  0.0  -0.0 
315.0 300.0 330.0 4.508 1.0  -1.0  0.6237  -0.6237  0.4775  -0.4775  2.6  -2.6  0.0  -0.0  0.6237  -0.6237  0.1983  -0.1983  1.585  -1.585  0.08916  -0.08916  0.08904  -0.08904  0.2101  -0.2101  2.126  -2.126  0.09519  -0.09519  0.0  -0.0  0.0  -0.0  0.0  -0.0  0.4167  -0.4167  0.0  -0.0  0.0  -0.0  0.3913  -0.3913  0.0  -0.0  0.0  -0.0  0.1703  -0.1703  0.08278  -0.08278  0.0  -0.0  0.0  -0.0  0.06056  -0.06056  0.0  -0.0  0.0  -0.0 
346.0 330.0 362.0 2.401 1.0  -1.0  0.7458  -0.7458  0.439  -0.439  2.6  -2.6  0.0  -0.0  0.6211  -0.6211  0.2496  -0.2496  1.611  -1.611  0.1274  -0.1274  0.1271  -0.1271  0.291  -0.291  1.964  -1.964  0.09131  -0.09131  0.0  -0.0  0.0  -0.0  0.0  -0.0  0.2873  -0.2873  0.0  -0.0  0.0  -0.0  0.3864  -0.3864  0.0  -0.0  0.0  -0.0  0.1648  -0.1648  0.07467  -0.07467  0.0  -0.0  0.07007  -0.07007  0.0  -0.0  0.0  -0.0  0.0  -0.0 
378.5 362.0 395.0 1.303 1.0  -1.0  0.5428  -0.5428  0.5313  -0.5313  2.6  -2.6  0.0  -0.0  0.6557  -0.6557  0.2768  -0.2768  1.638  -1.638  0.1675  -0.1675  0.1659  -0.1659  0.3871  -0.3871  1.826  -1.826  0.1098  -0.1098  0.0  -0.0  0.0  -0.0  0.0  -0.0  0.1972  -0.1972  0.0  -0.0  0.0  -0.0  0.4088  -0.4088  0.0  -0.0  0.0  -0.0  0.1771  -0.1771  0.08182  -0.08182  0.0  -0.0  0.1389  -0.1389  0.0  -0.0  0.0  -0.0  0.0  -0.0 
