player,coalition_without,v_without,v_with,delta_v,is_outlier
u,cbar|sbar|ubar|dbar|g|d|s|c,0.01043527,0.01402529,0.00359002,0
u,cbar|sbar|ubar|dbar|d|s|c,0.00733402,0.01091627,0.00358225,0
g,cbar|sbar|dbar|u|c,0.00613459,0.00963684,0.00350225,0
g,sbar|dbar|u|c,0.00431619,0.00781140,0.00349522,0
g,cbar|sbar|dbar|c,0.00370713,0.00720160,0.00349447,0
g,sbar|dbar|c,0.00242167,0.00590912,0.00348745,0
dbar,cbar|sbar|g|u|c,0.00623353,0.00963684,0.00340330,0
g,cbar|sbar|dbar|u|s|c,0.00724774,0.01064884,0.00340110,0
g,cbar|dbar|u|c,0.00470633,0.00810366,0.00339732,0
g,sbar|dbar|u|s|c,0.00513248,0.00852656,0.00339408,0
g,cbar|sbar|dbar|s|c,0.00446456,0.00785789,0.00339333,0
g,cbar|sbar|dbar|d|u|c,0.00667378,0.01006548,0.00339170,0
dbar,sbar|g|u|c,0.00442096,0.00781140,0.00339045,0
g,dbar|u|c,0.00312833,0.00651863,0.00339030,0
g,cbar|dbar|c,0.00266788,0.00605743,0.00338955,0
g,sbar|dbar|s|c,0.00288225,0.00626856,0.00338631,0
g,sbar|dbar|d|u|c,0.00463671,0.00802138,0.00338467,0
g,cbar|sbar|dbar|d|c,0.00403146,0.00741538,0.00338392,0
g,dbar|c,0.00162282,0.00500536,0.00338253,0
g,sbar|dbar|d|c,0.00252734,0.00590424,0.00337690,0
u,cbar|sbar|ubar|dbar|g|s|c,0.00968724,0.01306240,0.00337516,0
g,cbar|sbar|dbar|u,0.00404381,0.00741458,0.00337077,0
u,cbar|sbar|ubar|dbar|s|c,0.00647544,0.00984283,0.00336739,0
g,sbar|dbar|u,0.00290201,0.00626576,0.00336375,0
g,cbar|sbar|dbar,0.00219358,0.00555657,0.00336300,0
g,sbar|dbar,0.00158472,0.00494070,0.00335598,0
dbar,cbar|sbar|g|u|s|c,0.00730319,0.01064884,0.00334566,0
dbar,sbar|g|u|s|c,0.00519376,0.00852656,0.00333280,0
g,cbar|sbar|ubar|dbar|u|c,0.00831653,0.01163725,0.00332072,0
g,sbar|ubar|dbar|u|c,0.00588840,0.00920210,0.00331370,0
g,cbar|sbar|ubar|dbar|c,0.00530486,0.00861780,0.00331295,0
g,sbar|ubar|dbar|c,0.00340967,0.00671561,0.00330593,0
g,cbar|dbar|u|s|c,0.00567627,0.00897244,0.00329618,0
g,cbar|sbar|dbar|d|u|s|c,0.00797495,0.01126551,0.00329055,0
g,dbar|u|s|c,0.00380140,0.00709056,0.00328916,0
g,cbar|dbar|s|c,0.00328210,0.00657050,0.00328840,0
g,cbar|dbar|d|u|c,0.00517843,0.00846520,0.00328677,0
g,sbar|dbar|d|u|s|c,0.00564102,0.00892455,0.00328353,0
g,cbar|sbar|dbar|d|s|c,0.00497692,0.00825970,0.00328278,0
g,dbar|s|c,0.00194018,0.00522157,0.00328139,0
g,dbar|d|u|c,0.00338175,0.00666150,0.00327975,0
g,cbar|dbar|d|c,0.00292512,0.00620411,0.00327899,0
g,sbar|dbar|d|s|c,0.00317594,0.00645170,0.00327576,0
g,dbar|d|c,0.00166139,0.00493337,0.00327198,0
g,cbar|sbar|dbar|u|s,0.00489276,0.00816239,0.00326963,0
g,cbar|dbar|u,0.00289834,0.00616419,0.00326585,0
g,sbar|dbar|u|s,0.00345410,0.00671671,0.00326261,0
g,cbar|sbar|dbar|s,0.00268681,0.00594866,0.00326185,0
g,cbar|sbar|dbar|d|u,0.00441636,0.00767658,0.00326022,0
g,dbar|u,0.00199694,0.00525577,0.00325883,0
g,cbar|dbar,0.00143712,0.00469519,0.00325807,0
g,sbar|dbar|s,0.00178111,0.00503594,0.00325484,0
g,sbar|dbar|d|u,0.00305589,0.00630909,0.00325320,0
g,cbar|sbar|dbar|d,0.00235127,0.00560372,0.00325244,0
g,dbar,0.00106866,0.00431972,0.00325106,0
g,sbar|dbar|d,0.00152375,0.00476918,0.00324543,0
u,cbar|sbar|ubar|dbar|g|d|c,0.00917782,0.01241213,0.00323431,0
u,cbar|sbar|ubar|dbar|d|c,0.00597543,0.00920196,0.00322653,0
ubar,cbar|sbar|d|u|s|c,0.00590193,0.00912335,0.00322142,0
g,cbar|sbar|ubar|dbar|u|s|c,0.00984283,0.01306240,0.00321958,0
g,cbar|ubar|dbar|u|c,0.00663659,0.00985238,0.00321579,0
