coalition_labels,size,chi2,is_outlier
cbar|sbar|ubar|dbar|g|d|u|s|c,9,0.01402529,1
cbar|sbar|ubar|dbar|g|u|s|c,8,0.01306240,1
cbar|sbar|ubar|dbar|g|d|u|c,8,0.01241213,0
cbar|ubar|dbar|g|d|u|s|c,8,0.01203009,0
cbar|sbar|ubar|dbar|g|u|c,7,0.01163725,0
cbar|sbar|dbar|g|d|u|s|c,8,0.01126551,0
cbar|sbar|ubar|g|d|u|s|c,8,0.01116974,0
cbar|ubar|dbar|g|u|s|c,7,0.01113430,0
sbar|ubar|dbar|g|d|u|s|c,8,0.01107463,0
cbar|sbar|ubar|dbar|g|d|u|s,8,0.01091832,0
cbar|sbar|ubar|dbar|d|u|s|c,8,0.01091627,0
cbar|sbar|dbar|g|u|s|c,7,0.01064884,0
cbar|ubar|dbar|g|d|u|c,7,0.01056014,0
cbar|sbar|ubar|dbar|g|d|s|c,8,0.01043527,0
sbar|ubar|dbar|g|u|s|c,7,0.01033040,0
cbar|sbar|ubar|dbar|g|u|s,7,0.01012207,0
cbar|sbar|dbar|g|d|u|c,7,0.01006548,0
cbar|sbar|ubar|g|u|s|c,7,0.00999681,0
cbar|ubar|dbar|g|u|c,6,0.00985238,0
cbar|sbar|ubar|dbar|u|s|c,7,0.00984283,0
sbar|ubar|dbar|g|d|u|c,7,0.00975831,0
cbar|sbar|ubar|dbar|g|s|c,7,0.00968724,0
cbar|sbar|dbar|g|u|c,6,0.00963684,0
cbar|ubar|g|d|u|s|c,7,0.00963013,0
cbar|sbar|ubar|dbar|g|d|u,7,0.00956936,0
cbar|dbar|g|d|u|s|c,7,0.00952200,0
cbar|sbar|ubar|g|d|u|c,7,0.00949893,0
ubar|dbar|g|d|u|s|c,7,0.00931983,0
cbar|ubar|dbar|g|d|u|s,7,0.00920590,0
sbar|ubar|dbar|g|u|c,6,0.00920210,0
cbar|sbar|ubar|dbar|d|u|c,7,0.00920196,0
cbar|sbar|ubar|dbar|g|d|c,7,0.00917782,0
cbar|sbar|ubar|d|u|s|c,7,0.00912335,0
cbar|ubar|dbar|d|u|s|c,7,0.00902600,0
cbar|dbar|g|u|s|c,6,0.00897244,0
cbar|sbar|ubar|dbar|g|u,6,0.00896112,0
sbar|dbar|g|d|u|s|c,7,0.00892455,0
cbar|ubar|dbar|g|d|s|c,7,0.00882907,0
sbar|ubar|dbar|g|d|u|s,7,0.00864427,0
ubar|dbar|g|u|s|c,6,0.00864270,0
cbar|sbar|ubar|dbar|g|c,6,0.00861780,0
cbar|sbar|dbar|g|d|u|s,7,0.00861241,0
sbar|dbar|g|u|s|c,6,0.00852656,0
cbar|ubar|g|u|s|c,6,0.00852430,0
cbar|sbar|ubar|g|u|c,6,0.00851402,0
cbar|ubar|dbar|g|u|s,6,0.00847676,0
cbar|dbar|g|d|u|c,6,0.00846520,0
cbar|sbar|ubar|g|d|u|s,7,0.00836322,0
cbar|sbar|ubar|dbar|u|c,6,0.00831653,0
cbar|sbar|dbar|g|d|s|c,7,0.00825970,0
sbar|ubar|g|d|u|s|c,7,0.00823194,0
cbar|sbar|dbar|g|u|s,6,0.00816239,0
cbar|ubar|dbar|g|s|c,6,0.00814815,0
ubar|dbar|g|d|u|c,6,0.00814673,0
cbar|sbar|g|d|u|s|c,7,0.00812989,0
cbar|dbar|g|u|c,5,0.00810366,0
cbar|ubar|g|d|u|c,6,0.00810254,0
cbar|sbar|ubar|g|d|s|c,7,0.00808292,0
sbar|ubar|dbar|g|u|s,6,0.00806668,0
sbar|dbar|g|d|u|c,6,0.00802138,0
cbar|ubar|dbar|u|s|c,6,0.00801966,0
sbar|ubar|dbar|g|d|s|c,7,0.00801756,0
cbar|ubar|dbar|g|d|u,6,0.00800016,0
cbar|sbar|dbar|d|u|s|c,7,0.00797495,0
sbar|ubar|dbar|d|u|s|c,7,0.00797262,0
cbar|sbar|ubar|dbar|d|u|s,7,0.00794078,0
cbar|sbar|ubar|dbar|g|d|s,7,0.00790553,0
cbar|sbar|dbar|g|s|c,6,0.00785789,0
cbar|sbar|ubar|u|s|c,6,0.00783984,0
sbar|dbar|g|u|c,5,0.00781140,0
cbar|ubar|dbar|g|d|c,6,0.00771484,0
cbar|ubar|d|u|s|c,6,0.00768872,0
cbar|sbar|dbar|g|d|u,6,0.00767658,0
ubar|dbar|g|u|c,5,0.00765763,0
sbar|ubar|dbar|g|d|u,6,0.00759215,0
sbar|ubar|dbar|g|s|c,6,0.00748819,0
cbar|ubar|dbar|g|u,5,0.00745903,0
cbar|ubar|dbar|d|u|c,6,0.00745491,0
dbar|g|d|u|s|c,6,0.00742145,0
cbar|sbar|dbar|g|d|c,6,0.00741538,0
cbar|sbar|dbar|g|u,5,0.00741458,0
cbar|sbar|ubar|g|u|s,6,0.00735693,0
cbar|sbar|ubar|d|u|c,6,0.00735139,0
cbar|sbar|ubar|dbar|d|s|c,7,0.00733402,0
cbar|sbar|ubar|dbar|g|s,6,0.00732414,0
cbar|sbar|g|u|s|c,6,0.00730319,0
sbar|ubar|g|u|s|c,6,0.00727767,0
cbar|sbar|dbar|u|s|c,6,0.00724774,0
cbar|ubar|dbar|g|c,5,0.00722194,0
sbar|ubar|dbar|g|u,5,0.00720258,0
cbar|sbar|dbar|g|c,5,0.00720160,0
cbar|ubar|g|u|c,5,0.00718472,0
ubar|dbar|g|d|u|s,6,0.00717225,0
cbar|dbar|g|d|u|s,6,0.00715169,0
cbar|sbar|ubar|g|s|c,6,0.00712485,0
sbar|ubar|dbar|u|s|c,6,0.00711784,0
cbar|ubar|g|d|u|s,6,0.00710640,0
dbar|g|u|s|c,5,0.00709056,0
sbar|ubar|dbar|g|d|c,6,0.00705696,0
cbar|sbar|ubar|dbar|u|s,6,0.00703398,0
cbar|sbar|ubar|g|d|u,6,0.00695661,0
sbar|dbar|g|d|u|s,6,0.00694807,0
ubar|g|d|u|s|c,6,0.00693272,0
cbar|ubar|g|d|s|c,6,0.00693232,0
cbar|sbar|ubar|dbar|g|d,6,0.00691227,0
cbar|dbar|g|d|s|c,6,0.00690520,0
cbar|sbar|g|d|u|c,6,0.00687222,0
sbar|ubar|g|d|u|c,6,0.00685798,0
cbar|g|d|u|s|c,6,0.00684197,0
cbar|dbar|g|u|s,5,0.00676877,0
cbar|sbar|ubar|g|d|c,6,0.00676782,0
sbar|dbar|g|u|s,5,0.00671671,0
sbar|ubar|dbar|g|c,5,0.00671561,0
cbar|sbar|dbar|d|u|c,6,0.00667378,0
ubar|dbar|g|u|s,5,0.00666177,0
dbar|g|d|u|c,5,0.00666150,0
ubar|dbar|g|d|s|c,6,0.00665176,0
cbar|ubar|dbar|u|c,5,0.00663659,0
cbar|ubar|dbar|g|d|s,6,0.00658212,0
cbar|dbar|g|s|c,5,0.00657050,0
sbar|ubar|dbar|d|u|c,6,0.00655516,0
cbar|sbar|ubar|dbar|g,5,0.00651890,0
dbar|g|u|c,4,0.00651863,0
cbar|sbar|ubar|dbar|d|u,6,0.00649067,0
cbar|sbar|ubar|dbar|s|c,6,0.00647544,0
cbar|ubar|u|s|c,5,0.00647229,0
sbar|dbar|g|d|s|c,6,0.00645170,0
cbar|sbar|ubar|d|u|s,6,0.00644835,0
cbar|dbar|g|d|u,5,0.00635909,0
cbar|dbar|d|u|s|c,6,0.00633638,0
cbar|ubar|dbar|d|u|s,6,0.00633331,0
ubar|dbar|d|u|s|c,6,0.00632275,0
sbar|dbar|g|d|u,5,0.00630909,0
sbar|dbar|g|s|c,5,0.00626856,0
sbar|dbar|g|u,4,0.00626576,0
ubar|dbar|g|d|u,5,0.00626336,0
cbar|sbar|ubar|u|c,5,0.00625589,0
cbar|sbar|g|u|c,5,0.00623353,0
cbar|dbar|g|d|c,5,0.00620411,0
sbar|ubar|d|u|s|c,6,0.00619252,0
ubar|dbar|g|s|c,5,0.00618950,0
cbar|sbar|dbar|g|d|s,6,0.00618383,0
cbar|ubar|g|u|s,5,0.00616720,0
sbar|ubar|dbar|g|d|s,6,0.00616442,0
cbar|dbar|g|u,4,0.00616419,0
cbar|sbar|ubar|g|u,5,0.00613833,0
cbar|sbar|dbar|u|c,5,0.00613459,0
sbar|ubar|g|d|u|s,6,0.00610202,0
sbar|ubar|g|u|c,5,0.00609172,0
cbar|g|u|s|c,5,0.00608236,0
cbar|ubar|dbar|g|s,5,0.00606783,0
cbar|ubar|d|u|c,5,0.00605997,0
cbar|dbar|g|c,4,0.00605743,0
ubar|g|u|s|c,5,0.00604555,0
cbar|sbar|ubar|d|s|c,6,0.00604432,0
cbar|ubar|g|s|c,5,0.00604135,0
cbar|sbar|ubar|g|c,5,0.00599777,0
cbar|sbar|ubar|dbar|d|c,6,0.00597543,0
cbar|sbar|dbar|g|s,5,0.00594866,0
ubar|dbar|g|u,4,0.00594089,0
sbar|dbar|g|c,4,0.00590912,0
sbar|dbar|g|d|c,5,0.00590424,0
cbar|sbar|d|u|s|c,6,0.00590193,0
sbar|ubar|dbar|u|c,5,0.00588840,0
cbar|sbar|ubar|g|d|s,6,0.00585363,0
cbar|ubar|g|d|u,5,0.00584300,0
ubar|dbar|g|d|c,5,0.00583438,0
cbar|ubar|dbar|d|s|c,6,0.00583277,0
sbar|g|d|u|s|c,6,0.00580180,0
sbar|ubar|dbar|g|s,5,0.00580169,0
cbar|sbar|g|d|u|s,6,0.00577724,0
cbar|sbar|ubar|dbar|u,5,0.00577188,0
cbar|ubar|g|d|c,5,0.00576044,0
cbar|ubar|dbar|g|d,5,0.00573209,0
dbar|g|d|u|s,5,0.00572775,0
cbar|g|d|u|c,5,0.00572752,0
ubar|g|d|u|c,5,0.00570198,0
sbar|ubar|g|d|s|c,6,0.00567806,0
cbar|dbar|u|s|c,5,0.00567627,0
sbar|ubar|dbar|d|u|s,6,0.00567374,0
sbar|dbar|d|u|s|c,6,0.00564102,0
cbar|sbar|g|d|s|c,6,0.00562728,0
cbar|sbar|dbar|g|d,5,0.00560372,0
dbar|g|u|s,4,0.00556350,0
ubar|dbar|g|c,4,0.00556014,0
cbar|sbar|dbar|g,4,0.00555657,0
ubar|dbar|u|s|c,5,0.00553507,0
cbar|ubar|dbar|u|s,5,0.00549360,0
sbar|ubar|dbar|g|d,5,0.00546802,0
cbar|sbar|dbar|d|u|s,6,0.00545333,0
cbar|ubar|dbar|g,4,0.00540582,0
dbar|g|d|s|c,5,0.00533760,0
cbar|sbar|ubar|u|s,5,0.00533147,0
sbar|ubar|g|u|s,5,0.00531439,0
cbar|sbar|ubar|dbar|c,5,0.00530486,0
cbar|ubar|d|u|s,5,0.00529651,0
sbar|ubar|dbar|g,4,0.00529331,0
dbar|g|u,3,0.00525577,0
dbar|g|d|u,4,0.00523200,0
dbar|g|s|c,4,0.00522157,0
sbar|g|u|s|c,5,0.00519376,0
cbar|dbar|d|u|c,5,0.00517843,0
cbar|g|u|c,4,0.00515593,0
sbar|dbar|u|s|c,5,0.00513248,0
sbar|ubar|u|s|c,5,0.00512766,0
cbar|sbar|g|u|s,5,0.00511717,0
cbar|dbar|g|d|s,5,0.00511212,0
cbar|ubar|g|u,4,0.00509182,0
ubar|g|d|u|s,5,0.00508559,0
ubar|dbar|g|d|s,5,0.00508141,0
cbar|sbar|ubar|g|s,5,0.00506220,0
cbar|ubar|g|c,4,0.00505748,0
sbar|dbar|g|d|s,5,0.00505244,0
ubar|dbar|d|u|c,5,0.00504851,0
cbar|ubar|dbar|s|c,5,0.00504128,0
sbar|dbar|g|s,4,0.00503594,0
cbar|ubar|u|c,4,0.00503156,0
cbar|ubar|dbar|d|u,5,0.00502641,0
cbar|sbar|g|s|c,5,0.00501544,0
dbar|g|c,3,0.00500536,0
ubar|g|u|c,4,0.00500282,0
cbar|ubar|d|s|c,5,0.00499870,0
