     2.06    1.0001792       0.14465875E-01
     2.19    2.9047818       0.16574380E-01
     2.31    4.6816819       0.18539310E-01
     2.44    6.3238153       0.19990497E-01
     2.56    7.6741707       0.21463299E-01
     2.69    8.7587311       0.22506603E-01
     2.81    9.4582166       0.23017499E-01
     2.94    9.7406491       0.23520773E-01
     3.06    9.6362332       0.23001450E-01
     3.19    8.9987190       0.21346111E-01
     3.31    7.7127276       0.19553767E-01
     3.44    5.9663261       0.16182805E-01
     3.56    4.3503553       0.13321141E-01
     3.69    2.8318841       0.10181772E-01
     3.81    1.6226908       0.74716949E-02
     3.94   0.81551516       0.47078562E-02
     4.13   0.41728568       0.23052479E-02
