70.0    65    75    33    0.121    -0.121    0.4488    -0.4488    0.6567    -0.6468    0.1155    -0.1155    0.0462    -0.0462    0.2178    -0.1683    0.0858    -0.0693    0.0264    -0.0495    0.0033    -0.0231    0.0495    -0.0561    0.0792    -0.0825    0.0627    -0.066    0.1881    -0.1485    0    0    0.0099    -0.0198    0.1188    -0.0858    0.0528    -0.0132    0.1584    -0.165    0.0693    -0.1122    0.0231    -0.0759    0    0    0.0363    -0.0528    0.1221    -0.1386    0.0396    -0.0693    0.0198    -0.0297    0.0198    -0.0231    0.0264    -0.0099    0.0231    -0.0198    0.0033    -0.0033    0.0099    -0.0099    0.627    -0.627
80.0    75    85    17.7    0.0905    -0.0905    0.13452    -0.13452    0.28143    -0.27789    0.05487    -0.05487    0.02301    -0.02301    0.10089    -0.07965    0.03894    -0.03363    0.00708    -0.01947    0.00531    -0.00531    0.01593    -0.01416    0.05133    -0.04779    0.02655    -0.00708    0.09558    -0.09912    0    0    0.00354    0    0.03894    -0.07788    0.01239    -0.01239    0.08319    -0.05841    0.01593    -0.01416    0.01593    -0.00708    0    0    0.03717    -0.04602    0.12567    -0.1239    0.00885    -0.01416    0.00531    -0.00177    0.01416    -0.00708    0.00531    -0.03186    0.01239    -0.01239    0.00177    -0.00177    0.00177    -0.00177    0.3363    -0.3363
95.0    85    105    8.2    0.035    -0.035    0.02542    -0.02542    0.10168    -0.10086    0.01968    -0.0205    0.00984    -0.00984    0.04018    -0.03034    0.01476    -0.01312    0.00164    -0.00902    0.00656    -0.00574    0.01886    -0.01886    0.02624    -0.02952    0.0205    -0.01722    0.04592    -0.05002    0    0    0.00574    -0.00738    0.0369    -0.04264    0.01804    -0.01968    0.04592    -0.03526    0.0205    -0.01558    0.0123    -0.01148    0    0    0.04264    -0.05002    0.0328    -0.03608    0.02296    -0.01886    0.01312    -0.01066    0.00492    -0.00492    0.0082    -0.00656    0.00902    -0.00738    0    0    0.00082    -0.00082    0.1558    -0.1558
115.0    105    125    3.24    0.0109    -0.0109    0.00324    -0.00324    0.028836    -0.028836    0.005832    -0.006156    0.00486    -0.00486    0.013284    -0.009396    0.004536    -0.004212    0.001296    -0.003888    0.000324    -0.002268    0.0081    -0.006804    0.011664    -0.015552    0.00648    -0.005832    0.02106    -0.021708    0    0    0.000972    -0.001944    0.017172    -0.018144    0.00648    -0.00486    0.021384    -0.017496    0.006156    -0.0081    0.005508    -0.006156    0    0    0.02754    -0.026892    0.01458    -0.016524    0.007776    -0.007128    0.00162    -0.002916    0.002592    -0.001296    0.004536    -0.00972    0.001296    0    0    0    0    0    0.06156    -0.06156
137.5    125    150    1.39    0.00342    -0.00342    0.000417    -0.000417    0.009035    -0.009035    0.00278    -0.002502    0.001529    -0.001529    0.00417    -0.003058    0.001529    -0.00139    0.000695    -0.001807    0.001112    -0.000973    0.003753    -0.002919    0.005699    -0.007506    0.00278    -0.002363    0.010564    -0.010842    0    0    0.001112    -0.000695    0.008062    -0.008618    0.002919    -0.002641    0.008062    -0.006811    0.003475    -0.002919    0.00278    -0.00278    0    0    0.014734    -0.015846    0.007506    -0.006533    0.003336    -0.002919    0.00139    -0.001112    0.000695    -0.001112    0.000417    -0.001946    0.000695    -0.000556    0.000139    -0.000139    0    0    0.02641    -0.02641
162.5    150    175    0.616    0.00225    -0.00225    6.16e-05    -6.16e-05    0.0029568    -0.0029568    0.0014168    -0.0014784    0.0008008    -0.0008008    0.00154    -0.0012936    0.0004928    -0.0004928    0.0005544    -0.000616    0.0001848    -0.0002464    0.00154    -0.0007392    0.0030184    -0.002772    0.0011088    -0.0004312    0.0054208    -0.0052976    0    0    0.0001232    -6.16e-05    0.0030184    -0.004312    0.0004928    -0.00154    0.0037576    -0.0038808    0.0012936    -0.0005544    0.0011088    -0.0005544    0    0    0.0074536    -0.0075768    0.0038192    -0.0035728    0.0011704    -0.0008624    0.0003696    -6.16e-05    0.0007392    -0.0003696    0.0002464    -0.0008624    0.0001848    -0.0002464    6.16e-05    -6.16e-05    0    0    0.011704    -0.011704
187.5    175    200    0.301    0.00154    -0.00154    0    0    0.001204    -0.0011739    0.000602    -0.0005719    0.0004515    -0.0004515    0.0007224    -0.0006622    0.0001806    -0.0001806    0.0003913    -0.0006622    3.01e-05    -0.0002408    0.0001806    -0.0010234    0.0016856    -0.0011739    0.0002408    -0.0007224    0.0032207    -0.0020769    0    0    3.01e-05    -0.0001806    0.0022575    -0.0015351    0.0007525    -0.0002107    0.0017759    -0.0016254    0.0004816    -0.0008729    0.0003913    -0.0007224    0    0    0.0038829    -0.0044548    0.0013846    -0.0019565    0.0005719    -0.0007525    0    -0.0003913    0.0001806    -0.000301    0.000301    -3.01e-05    0.0001505    -9.03e-05    0    0    0    0    0.005719    -0.005719
225.0    200    250    0.125    0.000529    -0.000529    0    0    0.0003375    -0.0003375    0.00025    -0.000225    0.0001    -0.0001    0.0003    -0.0003    5e-05    -5e-05    0.0001625    -0.0003625    0.00015    -0.0001125    0.00045    -0.0002875    0.0007875    -0.0009125    0.0002875    -0.00025    0.00115    -0.0010625    0    0    0.0001375    -8.75e-05    0.0008875    -0.000875    0.0003625    -0.0004    0.0007625    -0.0007625    0.0002375    -0.0003125    0.000275    -0.0002875    0    0    0.00195    -0.001875    0.000725    -0.0005125    0.0003125    -0.0003375    0.0001375    -0.00015    0.0001375    -0.000125    0.00025    -2.5e-05    3.75e-05    -2.5e-05    1.25e-05    -1.25e-05    0    0    0.002375    -0.002375
275.0    250    300    0.0431    0.000267    -0.000267    0    0    8.62e-05    -8.62e-05    0.00013361    -0.00013361    4.31e-06    -4.31e-06    7.758e-05    -7.758e-05    8.62e-06    -8.62e-06    6.896e-05    -0.00015516    3.017e-05    -3.017e-05    0.00013792    -0.00013361    0.00037928    -0.00034049    0.00012068    -9.482e-05    0.00037928    -0.00042238    0    0    1.724e-05    -3.017e-05    0.00039221    -0.00037497    0.00013792    -0.00012499    0.00027584    -0.00024998    0.00010775    -0.00012499    0.00011206    -9.913e-05    0    0    0.00068529    -0.00070684    0.00028877    -0.00025429    0.00011206    -0.00012499    4.741e-05    -5.172e-05    4.31e-05    -2.155e-05    6.034e-05    -5.603e-05    0    0    0    0    0    0    0.0008189    -0.0008189
325.0    300    350    0.0166    0.000165    -0.000165    0    0    2.656e-05    -2.656e-05    5.146e-05    -5.146e-05    4.482e-05    -4.482e-05    1.494e-05    -1.494e-05    0    -1.66e-06    3.32e-05    -3.818e-05    4.98e-06    -8.3e-06    2.158e-05    -4.98e-05    0.00015438    -0.00015438    1.826e-05    -3.984e-05    0.00018924    -0.00015936    0    0    1.328e-05    -3.32e-06    0.0001245    -0.00015936    4.648e-05    -4.316e-05    0.00010458    -0.00010956    4.482e-05    -3.154e-05    2.158e-05    -3.32e-05    0    0    0.00032868    -0.00031872    0.00010292    -0.00011786    2.822e-05    -1.992e-05    1.826e-05    -1.66e-06    1.66e-06    -2.49e-05    1.66e-06    -5.312e-05    0    0    0    0    0    0    0.0003154    -0.0003154
