		Current Fit	Current Fit	Reference Fit	Reference Fit
		ndata	$\chi^2/ndata$	ndata	$\chi^2/ndata$
ALL	Total	165.0	0.9188697197197102	165.0	0.9484349075153361
ALL	NMC_NC_NOTFIXED_EM-F2	121.0	0.8811419401304795	121.0	0.8871335320736219
ALL	ATLAS_Z0J_8TEV_PT-M	44.0	1.0226211135900944	44.0	1.1170136899800496
Total	Total	165.0	0.9188697197197102	165.0	0.9484349075153363
