	Current Fit	Current Fit	Reference Fit	Reference Fit
	ndata	$\phi$	ndata	$\phi$
group				
DEUTERON	121	0.13006135193411472	121	0.19588715556493935
ATLAS	44	0.09623994853498623	44	0.5821079061102511
