coalition_labels,size,chi2,is_outlier
u|s|c,3,0.00009668,0
d|u|s|c,4,0.00009668,0
dbar|u|s|c,4,0.00009668,0
dbar|d|u|s|c,5,0.00009668,0
cbar|u|s|c,4,0.00009667,0
cbar|d|u|s|c,5,0.00009667,0
cbar|dbar|u|s|c,5,0.00009667,0
cbar|dbar|d|u|s|c,6,0.00009666,0
ubar|u|s|c,4,0.00009665,0
ubar|d|u|s|c,5,0.00009665,0
ubar|dbar|u|s|c,5,0.00009665,0
ubar|dbar|d|u|s|c,6,0.00009665,0
s|c,2,0.00009664,0
d|s|c,3,0.00009664,0
dbar|s|c,3,0.00009664,0
dbar|d|s|c,4,0.00009664,0
cbar|ubar|u|s|c,5,0.00009664,0
cbar|ubar|d|u|s|c,6,0.00009663,0
cbar|ubar|dbar|u|s|c,6,0.00009663,0
cbar|ubar|dbar|d|u|s|c,7,0.00009663,0
cbar|s|c,3,0.00009663,0
cbar|d|s|c,4,0.00009663,0
cbar|dbar|s|c,4,0.00009663,0
cbar|dbar|d|s|c,5,0.00009663,0
u|s,2,0.00009661,0
d|u|s,3,0.00009661,0
dbar|u|s,3,0.00009661,0
ubar|s|c,3,0.00009661,0
dbar|d|u|s,4,0.00009661,0
ubar|d|s|c,4,0.00009661,0
ubar|dbar|s|c,4,0.00009661,0
ubar|dbar|d|s|c,5,0.00009661,0
cbar|u|s,3,0.00009660,0
cbar|d|u|s,4,0.00009660,0
cbar|dbar|u|s,4,0.00009660,0
cbar|ubar|s|c,4,0.00009660,0
cbar|dbar|d|u|s,5,0.00009660,0
cbar|ubar|d|s|c,5,0.00009659,0
cbar|ubar|dbar|s|c,5,0.00009659,0
cbar|ubar|dbar|d|s|c,6,0.00009659,0
ubar|u|s,3,0.00009658,0
ubar|d|u|s,4,0.00009658,0
ubar|dbar|u|s,4,0.00009658,0
ubar|dbar|d|u|s,5,0.00009658,0
s,1,0.00009657,0
d|s,2,0.00009657,0
dbar|s,2,0.00009657,0
dbar|d|s,3,0.00009657,0
