0	10	0.041	0.006	0.001	0.001
10	20	0.118	0.010	0.002	0.002
20	30	0.172	0.013	0.003	0.004
30	50	0.179	0.009	0.003	0.001
50	70	0.158	0.008	0.003	0.003
70	90	0.102	0.007	0.003	0.001
90	110	0.098	0.007	0.002	0.002
110	130	0.061	0.006	0.001	0.001
130	160	0.039	0.004	0.001	0.002
160	200	0.020	0.002	0.001	0.001
200	300	0.011	0.001	1e-10	0.001
