player,coalition_without,v_without,v_with,delta_v,is_outlier
d,cbar|ubar|s,0.01313580,0.04076038,0.02762457,0
d,cbar|ubar|g|s,0.01447845,0.04154851,0.02707006,0
d,cbar|ubar|s|c,0.01328958,0.03964955,0.02635997,0
d,cbar|ubar|g|s|c,0.01469773,0.04050295,0.02580522,0
dbar,sbar|u|c,0.01421931,0.03923910,0.02501978,0
dbar,sbar|g|u|c,0.01586672,0.04078079,0.02491407,0
d,ubar|s,0.00893177,0.03378967,0.02485790,0
d,ubar|g|s,0.01029025,0.03459295,0.02430270,0
d,ubar|s|c,0.00887337,0.03246643,0.02359306,0
dbar,cbar|sbar|u|c,0.01453133,0.03765844,0.02312712,0
d,cbar|ubar|u|s,0.01513166,0.03821426,0.02308260,0
d,ubar|g|s|c,0.01029752,0.03333514,0.02303763,0
dbar,cbar|sbar|g|u|c,0.01616185,0.03918294,0.02302109,0
dbar,sbar|u,0.01045811,0.03335475,0.02289664,0
dbar,sbar|g|u,0.01203903,0.03482951,0.02279048,0
d,cbar|ubar|g|u|s,0.01667743,0.03920547,0.02252804,0
d,cbar|sbar|ubar|s,0.01087509,0.03278100,0.02190591,0
d,cbar|ubar|u|s|c,0.01726532,0.03908343,0.02181812,0
d,cbar|sbar|ubar|g|s,0.01202252,0.03337371,0.02135119,0
d,cbar|ubar|g|u|s|c,0.01887680,0.04014011,0.02126331,0
dbar,cbar|sbar|u,0.01055830,0.03156185,0.02100355,0
d,cbar|s,0.00443466,0.02539040,0.02095574,0
dbar,cbar|sbar|g|u,0.01212250,0.03301958,0.02089708,0
d,cbar|sbar|ubar|s|c,0.01237595,0.03301193,0.02063598,0
d,cbar|g|s,0.00559137,0.02599224,0.02040087,0
d,ubar|u|s,0.01079593,0.03111177,0.02031584,0
dbar,sbar|ubar|u|c,0.01525013,0.03552958,0.02027946,0
dbar,sbar|ubar|g|u|c,0.01708202,0.03725545,0.02017343,0
d,cbar|sbar|ubar|g|s|c,0.01358923,0.03367025,0.02008102,0
d,ubar|g|u|s,0.01235750,0.03211810,0.01976060,0
d,cbar|s|c,0.00461466,0.02430741,0.01969276,0
d,sbar|ubar|s,0.00727254,0.02641162,0.01913907,0
d,cbar|g|s|c,0.00583686,0.02497450,0.01913764,0
d,ubar|u|s|c,0.01271692,0.03176805,0.01905113,0
dbar,sbar|u|s|c,0.01201305,0.03099091,0.01897786,0
dbar,sbar|g|u|s|c,0.01326146,0.03213340,0.01887194,0
d,cbar|ubar,0.00559850,0.02437564,0.01877715,0
d,sbar|ubar|g|s,0.00843625,0.02701993,0.01858367,0
d,ubar|g|u|s|c,0.01434436,0.03284001,0.01849565,0
dbar,cbar|sbar|ubar|u|c,0.01764947,0.03603654,0.01838706,0
dbar,cbar|sbar|ubar|g|u|c,0.01946473,0.03774546,0.01828072,0
d,cbar|ubar|g,0.00733825,0.02556064,0.01822239,0
d,s,0.00232001,0.02051084,0.01819083,0
dbar,sbar|c,0.00423459,0.02242208,0.01818749,0
dbar,sbar|ubar|u,0.01151846,0.02967430,0.01815584,0
dbar,sbar|g|c,0.00567818,0.02375960,0.01808142,0
dbar,sbar|ubar|g|u,0.01328386,0.03133322,0.01804936,0
d,sbar|ubar|s|c,0.00856305,0.02643197,0.01786892,0
d,g|s,0.00349282,0.02112811,0.01763529,0
d,cbar|ubar|c,0.00621056,0.02372304,0.01751248,0
d,cbar|sbar|ubar|u|s,0.01717212,0.03453568,0.01736356,0
d,sbar|ubar|g|s|c,0.00979277,0.02710605,0.01731328,0
dbar,cbar|ubar|g|d|s,0.04154851,0.02429677,-0.01725175,0
u,cbar|sbar|dbar|g|c,0.02202977,0.03918294,0.01715318,0
dbar,cbar|ubar|d|s,0.04076038,0.02361645,-0.01714393,0
dbar,cbar|sbar|u|s|c,0.01386800,0.03094690,0.01707890,0
u,sbar|dbar|g|c,0.02375960,0.04078079,0.01702119,0
