coalition_labels,size,chi2,is_outlier
cbar|ubar|g|d|s,5,0.04154851,0
sbar|dbar|g|u|c,5,0.04078079,0
cbar|ubar|d|s,4,0.04076038,0
cbar|ubar|g|d|s|c,6,0.04050295,0
cbar|ubar|g|d|u|s|c,7,0.04014011,0
cbar|ubar|d|s|c,5,0.03964955,0
sbar|dbar|u|c,4,0.03923910,0
cbar|ubar|g|d|u|s,6,0.03920547,0
cbar|sbar|dbar|g|u|c,6,0.03918294,0
cbar|ubar|d|u|s|c,6,0.03908343,0
cbar|ubar|d|u|s,5,0.03821426,0
cbar|sbar|ubar|dbar|g|u|c,7,0.03774546,0
cbar|sbar|dbar|u|c,5,0.03765844,0
cbar|sbar|ubar|g|d|u|s|c,8,0.03761082,0
cbar|sbar|ubar|dbar|g|d|u|s|c,9,0.03745662,0
sbar|ubar|dbar|g|u|c,6,0.03725545,0
cbar|sbar|ubar|d|u|s|c,7,0.03674882,0
cbar|sbar|ubar|dbar|d|u|s|c,8,0.03670138,0
cbar|sbar|ubar|dbar|u|c,6,0.03603654,0
sbar|ubar|dbar|u|c,5,0.03552958,0
cbar|sbar|ubar|g|d|u|s,7,0.03533184,0
sbar|dbar|g|u,4,0.03482951,0
ubar|g|d|s,4,0.03459295,0
cbar|sbar|ubar|d|u|s,6,0.03453568,0
cbar|sbar|ubar|dbar|g|u|s|c,8,0.03430434,0
ubar|d|s,3,0.03378967,0
cbar|sbar|ubar|g|d|s|c,7,0.03367025,0
cbar|sbar|ubar|g|d|s,6,0.03337371,0
sbar|dbar|u,3,0.03335475,0
ubar|g|d|s|c,5,0.03333514,0
cbar|sbar|ubar|dbar|g|d|u|s,8,0.03305186,0
cbar|sbar|dbar|g|u,5,0.03301958,0
cbar|sbar|ubar|d|s|c,6,0.03301193,0
cbar|sbar|ubar|dbar|u|s|c,7,0.03299385,0
ubar|g|d|u|s|c,6,0.03284001,0
cbar|sbar|ubar|d|s,5,0.03278100,0
sbar|ubar|dbar|g|d|u|s|c,8,0.03265867,0
ubar|d|s|c,4,0.03246643,0
cbar|sbar|ubar|dbar|d|u|s,7,0.03236287,0
sbar|ubar|dbar|g|u|s|c,7,0.03227457,0
sbar|dbar|g|u|s|c,6,0.03213340,0
ubar|g|d|u|s,5,0.03211810,0
cbar|sbar|dbar|g|u|s|c,7,0.03207242,0
cbar|sbar|ubar|dbar|g|d|u|c,8,0.03205121,0
sbar|ubar|dbar|d|u|s|c,7,0.03188738,0
cbar|ubar|dbar|g|d|u|s|c,8,0.03183673,0
ubar|d|u|s|c,5,0.03176805,0
cbar|sbar|ubar|dbar|g|u,6,0.03161077,0
cbar|sbar|dbar|u,4,0.03156185,0
sbar|ubar|dbar|g|u,5,0.03133322,0
ubar|d|u|s,4,0.03111177,0
sbar|dbar|u|s|c,5,0.03099091,0
sbar|ubar|dbar|u|s|c,6,0.03094737,0
cbar|sbar|dbar|u|s|c,6,0.03094690,0
sbar|ubar|g|d|u|s|c,7,0.03091428,0
cbar|sbar|ubar|dbar|d|u|c,7,0.03089773,0
cbar|ubar|dbar|d|u|s|c,7,0.03088730,0
sbar|ubar|d|u|s|c,6,0.03003654,0
cbar|sbar|ubar|dbar|u,5,0.02996863,0
sbar|ubar|dbar|u,4,0.02967430,0
sbar|ubar|g|d|u|s,6,0.02884621,0
sbar|ubar|dbar|g|d|u|c,7,0.02879627,0
cbar|ubar|dbar|g|d|u|s,7,0.02878501,0
cbar|sbar|ubar|dbar|g|u|s,7,0.02863043,0
cbar|sbar|dbar|g|d|u|s|c,8,0.02856097,0
sbar|ubar|dbar|g|d|u|s,7,0.02846524,0
sbar|ubar|d|u|s,5,0.02803446,0
cbar|sbar|dbar|d|u|s|c,7,0.02799103,0
cbar|ubar|dbar|d|u|s,6,0.02790146,0
sbar|ubar|dbar|d|u|s,6,0.02776036,0
sbar|ubar|dbar|d|u|c,6,0.02762649,0
cbar|sbar|ubar|dbar|u|s,6,0.02738645,0
cbar|sbar|ubar|dbar|g|d|u,7,0.02718569,0
sbar|ubar|g|d|s|c,6,0.02710605,0
