 2000   0.15    0.23   0.18   0.31   0.01 0.01  0.00 0.01  723  0.0 
 2000   0.23    0.35   0.25   0.25   0.01 0.01  0.00 0.00  502  0.0 
 2000   0.35    0.53   0.4    0.12   0.01 0.01  0.00 0.00  239  0.0 
 3000   0.037   0.06   0.05   0.58   0.02 0.02  0.01 0.01  777  9.0 
 3000   0.06    0.1    0.08   0.51   0.02 0.02  0.01 0.01  902  1.5 
 3000   0.1     0.15   0.13   0.38   0.02 0.02  0.00 0.00  623  0.0 
 3000   0.15    0.23   0.18   0.32   0.01 0.01  0.00 0.00  528  0.0 
 3000   0.23    0.35   0.25   0.29   0.01 0.01  0.02 0.02  427  0.0 
 3000   0.35    0.53   0.4    0.13   0.01 0.01  0.01 0.00  185  0.0 
 3000   0.53    0.75   0.65   0.02   0.00 0.00  0.00 0.00  62  0.0 
 5000   0.04    0.1    0.08   0.53   0.02 0.02  0.01 0.00  1001  7.3 
 5000   0.1     0.15   0.13   0.46   0.02 0.02  0.00 0.00  610  1.4 
 5000   0.15    0.23   0.18   0.34   0.02 0.02  0.00 0.00  499  0.0 
 5000   0.23    0.35   0.25   0.24   0.01 0.01  0.00 0.00  318  0.0 
 5000   0.35    0.53   0.4    0.14   0.01 0.01  0.01 0.01  176  0.0 
 8000   0.07    0.15   0.13   0.56   0.02 0.02  0.01 0.01  582  4.4 
 8000   0.15    0.23   0.18   0.43   0.02 0.02  0.01 0.01  346  0.0 
 8000   0.23    0.35   0.25   0.31   0.02 0.02  0.01 0.01  232  0.0 
 8000   0.35    0.53   0.4    0.11   0.01 0.01  0.01 0.01  87  0.0 
 8000   0.53    0.75   0.65   0.02   0.00 0.00  0.00 0.00  35  0.0 
12000   0.09    0.23   0.18   0.46   0.03 0.03  0.01 0.02  275  1.4 
12000   0.23    0.35   0.25   0.35   0.03 0.03  0.01 0.01  149  0.0 
12000   0.35    0.53   0.4    0.16   0.02 0.02  0.01 0.01  72  0.0 
20000   0.15    0.35   0.25   0.46   0.04 0.04  0.03 0.02  129  4.4 
20000   0.35    0.75   0.4    0.18   0.03 0.03  0.01 0.01  48  0.0 
30000   0.25    0.75   0.4    0.24   0.04 0.04  0.02 0.01  42  0.0 
