ep_NC_18x275_middle_nnlo_as0_116_new_thexp	1	207
1	DIS_NCP	5.15e-05	0.515	0.505	131700000000.0	0.0	0.0	0.0
2	DIS_NCP	8.15e-05	0.515	0.319	142628000000.0	0.0	0.0	0.0
3	DIS_NCP	8.15e-05	0.815	0.505	141531000000.0	0.0	0.0	0.0
4	DIS_NCP	0.000129	0.515	0.201	138166000000.0	0.0	0.0	0.0
5	DIS_NCP	0.000129	0.815	0.319	141017000000.0	0.0	0.0	0.0
6	DIS_NCP	0.000129	1.29	0.505	0.560448	0.0	0.0	0.0
7	DIS_NCP	0.000205	0.515	0.127	130153000000.0	0.0	0.0	0.0
8	DIS_NCP	0.000205	0.815	0.201	134755000000.0	0.0	0.0	0.0
9	DIS_NCP	0.000205	1.29	0.319	0.525999	0.0	0.0	0.0
10	DIS_NCP	0.000205	2.05	0.505	0.603083	0.0	0.0	0.0
11	DIS_NCP	0.000325	0.515	0.08	125581000000.0	0.0	0.0	0.0
12	DIS_NCP	0.000325	0.815	0.127	135120000000.0	0.0	0.0	0.0
13	DIS_NCP	0.000325	1.29	0.201	0.47282	0.0	0.0	0.0
14	DIS_NCP	0.000325	2.05	0.319	0.574259	0.0	0.0	0.0
15	DIS_NCP	0.000325	3.25	0.505	0.731437	0.0	0.0	0.0
16	DIS_NCP	0.000515	0.515	0.0505	118182000000.0	0.0	0.0	0.0
17	DIS_NCP	0.000515	0.815	0.08	130308000000.0	0.0	0.0	0.0
18	DIS_NCP	0.000515	1.29	0.127	0.45621	0.0	0.0	0.0
19	DIS_NCP	0.000515	2.05	0.201	0.529771	0.0	0.0	0.0
20	DIS_NCP	0.000515	3.25	0.319	0.67665	0.0	0.0	0.0
21	DIS_NCP	0.000515	5.15	0.505	0.821596	0.0	0.0	0.0
22	DIS_NCP	0.000815	0.515	0.0319	113607000000.0	0.0	0.0	0.0
23	DIS_NCP	0.000815	0.815	0.0505	124219000000.0	0.0	0.0	0.0
24	DIS_NCP	0.000815	1.29	0.08	0.403018	0.0	0.0	0.0
25	DIS_NCP	0.000815	2.05	0.127	0.502837	0.0	0.0	0.0
26	DIS_NCP	0.000815	3.25	0.201	0.628148	0.0	0.0	0.0
27	DIS_NCP	0.000815	5.15	0.319	0.77333	0.0	0.0	0.0
28	DIS_NCP	0.000815	8.15	0.505	0.892366	0.0	0.0	0.0
29	DIS_NCP	0.00129	0.515	0.0201	110830000000.0	0.0	0.0	0.0
30	DIS_NCP	0.00129	0.815	0.0319	119842000000.0	0.0	0.0	0.0
31	DIS_NCP	0.00129	1.29	0.0505	0.382101	0.0	0.0	0.0
32	DIS_NCP	0.00129	2.05	0.08	0.457593	0.0	0.0	0.0
33	DIS_NCP	0.00129	3.25	0.127	0.597017	0.0	0.0	0.0
34	DIS_NCP	0.00129	5.15	0.201	0.704346	0.0	0.0	0.0
35	DIS_NCP	0.00129	8.15	0.319	0.865162	0.0	0.0	0.0
36	DIS_NCP	0.00129	12.9	0.505	0.937542	0.0	0.0	0.0
37	DIS_NCP	0.00205	0.515	0.0127	106676000000.0	0.0	0.0	0.0
38	DIS_NCP	0.00205	0.815	0.0201	118558000000.0	0.0	0.0	0.0
39	DIS_NCP	0.00205	1.29	0.0319	0.368763	0.0	0.0	0.0
40	DIS_NCP	0.00205	2.05	0.0505	0.419785	0.0	0.0	0.0
41	DIS_NCP	0.00205	3.25	0.08	0.559448	0.0	0.0	0.0
42	DIS_NCP	0.00205	5.15	0.127	0.654674	0.0	0.0	0.0
43	DIS_NCP	0.00205	8.15	0.201	0.780754	0.0	0.0	0.0
44	DIS_NCP	0.00205	12.9	0.319	0.834145	0.0	0.0	0.0
45	DIS_NCP	0.00205	20.5	0.505	0.930287	0.0	0.0	0.0
46	DIS_NCP	0.00325	0.515	0.008	104113000000.0	0.0	0.0	0.0
47	DIS_NCP	0.00325	0.815	0.0127	118731000000.0	0.0	0.0	0.0
48	DIS_NCP	0.00325	1.29	0.0201	0.349393	0.0	0.0	0.0
49	DIS_NCP	0.00325	2.05	0.0319	0.425459	0.0	0.0	0.0
50	DIS_NCP	0.00325	3.25	0.0505	0.51365	0.0	0.0	0.0
51	DIS_NCP	0.00325	5.15	0.08	0.602851	0.0	0.0	0.0
52	DIS_NCP	0.00325	8.15	0.127	0.69803	0.0	0.0	0.0
53	DIS_NCP	0.00325	12.9	0.201	0.776801	0.0	0.0	0.0
54	DIS_NCP	0.00325	20.5	0.319	0.888096	0.0	0.0	0.0
55	DIS_NCP	0.00325	32.5	0.505	0.952343	0.0	0.0	0.0
56	DIS_NCP	0.00515	0.515	0.00505	109321000000.0	0.0	0.0	0.0
57	DIS_NCP	0.00515	0.815	0.008	115317000000.0	0.0	0.0	0.0
58	DIS_NCP	0.00515	1.29	0.0127	0.339509	0.0	0.0	0.0
59	DIS_NCP	0.00515	2.05	0.0201	0.420503	0.0	0.0	0.0
60	DIS_NCP	0.00515	3.25	0.0319	0.474999	0.0	0.0	0.0
61	DIS_NCP	0.00515	5.15	0.0505	0.565598	0.0	0.0	0.0
62	DIS_NCP	0.00515	8.15	0.08	0.638021	0.0	0.0	0.0
63	DIS_NCP	0.00515	12.9	0.127	0.713319	0.0	0.0	0.0
64	DIS_NCP	0.00515	20.5	0.201	0.745881	0.0	0.0	0.0
65	DIS_NCP	0.00515	32.5	0.319	0.868874	0.0	0.0	0.0
66	DIS_NCP	0.00515	51.5	0.505	0.874495	0.0	0.0	0.0
67	DIS_NCP	0.00815	0.515	0.00319	109134000000.0	0.0	0.0	0.0
68	DIS_NCP	0.00815	0.815	0.00505	117601000000.0	0.0	0.0	0.0
69	DIS_NCP	0.00815	1.29	0.008	0.326292	0.0	0.0	0.0
70	DIS_NCP	0.00815	2.05	0.0127	0.378338	0.0	0.0	0.0
71	DIS_NCP	0.00815	3.25	0.0201	0.468424	0.0	0.0	0.0
72	DIS_NCP	0.00815	5.15	0.0319	0.526532	0.0	0.0	0.0
73	DIS_NCP	0.00815	8.15	0.0505	0.583612	0.0	0.0	0.0
74	DIS_NCP	0.00815	12.9	0.08	0.633589	0.0	0.0	0.0
75	DIS_NCP	0.00815	20.5	0.127	0.685868	0.0	0.0	0.0
76	DIS_NCP	0.00815	32.5	0.201	0.737355	0.0	0.0	0.0
77	DIS_NCP	0.00815	51.5	0.319	0.777364	0.0	0.0	0.0
78	DIS_NCP	0.00815	81.5	0.505	0.85572	0.0	0.0	0.0
79	DIS_NCP	0.0129	0.515	0.00201	102014000000.0	0.0	0.0	0.0
80	DIS_NCP	0.0129	0.815	0.00319	114792000000.0	0.0	0.0	0.0
