ep_NC_5x41_middle_nnlo_as0_116_new_thexp    1   110
1	DIS_NCP	0.00129	0.515	0.485	101940000000.0	0.0
2	DIS_NCP	0.00205	0.515	0.306	107451000000.0	0.0
3	DIS_NCP	0.00205	0.815	0.485	116766000000.0	0.0
4	DIS_NCP	0.00325	0.515	0.193	107534000000.0	0.0
5	DIS_NCP	0.00325	0.815	0.306	118188000000.0	0.0
6	DIS_NCP	0.00325	1.29	0.485	0.347017	0.0
7	DIS_NCP	0.00515	0.515	0.122	102890000000.0	0.0
8	DIS_NCP	0.00515	0.815	0.193	117130000000.0	0.0
9	DIS_NCP	0.00515	1.29	0.306	0.34153	0.0
10	DIS_NCP	0.00515	2.05	0.485	0.396976	0.0
11	DIS_NCP	0.00815	0.515	0.0769	106331000000.0	0.0
12	DIS_NCP	0.00815	0.815	0.122	118237000000.0	0.0
13	DIS_NCP	0.00815	1.29	0.193	0.323941	0.0
14	DIS_NCP	0.00815	2.05	0.306	0.38744	0.0
15	DIS_NCP	0.00815	3.25	0.485	0.441691	0.0
16	DIS_NCP	0.0129	0.515	0.0485	103654000000.0	0.0
17	DIS_NCP	0.0129	0.815	0.0769	115496000000.0	0.0
18	DIS_NCP	0.0129	1.29	0.122	0.327679	0.0
19	DIS_NCP	0.0129	2.05	0.193	0.386238	0.0
20	DIS_NCP	0.0129	3.25	0.306	0.421712	0.0
21	DIS_NCP	0.0129	5.15	0.485	0.468145	0.0
22	DIS_NCP	0.0205	0.515	0.0306	104039000000.0	0.0
23	DIS_NCP	0.0205	0.815	0.0485	115942000000.0	0.0
24	DIS_NCP	0.0205	1.29	0.0769	0.333957	0.0
25	DIS_NCP	0.0205	2.05	0.122	0.372823	0.0
26	DIS_NCP	0.0205	3.25	0.193	0.414897	0.0
27	DIS_NCP	0.0205	5.15	0.306	0.449291	0.0
28	DIS_NCP	0.0205	8.15	0.485	0.462827	0.0
29	DIS_NCP	0.0325	0.515	0.0193	106755000000.0	0.0
30	DIS_NCP	0.0325	0.815	0.0306	115813000000.0	0.0
31	DIS_NCP	0.0325	1.29	0.0485	0.340893	0.0
32	DIS_NCP	0.0325	2.05	0.0769	0.373621	0.0
33	DIS_NCP	0.0325	3.25	0.122	0.403522	0.0
34	DIS_NCP	0.0325	5.15	0.193	0.432944	0.0
35	DIS_NCP	0.0325	8.15	0.306	0.444246	0.0
36	DIS_NCP	0.0325	12.9	0.485	0.469217	0.0
37	DIS_NCP	0.0515	0.515	0.0122	110921000000.0	0.0
38	DIS_NCP	0.0515	0.815	0.0193	118126000000.0	0.0
