ep_NC_10x100_middle_nnlo_as0_116_new_thexp	1	150
1	DIS_NCP	0.000325	0.515	0.396	114237000000.0	0.0	0.0	0.0
2	DIS_NCP	0.000515	0.515	0.25	113421000000.0	0.0	0.0	0.0
3	DIS_NCP	0.000515	0.815	0.396	123484000000.0	0.0	0.0	0.0
4	DIS_NCP	0.000815	0.515	0.158	111933000000.0	0.0	0.0	0.0
5	DIS_NCP	0.000815	0.815	0.25	121980000000.0	0.0	0.0	0.0
6	DIS_NCP	0.000815	1.29	0.396	0.405822	0.0	0.0	0.0
7	DIS_NCP	0.00129	0.515	0.0995	107632000000.0	0.0	0.0	0.0
8	DIS_NCP	0.00129	0.815	0.158	120106000000.0	0.0	0.0	0.0
9	DIS_NCP	0.00129	1.29	0.25	0.383125	0.0	0.0	0.0
10	DIS_NCP	0.00129	2.05	0.396	0.457317	0.0	0.0	0.0
11	DIS_NCP	0.00205	0.515	0.0628	105981000000.0	0.0	0.0	0.0
12	DIS_NCP	0.00205	0.815	0.0995	119823000000.0	0.0	0.0	0.0
13	DIS_NCP	0.00205	1.29	0.158	0.364695	0.0	0.0	0.0
14	DIS_NCP	0.00205	2.05	0.25	0.426201	0.0	0.0	0.0
15	DIS_NCP	0.00205	3.25	0.396	0.526601	0.0	0.0	0.0
16	DIS_NCP	0.00325	0.515	0.0396	105520000000.0	0.0	0.0	0.0
17	DIS_NCP	0.00325	0.815	0.0628	119850000000.0	0.0	0.0	0.0
18	DIS_NCP	0.00325	1.29	0.0995	0.335133	0.0	0.0	0.0
19	DIS_NCP	0.00325	2.05	0.158	0.406036	0.0	0.0	0.0
20	DIS_NCP	0.00325	3.25	0.25	0.502602	0.0	0.0	0.0
21	DIS_NCP	0.00325	5.15	0.396	0.579529	0.0	0.0	0.0
22	DIS_NCP	0.00515	0.515	0.025	104855000000.0	0.0	0.0	0.0
23	DIS_NCP	0.00515	0.815	0.0396	115217000000.0	0.0	0.0	0.0
24	DIS_NCP	0.00515	1.29	0.0628	0.332652	0.0	0.0	0.0
25	DIS_NCP	0.00515	2.05	0.0995	0.394457	0.0	0.0	0.0
26	DIS_NCP	0.00515	3.25	0.158	0.47785	0.0	0.0	0.0
27	DIS_NCP	0.00515	5.15	0.25	0.527429	0.0	0.0	0.0
28	DIS_NCP	0.00515	8.15	0.396	0.598132	0.0	0.0	0.0
29	DIS_NCP	0.00815	0.515	0.0158	100786000000.0	0.0	0.0	0.0
30	DIS_NCP	0.00815	0.815	0.025	116408000000.0	0.0	0.0	0.0
31	DIS_NCP	0.00815	1.29	0.0396	0.335313	0.0	0.0	0.0
