     1.00   -93.973407       0.24953720    
     3.00    178.41544       0.15820481    
     5.00    86.229631       0.81485479E-01
     7.00    53.079376       0.52113437E-01
     9.00    36.623111       0.38332777E-01
    11.00    26.965342       0.29935274E-01
    13.00    20.725227       0.24331032E-01
    15.00    16.464973       0.20398154E-01
    17.00    13.649778       0.17473457E-01
    20.00    20.021300       0.20495535E-01
    24.00    14.721813       0.16337333E-01
    28.00    11.089452       0.13459046E-01
    32.00    8.5739196       0.11338576E-01
    36.00    6.7832021       0.97586051E-02
    40.00    5.4570367       0.85022377E-02
    44.00    4.4675206       0.74639474E-02
    48.00    3.6759530       0.65952332E-02
    52.00    3.1002753       0.58737187E-02
    57.00    3.7121389       0.63484997E-02
    65.00    4.3502611       0.67016272E-02
    75.00    2.9933620       0.52009439E-02
    90.00    3.3402693       0.51576187E-02
   125.00    2.8388644       0.42585289E-02
   175.00   0.80327677       0.17415738E-02
   250.00   0.37506679       0.92467950E-03
   550.00   0.78713574E-01   0.24696840E-03
