#: table_doi: 10.17182/hepdata.84154.v2/t73
#: name: Table 73
#: description: Absolute systematics-only correlation matrix of the fiducial phase-space differential cross-section as a function of the the scalar sum of the hadronic and leptonic top-quark transverse momenta $H_{T}^{t\bar{t}}$.

#: data_file: Table_73.yaml
#: keyword reactions: P P --> TOP TOPBAR X
#: keyword phrases: Inclusive | Top | Proton-Proton Scattering | Top Production
#: keyword cmenergies: 8000.0
#: RE,P P --> TOP TOPBAR X
#: SQRT(S) [GeV],8000.0
H_{T}^{t\bar{t}} bin,H_{T}^{t\bar{t}} bin,
1,1,1.0
2,1,0.997836218595
3,1,0.994808294908
4,1,0.989391978533
5,1,0.969881448539
6,1,0.948440647136
7,1,0.938659366614
8,1,0.95128293195
9,1,0.875955192786
10,1,0.954334198758
11,1,0.903058652312
12,1,0.763048011625
13,1,0.61603104511
14,1,0.795459706158
15,1,0.768750166616
1,2,0.997836218595
2,2,1.0
3,2,0.998157560086
4,2,0.99417513856
5,2,0.978754259255
6,2,0.958250585131
7,2,0.94778928398
8,2,0.958522295429
9,2,0.886415112632
10,2,0.956437496218
11,2,0.909076668518
12,2,0.770823468537
13,2,0.624001043783
14,2,0.795730102823
15,2,0.762699624487
1,3,0.994808294908
2,3,0.998157560086
3,3,1.0
4,3,0.997623975121
5,3,0.987469584499
6,3,0.971080232716
7,3,0.962159352216
8,3,0.97095724055
9,3,0.906359895371
10,3,0.967507992147
11,3,0.924012783602
12,3,0.795651456148
13,3,0.650007068993
14,3,0.812299889215
15,3,0.777218015848
1,4,0.989391978533
2,4,0.99417513856
3,4,0.997623975121
4,4,1.0
5,4,0.992495486728
6,4,0.975248543283
7,4,0.965283983048
8,4,0.975460052008
9,4,0.909128559934
10,4,0.971743060121
11,4,0.929068925815
12,4,0.797976164549
13,4,0.65028814225
14,4,0.817485762173
15,4,0.783636360688
1,5,0.969881448539
2,5,0.978754259255
3,5,0.987469584499
4,5,0.992495486728
5,5,1.0
6,5,0.993571029969
7,5,0.987262991337
8,5,0.99129031661
9,5,0.944841769485
10,5,0.980501041558
11,5,0.955130984479
12,5,0.848923866138
13,5,0.712990100244
14,5,0.848243791331
15,5,0.807929939923
1,6,0.948440647136
2,6,0.958250585131
3,6,0.971080232716
4,6,0.975248543283
5,6,0.993571029969
6,6,1.0
7,6,0.998321620874
8,6,0.99576562791
9,6,0.972852401272
10,6,0.980956439987
11,6,0.972806143891
12,6,0.894891892857
13,6,0.77778685616
14,6,0.874502388463
15,6,0.826281687052
1,7,0.938659366614
2,7,0.94778928398
3,7,0.962159352216
4,7,0.965283983048
5,7,0.987262991337
6,7,0.998321620874
7,7,1.0
8,7,0.995745215536
9,7,0.980523573417
10,7,0.982073670404
11,7,0.978885872052
12,7,0.912756743264
13,7,0.800421658567
14,7,0.887701097553
15,7,0.839531240203
1,8,0.95128293195
2,8,0.958522295429
3,8,0.97095724055
4,8,0.975460052008
5,8,0.99129031661
6,8,0.99576562791
7,8,0.995745215536
8,8,1.0
9,8,0.973638100648
10,8,0.992509506987
11,8,0.981734042285
12,8,0.902942973493
13,8,0.781008049293
14,8,0.893368364634
15,8,0.852262979573
1,9,0.875955192786
2,9,0.886415112632
3,9,0.906359895371
4,9,0.909128559934
5,9,0.944841769485
6,9,0.972852401272
7,9,0.980523573417
8,9,0.973638100648
9,9,1.0
10,9,0.956186469111
11,9,0.983932941779
12,9,0.967159115066
13,9,0.887394832807
14,9,0.915720103132
15,9,0.852337212977
1,10,0.954334198758
2,10,0.956437496218
3,10,0.967507992147
4,10,0.971743060121
5,10,0.980501041558
6,10,0.980956439987
7,10,0.982073670404
8,10,0.992509506987
9,10,0.956186469111
10,10,1.0
11,10,0.980160983097
12,10,0.893773503461
13,10,0.76598551418
14,10,0.912370827474
15,10,0.887108512587
1,11,0.903058652312
2,11,0.909076668518
3,11,0.924012783602
4,11,0.929068925815
5,11,0.955130984479
6,11,0.972806143891
7,11,0.978885872052
8,11,0.981734042285
9,11,0.983932941779
10,11,0.980160983097
11,11,1.0
12,11,0.955094121778
13,11,0.86768583554
14,11,0.952560403148
15,11,0.911135959414
1,12,0.763048011625
2,12,0.770823468537
3,12,0.795651456148
4,12,0.797976164549
5,12,0.848923866138
6,12,0.894891892857
7,12,0.912756743264
8,12,0.902942973493
9,12,0.967159115066
10,12,0.893773503461
11,12,0.955094121778
12,12,1.0
13,12,0.962813956691
14,12,0.951135400491
15,12,0.894505730964
1,13,0.61603104511
2,13,0.624001043783
3,13,0.650007068993
4,13,0.65028814225
5,13,0.712990100244
6,13,0.77778685616
7,13,0.800421658567
8,13,0.781008049293
9,13,0.887394832807
10,13,0.76598551418
11,13,0.86768583554
12,13,0.962813956691
13,13,1.0
14,13,0.901246503028
15,13,0.830801855224
1,14,0.795459706158
2,14,0.795730102823
3,14,0.812299889215
4,14,0.817485762173
5,14,0.848243791331
6,14,0.874502388463
7,14,0.887701097553
8,14,0.893368364634
9,14,0.915720103132
10,14,0.912370827474
11,14,0.952560403148
12,14,0.951135400491
13,14,0.901246503028
14,14,1.0
15,14,0.977269540638
1,15,0.768750166616
2,15,0.762699624487
3,15,0.777218015848
4,15,0.783636360688
5,15,0.807929939923
6,15,0.826281687052
7,15,0.839531240203
8,15,0.852262979573
9,15,0.852337212977
10,15,0.887108512587
11,15,0.911135959414
12,15,0.894505730964
13,15,0.830801855224
14,15,0.977269540638
15,15,1.0

