#: table_doi: 10.17182/hepdata.84154.v2/t13
#: name: Table 13
#: description: Fiducial phase-space absolute differential cross-sections after combining the e+jets and $\mu$+jets channels for the $t\bar{t}$ system azimuthal angle $\Delta \phi^{t\bar{t}}$. All uncertainties are quoted as a percentage with respect to the cross-section values in each bin.

#: data_file: Table_13.yaml
#: keyword reactions: P P --> TOP TOPBAR X
#: keyword observables: DSIG/DDELTAPHI_TTBAR
#: keyword phrases: Inclusive | Top | Differential Cross Section | Proton-Proton Scattering | Top Production
#: keyword cmenergies: 8000.0
#: SQRT(S)(Q = 8 TEV) [GeV],,,8000.0
DELTAPHI_TTBAR,DELTAPHI_TTBAR LOW,DELTAPHI_TTBAR HIGH,DSIG/DDELTAPHI_TTBAR,stat +,stat -,sys +,sys -,"sys,luminosity uncertainty +","sys,luminosity uncertainty -"
0.7,0.0,1.4,1.2487,1.374%,-1.374%,21.774%,-21.944%,2.8%,-2.8%
1.8,1.4,2.2,3.03007,1.126%,-1.126%,22.248%,-21.701%,2.8%,-2.8%
2.45,2.2,2.7,9.60939,0.794%,-0.794%,22.163%,-21.982%,2.8%,-2.8%
2.925,2.7,3.15,45.9616,0.32%,-0.32%,20.407%,-20.543%,2.8%,-2.8%

#: SQRT(S)(Q = 8 TEV) [GeV],,,8000.0
DELTAPHI_TTBAR,DELTAPHI_TTBAR LOW,DELTAPHI_TTBAR HIGH,DSIG/DDELTAPHI_TTBAR (breakdown of systematics),stat +,stat -,"sys,singletop-xsec  +","sys,singletop-xsec  -","sys,wjet-scale  +","sys,wjet-scale  -","sys,laltrealcr-mujet-fake  +","sys,laltrealcr-mujet-fake  -","sys,eta-jes  +","sys,eta-jes  -","sys,statNP3-jes  +","sys,statNP3-jes  -","sys,laltrealcr-ejet-fake  +","sys,laltrealcr-ejet-fake  -","sys,pileoffmu-jes  +","sys,pileoffmu-jes  -","sys,lstat-ejet-fake  +","sys,lstat-ejet-fake  -","sys,lstat-mujet-fake  +","sys,lstat-mujet-fake  -","sys,etmsoft-scale  +","sys,etmsoft-scale  -","sys,hardscat-model  +","sys,hardscat-model  -","sys,statNP2-jes  +","sys,statNP2-jes  -","sys,elen-scale  +","sys,elen-scale  -","sys,punch-jes  +","sys,punch-jes  -","sys,pileoffnpv-jes  +","sys,pileoffnpv-jes  -","sys,lrec-eff  +","sys,lrec-eff  -","sys,pileoffpt-jes  +","sys,pileoffpt-jes  -","sys,jeten-res  +","sys,jeten-res  -","sys,lighttag-eff  +","sys,lighttag-eff  -","sys,laltfakecr-ejet-fake  +","sys,laltfakecr-ejet-fake  -","sys,laltpar-mujet-fake  +","sys,laltpar-mujet-fake  -","sys,jetrec-eff  +","sys,jetrec-eff  -","sys,c/tautag-eff  +","sys,c/tautag-eff  -","sys,dibos-xsec  +","sys,dibos-xsec  -","sys,elen-res  +","sys,elen-res  -","sys,flavcomp-jes  +","sys,flavcomp-jes  -","sys,detNP2-jes  +","sys,detNP2-jes  -","sys,detNP3-jes  +","sys,detNP3-jes  -","sys,jetvxfrac  +","sys,jetvxfrac  -","sys,ltrig-eff  +","sys,ltrig-eff  -","sys,btag-jes  +","sys,btag-jes  -","sys,mup-scale  +","sys,mup-scale  -","sys,singlephpt-jes  +","sys,singlephpt-jes  -","sys,etmsoft-res  +","sys,etmsoft-res  -","sys,detNP1-jes  +","sys,detNP1-jes  -","sys,laltpar-ejet-fake  +","sys,laltpar-ejet-fake  -","sys,statNP1-jes  +","sys,statNP1-jes  -","sys,muid-res  +","sys,muid-res  -","sys,pdf  +","sys,pdf  -","sys,isr-fsr  +","sys,isr-fsr  -","sys,zjet-xsec  +","sys,zjet-xsec  -","sys,ps-model  +","sys,ps-model  -","sys,flavres-jes  +","sys,flavres-jes  -","sys,laltfakecr-mujet-fake  +","sys,laltfakecr-mujet-fake  -","sys,mums-res  +","sys,mums-res  -","sys,mod-NP2-jes  +","sys,mod-NP2-jes  -","sys,lid-eff  +","sys,lid-eff  -","sys,mixNP2-jes  +","sys,mixNP2-jes  -","sys,mixNP1-jes  +","sys,mixNP1-jes  -","sys,btag-eff  +","sys,btag-eff  -","sys,pileoffrho-jes  +","sys,pileoffrho-jes  -","sys,modNP4-jes  +","sys,modNP4-jes  -","sys,mcstat  +","sys,mcstat  -","sys,modNP3-jes  +","sys,modNP3-jes  -","sys,mod-NP1-jes  +","sys,mod-NP1-jes  -","sys,luminosity uncertainty +","sys,luminosity uncertainty -"
0.7,0.0,1.4,1.2487,1.374%,-1.374%,0.296%,-0.171%,0.616%,-0.523%,-0.013%,0.013%,0.854%,-0.704%,0.127%,-0.053%,-0.004%,0.004%,-0.236%,0.306%,-0.011%,0.466%,0.101%,0.0%,0.653%,-0.528%,-3.704%,3.704%,-0.054%,0.147%,0.181%,-0.157%,0.057%,0.0%,-0.622%,0.746%,0.278%,-0.186%,-0.002%,0.073%,-0.267%,0.267%,0.671%,-0.579%,0.431%,-0.431%,0.181%,-0.181%,-0.08%,0.08%,1.067%,-0.978%,0.073%,-0.073%,0.091%,0.0%,3.018%,-2.669%,0.241%,-0.164%,0.086%,0.0%,-0.749%,0.793%,1.364%,-1.272%,0.17%,-0.052%,0.086%,0.0%,0.046%,0.0%,0.195%,0.0%,0.337%,-0.209%,0.286%,-0.286%,1.093%,-1.024%,0.049%,-0.049%,0.076%,-0.076%,-5.293%,3.552%,0.657%,-0.657%,-19.714%,19.714%,-1.782%,1.937%,0.373%,-0.373%,0.045%,-0.045%,0.068%,0.0%,1.315%,-1.223%,-0.388%,0.509%,0.423%,-0.241%,3.963%,-3.812%,1.987%,-1.907%,0.1%,-0.011%,0.338%,-0.338%,0.299%,-0.26%,2.662%,-2.493%,2.8%,-2.8%
1.8,1.4,2.2,3.03007,1.126%,-1.126%,0.306%,-0.172%,0.568%,-0.466%,0.013%,-0.013%,1.069%,-0.933%,0.063%,0.0%,0.003%,-0.003%,-0.241%,0.38%,0.451%,0.0%,0.084%,0.0%,1.093%,-0.996%,-2.494%,2.494%,-0.085%,0.179%,0.154%,-0.114%,0.052%,0.0%,-0.665%,0.856%,0.284%,-0.181%,0.082%,0.0%,0.32%,-0.32%,0.701%,-0.596%,0.394%,-0.394%,0.244%,-0.244%,-0.005%,0.005%,1.115%,-1.015%,0.08%,-0.08%,0.11%,0.0%,3.566%,-3.422%,0.322%,-0.217%,0.088%,0.0%,-0.818%,0.766%,1.352%,-1.249%,0.362%,-0.313%,0.069%,0.0%,0.051%,0.0%,0.213%,0.0%,0.182%,-0.113%,0.332%,-0.332%,1.434%,-1.292%,0.046%,-0.046%,0.0%,-0.0%,-3.405%,5.316%,0.724%,-0.724%,-19.668%,19.668%,-2.166%,2.262%,0.4%,-0.4%,0.058%,-0.058%,-0.084%,0.187%,1.333%,-1.23%,-0.532%,0.647%,0.423%,-0.308%,3.953%,-3.788%,2.6%,-2.412%,0.071%,0.0%,0.279%,-0.279%,0.329%,-0.165%,3.335%,-3.315%,2.8%,-2.8%
2.45,2.2,2.7,9.60939,0.794%,-0.794%,0.308%,-0.183%,0.447%,-0.353%,0.234%,-0.234%,0.867%,-0.761%,0.075%,0.0%,0.013%,-0.013%,-0.288%,0.415%,0.456%,0.0%,0.088%,0.0%,1.261%,-1.071%,-0.802%,0.802%,-0.063%,0.164%,0.142%,-0.123%,0.051%,0.0%,-0.595%,0.744%,0.282%,-0.189%,0.048%,0.0%,-0.137%,0.137%,0.713%,-0.619%,0.44%,-0.44%,0.255%,-0.255%,-0.068%,0.068%,1.111%,-1.02%,0.086%,-0.086%,0.077%,0.0%,3.053%,-2.878%,0.315%,-0.214%,0.058%,0.0%,-0.754%,0.722%,1.333%,-1.24%,0.42%,-0.372%,0.067%,0.0%,0.047%,0.0%,0.275%,0.0%,0.067%,0.0%,0.338%,-0.338%,1.346%,-1.204%,0.039%,-0.039%,-0.024%,0.024%,-4.851%,4.858%,0.644%,-0.644%,-20.013%,20.013%,-1.766%,1.929%,0.346%,-0.346%,0.045%,-0.045%,-0.092%,0.177%,1.339%,-1.245%,-0.477%,0.599%,0.303%,-0.158%,4.05%,-3.888%,2.402%,-2.231%,0.059%,0.0%,0.193%,-0.193%,0.272%,-0.209%,3.138%,-3.006%,2.8%,-2.8%
2.925,2.7,3.15,45.9616,0.32%,-0.32%,0.334%,-0.223%,0.415%,-0.336%,0.318%,-0.318%,0.282%,-0.204%,-0.018%,0.101%,0.001%,-0.001%,-0.075%,0.166%,0.45%,0.0%,0.092%,0.0%,-0.367%,0.424%,0.424%,-0.424%,-0.012%,0.102%,0.1%,-0.079%,0.041%,0.0%,-0.537%,0.627%,0.29%,-0.211%,0.048%,0.0%,-0.608%,0.608%,0.505%,-0.425%,0.392%,-0.392%,0.294%,-0.294%,0.008%,-0.008%,0.934%,-0.856%,0.085%,-0.085%,0.064%,0.0%,1.44%,-1.403%,0.201%,-0.109%,0.078%,0.0%,-0.63%,0.605%,1.297%,-1.217%,0.643%,-0.555%,0.054%,0.0%,0.04%,0.0%,0.0%,-0.03%,0.28%,-0.185%,0.339%,-0.339%,0.801%,-0.715%,0.041%,-0.041%,0.051%,-0.051%,-4.491%,3.213%,0.492%,-0.492%,-18.971%,18.971%,-0.851%,0.907%,0.242%,-0.242%,0.039%,-0.039%,-0.007%,0.096%,1.373%,-1.294%,-0.276%,0.369%,0.355%,-0.27%,4.432%,-4.262%,1.532%,-1.435%,0.073%,0.0%,0.078%,-0.078%,0.13%,-0.035%,2.036%,-1.987%,2.8%,-2.8%

