coalition_labels,size,chi2,is_outlier
cbar|sbar|ubar|dbar|g|d|u|s|c,9,0.01681413,1
cbar|sbar|ubar|dbar|g|u|s|c,8,0.01570568,1
cbar|sbar|ubar|dbar|g|d|u|c,8,0.01495091,0
cbar|sbar|ubar|dbar|g|u|c,7,0.01419309,0
cbar|ubar|dbar|g|d|u|s|c,8,0.01414490,0
sbar|ubar|dbar|g|d|u|s|c,8,0.01378842,0
cbar|sbar|ubar|dbar|g|d|u|s,8,0.01370276,0
cbar|sbar|ubar|g|d|u|s|c,8,0.01335783,0
cbar|ubar|dbar|g|u|s|c,7,0.01304195,0
cbar|sbar|dbar|g|d|u|s|c,8,0.01301635,0
sbar|ubar|dbar|g|u|s|c,7,0.01294829,0
cbar|sbar|ubar|dbar|g|d|s|c,8,0.01276016,0
cbar|sbar|ubar|dbar|g|u|s,7,0.01273526,0
cbar|sbar|ubar|dbar|d|u|s|c,8,0.01270755,0
cbar|sbar|dbar|g|u|s|c,7,0.01243136,0
cbar|ubar|dbar|g|d|u|c,7,0.01240484,0
sbar|ubar|dbar|g|d|u|c,7,0.01226970,0
cbar|sbar|ubar|dbar|g|d|u,7,0.01210315,0
cbar|sbar|ubar|dbar|g|s|c,7,0.01183319,0
sbar|ubar|dbar|g|u|c,6,0.01178022,0
cbar|sbar|ubar|g|u|s|c,7,0.01175871,0
cbar|sbar|dbar|g|d|u|c,7,0.01171504,0
cbar|ubar|dbar|g|u|c,6,0.01165253,0
cbar|sbar|ubar|dbar|u|s|c,7,0.01152660,0
cbar|sbar|ubar|dbar|g|u,6,0.01148628,0
cbar|sbar|dbar|g|u|c,6,0.01148069,0
cbar|ubar|g|d|u|s|c,7,0.01145956,0
cbar|ubar|dbar|g|d|u|s,7,0.01136657,0
ubar|dbar|g|d|u|s|c,7,0.01135996,0
sbar|ubar|dbar|g|d|u|s,7,0.01135062,0
cbar|sbar|ubar|g|d|u|c,7,0.01126056,0
cbar|sbar|ubar|dbar|g|d|c,7,0.01124803,0
sbar|dbar|g|d|u|s|c,7,0.01082004,0
cbar|sbar|ubar|dbar|d|u|c,7,0.01077507,0
cbar|sbar|ubar|g|d|u|s,7,0.01068978,0
cbar|sbar|ubar|dbar|g|c,6,0.01067170,0
