# data from table 4 1608.01484
# etamin	etamx	sigma[pb]	stat	sys	sys_beam_en	sys_lumi
2.00	2.25	1.731	0.013	0.026	0.003	 
2.25	2.50	1.739	0.012	0.025	0.003
2.50	2.75	1.697	0.012	0.022	0.003
2.75	3.00	1.512	0.011	0.023	0.002
3.00	3.25	1.330	0.011	0.019	0.002
3.25	3.50	1.111	0.010	0.025	0.002
3.50	3.75	0.882	0.011	0.023	0.001
3.75	4.25	0.615	0.010	0.022	0.001
