#        Ep        Ee   eCharge      ePol    Lumifb    lhapdf        NC        CC     itarg    erunco
#     1000.       60.       -1.      0.00    100.00     21000         1         0         1      0.50
#      q2         x       y  thetae  thetaj        f2    sigrNC    nevent estat eunco esyst  etot eelen ethee ehadr radco egamp effic enois
       2. 0.00002000  0.4167  178.2    2.5   1.05922   1.05923  0.81E+10  0.10  0.50  0.80  0.94  0.08  0.54  0.04  0.30  0.00  0.50  0.00
       2. 0.00005000  0.1667  178.5    7.4   0.85115   0.85116  0.64E+10  0.10  0.50  0.91  1.04  0.08  0.69  0.02  0.30  0.00  0.50  0.00
       2. 0.00008500  0.0980  178.6   13.0   0.76217   0.76218  0.26E+10  0.10  0.50  0.95  1.07  0.09  0.74  0.05  0.30  0.00  0.50  0.00
       2. 0.00020000  0.0417  178.6   31.0   0.64789   0.64790  0.72E+10  0.10  0.50  0.98  1.10  0.09  0.78  0.07  0.30  0.00  0.50  0.00
       2. 0.00050000  0.0167  178.6   70.1   0.55182   0.55183  0.48E+10  0.10  0.50  1.00  1.11  0.09  0.80  0.08  0.30  0.00  0.50  0.00
       2. 0.00085000  0.0098  178.6  100.2   0.50554   0.50554  0.19E+10  0.10  0.50  1.85  1.92  0.09  0.80  0.08  0.30  0.00  0.50  1.56
       2. 0.00200000  0.0042  178.6  141.0   0.44300   0.44301  0.51E+10  0.10  0.50  2.08  2.14  0.09  0.81  0.07  0.30  0.00  0.50  1.83
       2. 0.00500000  0.0017  178.6  163.9   0.39237   0.39238  0.31E+10  0.10  0.50  2.33  2.38  0.09  0.78  0.06  0.30  0.00  0.50  2.11
       5. 0.00005000  0.4167  177.2    3.9   1.40671   1.40675  0.44E+10  0.10  0.50  0.67  0.84  0.07  0.32  0.03  0.30  0.00  0.50  0.00
       5. 0.00008500  0.2451  177.5    7.6   1.22442   1.22446  0.19E+10  0.10  0.50  0.69  0.85  0.07  0.37  0.01  0.30  0.00  0.50  0.00
       5. 0.00020000  0.1042  177.7   19.2   0.99916   0.99919  0.54E+10  0.10  0.50  0.71  0.87  0.07  0.40  0.06  0.30  0.00  0.50  0.00
       5. 0.00050000  0.0417  177.8   47.3   0.81692   0.81695  0.36E+10  0.10  0.50  0.74  0.89  0.08  0.43  0.08  0.30  0.00  0.50  0.00
       5. 0.00085000  0.0245  177.8   73.8   0.73107   0.73109  0.14E+10  0.10  0.50  0.75  0.90  0.08  0.45  0.09  0.30  0.00  0.50  0.00
       5. 0.00200000  0.0104  177.9  121.3   0.61587   0.61589  0.37E+10  0.10  0.50  0.76  0.91  0.08  0.47  0.09  0.30  0.00  0.50  0.00
       5. 0.00500000  0.0042  177.9  154.7   0.52041   0.52042  0.24E+10  0.10  0.50  1.98  2.05  0.09  0.50  0.08  0.30  0.00  0.50  1.83
       5. 0.00850000  0.0025  177.9  165.0   0.47773   0.47774  0.94E+09  0.10  0.50  2.14  2.20  0.09  0.51  0.07  0.30  0.00  0.50  1.99
       5. 0.02000000  0.0010  177.9  173.6   0.42838   0.42840  0.17E+10  0.10  0.50  2.39  2.44  0.09  0.50  0.06  0.30  0.00  0.50  2.26
      10. 0.00005000  0.8333  172.6    1.5   2.02194   2.02207  0.92E+09  0.10  0.50  1.17  1.27  0.08  0.15  0.00  0.30  1.00  0.50  0.00
      10. 0.00008500  0.4902  175.8    4.4   1.73410   1.73421  0.59E+09  0.10  0.50  0.63  0.81  0.08  0.23  0.05  0.30  0.00  0.50  0.00
      10. 0.00020000  0.2083  176.6   12.8   1.37628   1.37636  0.18E+10  0.10  0.50  0.65  0.82  0.08  0.28  0.02  0.30  0.00  0.50  0.00
      10. 0.00050000  0.0833  176.8   33.7   1.08788   1.08795  0.13E+10  0.10  0.50  0.67  0.84  0.09  0.32  0.08  0.30  0.00  0.50  0.00
      10. 0.00085000  0.0490  176.9   55.3   0.95329   0.95335  0.49E+09  0.10  0.50  0.69  0.85  0.09  0.33  0.10  0.30  0.00  0.50  0.00
      10. 0.00200000  0.0208  176.9  102.8   0.77452   0.77457  0.13E+10  0.10  0.50  0.70  0.86  0.09  0.35  0.11  0.30  0.00  0.50  0.00
      10. 0.00500000  0.0083  177.0  144.8   0.62744   0.62747  0.80E+09  0.10  0.50  1.76  1.83  0.10  0.37  0.10  0.30  0.00  0.50  1.61
      10. 0.00850000  0.0049  177.0  158.9   0.56103   0.56106  0.30E+09  0.10  0.50  1.91  1.98  0.10  0.38  0.10  0.30  0.00  0.50  1.77
      10. 0.02000000  0.0021  177.0  171.0   0.48066   0.48069  0.81E+09  0.10  0.50  2.16  2.22  0.10  0.39  0.08  0.30  0.00  0.50  2.04
      20. 0.00020000  0.4167  174.4    7.8   1.81838   1.81862  0.14E+10  0.10  0.50  0.62  0.80  0.09  0.19  0.03  0.30  0.00  0.50  0.00
      20. 0.00050000  0.1667  175.3   23.1   1.39438   1.39455  0.10E+10  0.10  0.50  0.64  0.81  0.09  0.24  0.06  0.30  0.00  0.50  0.00
      20. 0.00085000  0.0980  175.5   39.7   1.19870   1.19885  0.40E+09  0.10  0.50  0.65  0.82  0.10  0.26  0.09  0.30  0.00  0.50  0.00
      20. 0.00200000  0.0417  175.6   82.4   0.94220   0.94231  0.10E+10  0.10  0.50  0.66  0.83  0.10  0.27  0.11  0.30  0.00  0.50  0.00
      20. 0.00500000  0.0167  175.7  131.5   0.73444   0.73453  0.64E+09  0.10  0.50  0.67  0.84  0.10  0.29  0.12  0.30  0.00  0.50  0.00
      20. 0.00850000  0.0098  175.7  150.4   0.64123   0.64131  0.24E+09  0.10  0.50  1.70  1.77  0.11  0.30  0.12  0.30  0.00  0.50  1.56
      20. 0.02000000  0.0042  175.7  167.2   0.52745   0.52751  0.61E+09  0.10  0.50  1.95  2.01  0.11  0.30  0.10  0.30  0.00  0.50  1.83
      20. 0.05000000  0.0017  175.7  174.9   0.44527   0.44532  0.35E+09  0.10  0.50  2.22  2.27  0.11  0.31  0.08  0.30  0.00  0.50  2.11
      50. 0.00050000  0.4167  171.2   12.3   1.87297   1.87365  0.61E+09  0.10  0.50  0.61  0.79  0.10  0.15  0.00  0.30  0.00  0.50  0.00
      50. 0.00085000  0.2451  172.2   23.6   1.57355   1.57410  0.25E+09  0.10  0.50  0.62  0.80  0.10  0.17  0.05  0.30  0.00  0.50  0.00
      50. 0.00200000  0.1042  172.9   56.3   1.18833   1.18873  0.67E+09  0.10  0.50  0.63  0.80  0.11  0.19  0.11  0.30  0.00  0.50  0.00
      50. 0.00500000  0.0417  173.1  108.3   0.88381   0.88410  0.41E+09  0.10  0.50  0.64  0.81  0.11  0.20  0.13  0.30  0.00  0.50  0.00
      50. 0.00850000  0.0245  173.2  134.3   0.74949   0.74973  0.15E+09  0.10  0.50  0.64  0.82  0.11  0.21  0.14  0.30  0.00  0.50  0.00
      50. 0.02000000  0.0104  173.2  159.8   0.58657   0.58675  0.37E+09  0.10  0.50  0.64  0.81  0.11  0.21  0.13  0.30  0.00  0.50  0.00
      50. 0.05000000  0.0042  173.2  171.9   0.46856   0.46870  0.23E+09  0.10  0.50  1.94  2.00  0.12  0.21  0.11  0.30  0.00  0.50  1.83
      50. 0.08500000  0.0025  173.2  175.2   0.41536   0.41548  0.17E+09  0.10  0.50  2.10  2.15  0.12  0.23  0.12  0.30  0.00  0.50  1.99
      50. 0.20000000  0.0010  173.3  178.0   0.32190   0.32198  0.35E+08  0.10  0.50  2.36  2.41  0.15  0.23  0.21  0.30  0.00  0.50  2.26
     100. 0.00050000  0.8333  156.9    4.7   2.25131   2.25321  0.11E+09  0.10  0.50  1.16  1.27  0.11  0.07  0.03  0.30  1.00  0.50  0.00
     100. 0.00085000  0.4902  166.7   13.8   1.86439   1.86594  0.64E+08  0.10  0.50  0.60  0.78  0.11  0.10  0.01  0.30  0.00  0.50  0.00
     100. 0.00200000  0.2083  169.3   39.2   1.37296   1.37404  0.19E+09  0.10  0.50  0.61  0.79  0.12  0.12  0.07  0.30  0.00  0.50  0.00
     100. 0.00500000  0.0833  170.1   87.5   0.99125   0.99199  0.12E+09  0.10  0.50  0.63  0.80  0.12  0.14  0.13  0.30  0.00  0.50  0.00
     100. 0.00850000  0.0490  170.2  117.8   0.82515   0.82575  0.43E+08  0.10  0.50  0.63  0.80  0.12  0.15  0.14  0.30  0.00  0.50  0.00
     100. 0.02000000  0.0208  170.4  151.6   0.62555   0.62598  0.11E+09  0.10  0.50  0.63  0.80  0.12  0.15  0.14  0.30  0.00  0.50  0.00
     100. 0.05000000  0.0083  170.4  168.5   0.48228   0.48260  0.63E+08  0.10  0.50  1.73  1.80  0.12  0.15  0.13  0.30  0.00  0.50  1.61
     100. 0.08500000  0.0049  170.4  173.3   0.41878   0.41904  0.46E+08  0.10  0.50  1.88  1.95  0.13  0.16  0.14  0.30  0.00  0.50  1.77
     100. 0.20000000  0.0021  170.5  177.1   0.31240   0.31257  0.25E+08  0.10  0.50  2.15  2.21  0.15  0.19  0.25  0.30  0.00  0.50  2.04
     100. 0.30000001  0.0014  170.5  178.1   0.23279   0.23291  0.12E+08  0.10  0.50  2.33  2.38  0.21  0.26  0.50  0.30  0.00  0.50  2.17
     100. 0.40000001  0.0010  170.5  178.6   0.15556   0.15563  0.27E+07  0.10  0.50  2.53  2.58  0.29  0.33  0.88  0.30  0.00  0.50  2.26
     200. 0.00200000  0.4167  162.5   24.4   1.55221   1.55532  0.12E+09  0.10  0.50  0.60  0.78  0.12  0.08  0.02  0.30  0.00  0.50  0.00
     200. 0.00500000  0.1667  165.3   65.7   1.09228   1.09430  0.84E+08  0.10  0.50  0.61  0.79  0.12  0.10  0.10  0.30  0.00  0.50  0.00
     200. 0.00850000  0.0980  165.9   97.6   0.89476   0.89636  0.31E+08  0.10  0.50  0.62  0.80  0.13  0.11  0.14  0.30  0.00  0.50  0.00
     200. 0.02000000  0.0417  166.3  140.3   0.65982   0.66093  0.75E+08  0.10  0.50  0.62  0.80  0.13  0.11  0.15  0.30  0.00  0.50  0.00
     200. 0.05000000  0.0167  166.4  163.8   0.49319   0.49395  0.44E+08  0.10  0.50  0.62  0.80  0.13  0.11  0.14  0.30  0.00  0.50  0.00
     200. 0.08500000  0.0098  166.5  170.4   0.42057   0.42118  0.31E+08  0.10  0.50  1.68  1.75  0.13  0.12  0.16  0.30  0.00  0.50  1.56
     200. 0.20000000  0.0042  166.5  175.9   0.30329   0.30368  0.17E+08  0.10  0.50  1.95  2.01  0.16  0.14  0.27  0.30  0.00  0.50  1.83
     200. 0.30000001  0.0028  166.5  177.3   0.22092   0.22118  0.80E+07  0.10  0.50  2.13  2.18  0.21  0.19  0.53  0.30  0.00  0.50  1.95
     200. 0.40000001  0.0021  166.5  178.0   0.14459   0.14474  0.39E+07  0.10  0.50  2.36  2.41  0.30  0.27  0.94  0.30  0.00  0.50  2.04
     200. 0.50000000  0.0017  166.5  178.4   0.08281   0.08290  0.18E+07  0.10  0.50  2.74  2.79  0.42  0.38  1.54  0.30  0.00  0.50  2.11
     200. 0.60000002  0.0014  166.5  178.6   0.03986   0.03990  0.65E+06  0.12  0.50  3.40  3.44  0.61  0.53  2.42  0.30  0.00  0.50  2.17
     200. 0.69999999  0.0012  166.5  178.8   0.01480   0.01481  0.11E+06  0.30  0.50  4.73  4.76  0.91  0.74  3.96  0.30  0.00  0.50  2.22
     200. 0.80000001  0.0010  166.6  179.0   0.00347   0.00347  0.25E+05  0.64  0.50  7.71  7.75  1.54  1.25  7.07  0.30  0.00  0.50  2.26
     500. 0.00500000  0.4167  152.6   37.7   1.21610   1.22484  0.38E+08  0.10  0.50  0.60  0.78  0.13  0.06  0.04  0.30  0.00  0.50  0.00
     500. 0.00850000  0.2451  155.8   66.9   0.97816   0.98477  0.15E+08  0.10  0.50  0.61  0.79  0.13  0.07  0.10  0.30  0.00  0.50  0.00
     500. 0.02000000  0.1042  157.7  118.9   0.69895   0.70324  0.38E+08  0.10  0.50  0.62  0.79  0.13  0.08  0.14  0.30  0.00  0.50  0.00
     500. 0.05000000  0.0417  158.4  154.3   0.50423   0.50702  0.22E+08  0.10  0.50  0.62  0.80  0.13  0.08  0.15  0.30  0.00  0.50  0.00
     500. 0.08500000  0.0245  158.6  164.8   0.42110   0.42326  0.16E+08  0.10  0.50  0.63  0.80  0.14  0.08  0.17  0.30  0.00  0.50  0.00
     500. 0.20000000  0.0104  158.8  173.6   0.29193   0.29319  0.80E+07  0.10  0.50  0.68  0.84  0.16  0.10  0.29  0.30  0.00  0.50  0.00
     500. 0.30000001  0.0069  158.8  175.7   0.20702   0.20783  0.38E+07  0.10  0.50  1.87  1.94  0.22  0.13  0.56  0.30  0.00  0.50  1.66
     500. 0.40000001  0.0052  158.8  176.8   0.13220   0.13268  0.18E+07  0.10  0.50  2.13  2.19  0.31  0.19  0.98  0.30  0.00  0.50  1.76
     500. 0.50000000  0.0042  158.8  177.4   0.07390   0.07415  0.82E+06  0.11  0.50  2.54  2.60  0.43  0.26  1.60  0.30  0.00  0.50  1.83
     500. 0.60000002  0.0035  158.9  177.9   0.03467   0.03478  0.33E+06  0.18  0.50  3.28  3.32  0.62  0.37  2.52  0.30  0.00  0.50  1.88
     500. 0.69999999  0.0030  158.9  178.2   0.01250   0.01254  0.10E+06  0.31  0.50  4.63  4.67  0.92  0.56  4.03  0.30  0.00  0.50  1.93
     500. 0.80000001  0.0026  158.9  178.4   0.00282   0.00283  0.23E+05  0.66  0.50  7.94  7.98  1.61  0.98  7.43  0.30  0.00  0.50  1.97
    1000. 0.00500000  0.8333  114.3   14.7   1.30271   1.33009  0.91E+07  0.10  0.50  1.17  1.27  0.13  0.03  0.04  0.30  1.00  0.50  0.00
    1000. 0.00850000  0.4902  139.5   42.0   1.03531   1.05645  0.51E+07  0.10  0.50  0.60  0.78  0.13  0.04  0.03  0.30  0.00  0.50  0.00
    1000. 0.02000000  0.2083  147.0   96.8   0.72456   0.73764  0.14E+08  0.10  0.50  0.61  0.79  0.13  0.05  0.10  0.30  0.00  0.50  0.00
    1000. 0.05000000  0.0833  149.2  143.4   0.51058   0.51863  0.86E+07  0.10  0.50  0.62  0.79  0.13  0.05  0.14  0.30  0.00  0.50  0.00
    1000. 0.08500000  0.0490  149.8  158.4   0.42052   0.42659  0.60E+07  0.10  0.50  0.63  0.80  0.14  0.06  0.18  0.30  0.00  0.50  0.00
    1000. 0.20000000  0.0208  150.2  170.9   0.28386   0.28724  0.30E+07  0.10  0.50  0.68  0.85  0.17  0.07  0.31  0.30  0.00  0.50  0.00
    1000. 0.30000001  0.0139  150.3  173.9   0.19767   0.19976  0.14E+07  0.10  0.50  0.86  1.00  0.23  0.09  0.59  0.30  0.00  0.50  0.00
    1000. 0.40000001  0.0104  150.3  175.4   0.12412   0.12533  0.67E+06  0.12  0.50  1.22  1.33  0.31  0.13  1.02  0.30  0.00  0.50  0.00
    1000. 0.50000000  0.0083  150.4  176.4   0.06824   0.06886  0.29E+06  0.18  0.50  2.42  2.48  0.44  0.18  1.64  0.30  0.00  0.50  1.61
    1000. 0.60000002  0.0069  150.4  177.0   0.03145   0.03172  0.11E+06  0.30  0.50  3.20  3.25  0.63  0.26  2.58  0.30  0.00  0.50  1.66
    1000. 0.69999999  0.0060  150.4  177.4   0.01111   0.01120  0.36E+05  0.53  0.50  4.61  4.66  0.94  0.38  4.11  0.30  0.00  0.50  1.71
    1000. 0.80000001  0.0052  150.4  177.7   0.00245   0.00246  0.77E+04  1.14  0.50  7.98  8.07  1.64  0.67  7.56  0.30  0.00  0.50  1.76
    2000. 0.02000000  0.4167  128.0   68.7   0.74722   0.78831  0.62E+07  0.10  0.50  0.60  0.78  0.14  0.03  0.04  0.30  0.00  0.50  0.00
    2000. 0.05000000  0.1667  135.6  127.8   0.51555   0.53952  0.42E+07  0.10  0.50  0.61  0.79  0.14  0.04  0.11  0.30  0.00  0.50  0.00
    2000. 0.08500000  0.0980  137.1  149.0   0.41930   0.43684  0.30E+07  0.10  0.50  0.63  0.80  0.14  0.04  0.17  0.30  0.00  0.50  0.00
    2000. 0.20000000  0.0417  138.3  167.0   0.27624   0.28549  0.15E+07  0.10  0.50  0.69  0.85  0.17  0.05  0.31  0.30  0.00  0.50  0.00
    2000. 0.30000001  0.0278  138.6  171.4   0.18916   0.19473  0.69E+06  0.12  0.50  0.87  1.01  0.23  0.06  0.60  0.30  0.00  0.50  0.00
    2000. 0.40000001  0.0208  138.7  173.5   0.11695   0.12009  0.32E+06  0.18  0.50  1.24  1.35  0.32  0.09  1.05  0.30  0.00  0.50  0.00
    2000. 0.50000000  0.0167  138.8  174.8   0.06332   0.06490  0.14E+06  0.27  0.50  1.84  1.92  0.45  0.13  1.68  0.30  0.00  0.50  0.00
    2000. 0.60000002  0.0139  138.9  175.7   0.02871   0.02937  0.53E+05  0.43  0.50  2.77  2.85  0.64  0.18  2.63  0.30  0.00  0.50  0.00
    2000. 0.69999999  0.0119  138.9  176.3   0.00995   0.01017  0.16E+05  0.78  0.50  4.34  4.44  0.95  0.27  4.18  0.30  0.00  0.50  0.00
    2000. 0.80000001  0.0104  138.9  176.8   0.00214   0.00218  0.34E+04  1.71  0.50  7.87  8.07  1.66  0.47  7.66  0.30  0.00  0.50  0.00
    5000. 0.05000000  0.4167  104.7   94.4   0.52041   0.61549  0.19E+07  0.10  0.50  0.60  0.79  0.14  0.02  0.05  0.30  0.00  0.50  0.00
    5000. 0.08500000  0.2451  111.7  128.8   0.41698   0.48343  0.15E+07  0.10  0.50  0.62  0.80  0.15  0.03  0.14  0.30  0.00  0.50  0.00
    5000. 0.20000000  0.1042  116.2  158.8   0.26680   0.29921  0.74E+06  0.12  0.50  0.68  0.85  0.17  0.03  0.31  0.30  0.00  0.50  0.00
    5000. 0.30000001  0.0694  117.2  166.1   0.17903   0.19772  0.33E+06  0.17  0.50  0.88  1.03  0.23  0.04  0.61  0.30  0.00  0.50  0.00
    5000. 0.40000001  0.0521  117.6  169.6   0.10863   0.11878  0.15E+06  0.26  0.50  1.26  1.38  0.33  0.06  1.07  0.30  0.00  0.50  0.00
    5000. 0.50000000  0.0417  117.9  171.7   0.05772   0.06265  0.66E+05  0.39  0.50  1.86  1.97  0.46  0.09  1.71  0.30  0.00  0.50  0.00
    5000. 0.60000002  0.0347  118.1  173.1   0.02566   0.02768  0.25E+05  0.63  0.50  2.81  2.93  0.65  0.12  2.67  0.30  0.00  0.50  0.00
    5000. 0.69999999  0.0298  118.2  174.1   0.00869   0.00933  0.74E+04  1.16  0.50  4.40  4.58  0.97  0.18  4.25  0.30  0.00  0.50  0.00
    5000. 0.80000001  0.0260  118.3  174.9   0.00181   0.00194  0.15E+04  2.57  0.50  7.96  8.38  1.68  0.32  7.76  0.30  0.00  0.50  0.00
   10000. 0.05000000  0.8333   52.2   44.4   0.52305   0.74901  0.49E+06  0.14  0.50  1.17  1.28  0.14  0.01  0.04  0.30  1.00  0.50  0.00
   10000. 0.08500000  0.4902   81.2  101.0   0.41484   0.57716  0.55E+06  0.13  0.50  0.61  0.80  0.15  0.02  0.08  0.30  0.00  0.50  0.00
   10000. 0.20000000  0.2083   93.8  148.6   0.26012   0.33378  0.29E+06  0.19  0.50  0.67  0.86  0.18  0.02  0.28  0.30  0.00  0.50  0.00
   10000. 0.30000001  0.1389   96.2  159.6   0.17210   0.21283  0.13E+06  0.28  0.50  0.87  1.04  0.24  0.03  0.60  0.30  0.00  0.50  0.00
   10000. 0.40000001  0.1042   97.3  165.0   0.10305   0.12447  0.60E+05  0.41  0.50  1.26  1.42  0.33  0.04  1.07  0.30  0.00  0.50  0.00
   10000. 0.50000000  0.0833   97.9  168.1   0.05405   0.06416  0.25E+05  0.63  0.50  1.88  2.05  0.46  0.06  1.73  0.30  0.00  0.50  0.00
   10000. 0.60000002  0.0694   98.4  170.1   0.02369   0.02773  0.93E+04  1.03  0.50  2.84  3.07  0.66  0.08  2.70  0.30  0.00  0.50  0.00
   10000. 0.69999999  0.0595   98.7  171.6   0.00790   0.00914  0.27E+04  1.91  0.50  4.45  4.87  0.98  0.12  4.30  0.30  0.00  0.50  0.00
   10000. 0.80000001  0.0521   98.9  172.7   0.00162   0.00185  0.54E+03  4.28  0.50  8.05  9.13  1.70  0.21  7.84  0.30  0.00  0.50  0.00
   20000. 0.20000000  0.4167   65.9  130.3   0.25379   0.40510  0.15E+06  0.26  0.50  0.65  0.86  0.18  0.01  0.22  0.30  0.00  0.50  0.00
   20000. 0.30000001  0.2778   71.6  149.0   0.16570   0.24508  0.67E+05  0.39  0.50  0.85  1.06  0.24  0.02  0.56  0.30  0.00  0.50  0.00
   20000. 0.40000001  0.2083   74.1  157.5   0.09800   0.13800  0.30E+05  0.57  0.50  1.25  1.46  0.34  0.03  1.05  0.30  0.00  0.50  0.00
   20000. 0.50000000  0.1667   75.5  162.4   0.05077   0.06902  0.13E+05  0.89  0.50  1.88  2.13  0.47  0.04  1.72  0.30  0.00  0.50  0.00
   20000. 0.60000002  0.1389   76.4  165.5   0.02196   0.02903  0.46E+04  1.47  0.50  2.86  3.25  0.67  0.06  2.71  0.30  0.00  0.50  0.00
   20000. 0.69999999  0.1190   77.1  167.7   0.00721   0.00932  0.13E+04  2.74  0.50  4.48  5.28  0.99  0.08  4.33  0.30  0.00  0.50  0.00
   20000. 0.80000001  0.1042   77.5  169.3   0.00145   0.00184  0.26E+03  6.20  0.50  8.11 10.22  1.71  0.15  7.91  0.30  0.00  0.50  0.00
   50000. 0.30000001  0.6944   33.0  112.0   0.15799   0.33216  0.33E+05  0.55  0.50  1.29  1.49  0.25  0.01  0.52  0.30  1.00  0.50  0.00
   50000. 0.40000001  0.5208   40.8  136.0   0.09203   0.17680  0.15E+05  0.82  0.50  1.56  1.83  0.34  0.02  0.99  0.30  1.00  0.50  0.00
   50000. 0.50000000  0.4167   44.6  147.4   0.04696   0.08369  0.62E+04  1.27  0.50  1.84  2.29  0.47  0.02  1.68  0.30  0.00  0.50  0.00
   50000. 0.60000002  0.3472   46.9  154.0   0.01998   0.03354  0.22E+04  2.12  0.50  2.83  3.57  0.67  0.03  2.69  0.30  0.00  0.50  0.00
   50000. 0.69999999  0.2976   48.4  158.4   0.00644   0.01031  0.63E+03  3.98  0.50  4.48  6.01  1.00  0.05  4.33  0.30  0.00  0.50  0.00
   50000. 0.80000001  0.2604   49.5  161.5   0.00126   0.00195  0.12E+03  9.10  0.50  8.15 12.23  1.73  0.09  7.95  0.30  0.00  0.50  0.00
  100000. 0.50000000  0.8333   17.6  104.5   0.04439   0.10343  0.20E+04  2.26  0.50  2.11  3.13  0.48  0.01  1.70  0.30  1.00  0.50  0.00
  100000. 0.60000002  0.6944   23.7  129.0   0.01867   0.04086  0.82E+03  3.50  0.50  2.99  4.63  0.68  0.02  2.67  0.30  1.00  0.50  0.00
  100000. 0.69999999  0.5952   27.1  140.9   0.00594   0.01218  0.23E+03  6.62  0.50  4.58  8.06  1.01  0.03  4.31  0.30  1.00  0.50  0.00
  100000. 0.80000001  0.5208   29.4  148.1   0.00114   0.00222  0.43E+02 15.30  0.50  8.23 17.38  1.75  0.05  7.95  0.30  1.00  0.50  0.00
