	1.0	1.0	1.0	4.307E-9	1.185E-11	-3.511E-10	-2.304E-10	-1.658E-10	-8.742E-11	-4.421E-11	-2.069E-11	-7.582E-12	-3.718E-13	2.541E-9	-4.46E-10	-5.747E-10	-2.896E-10	-1.896E-10	-1.019E-10	-4.975E-11	-2.474E-11	-9.955E-12	-4.308E-13	2.032E-9	-8.207E-10	-7.372E-10	-3.952E-10	-2.357E-10	-1.3E-10	-6.631E-11	-3.537E-11	-1.691E-11	-6.809E-13	4.479E-10	-9.065E-10	-6.493E-10	-3.32E-10	-2.009E-10	-1.074E-10	-5.349E-11	-2.843E-11	-1.488E-11	-6.027E-13	-3.599E-10	-5.339E-10	-3.805E-10	-1.944E-10	-1.125E-10	-6.174E-11	-3.384E-11	-1.956E-11	-9.02E-12	-2.533E-13
	2.0	2.0	2.0	1.185E-11	8.675E-10	1.898E-10	7.896E-11	4.616E-11	2.116E-11	6.984E-12	3.716E-12	2.019E-12	1.149E-13	-2.199E-10	1.1E-10	7.998E-11	2.581E-11	2.6E-11	1.467E-11	2.132E-12	1.023E-12	9.056E-13	3.424E-14	-4.272E-11	-1.841E-11	-2.704E-11	-2.073E-11	-4.606E-12	4.722E-13	-6.394E-12	-3.506E-12	-1.269E-12	-4.157E-14	-1.784E-10	-1.043E-10	-7.729E-11	-5.772E-11	-2.23E-11	-1.381E-11	-1.09E-11	-4.499E-12	-2.175E-12	-1.044E-13	-2.767E-10	-1.157E-10	-6.929E-11	-5.61E-11	-2.456E-11	-1.739E-11	-1.108E-11	-5.525E-12	-2.751E-12	-7.016E-14
	3.0	3.0	3.0	-3.511E-10	1.898E-10	4.148E-10	1.336E-10	8.646E-11	4.616E-11	2.302E-11	1.149E-11	5.043E-12	2.213E-13	-4.972E-10	2.388E-10	2.083E-10	1.105E-10	7.057E-11	3.957E-11	2.003E-11	9.819E-12	4.792E-12	1.682E-13	-4.918E-10	7.307E-11	8.969E-11	5.227E-11	3.704E-11	2.273E-11	9.745E-12	4.561E-12	2.414E-12	6.993E-14	-4.407E-10	-3.87E-12	6.227E-11	2.881E-11	2.041E-11	9.943E-12	4.746E-12	2.844E-12	9.396E-13	4.5E-14	-3.052E-10	-2.418E-11	-2.38E-12	-1.791E-11	-4.586E-12	-5.126E-12	-1.817E-12	-2.16E-12	-1.067E-12	-4.489E-15
	4.0	4.0	4.0	-2.304E-10	7.896E-11	1.336E-10	1.144E-10	4.732E-11	2.567E-11	1.399E-11	7.047E-12	2.999E-12	1.392E-13	-2.997E-10	1.131E-10	1.144E-10	6.497E-11	4.018E-11	2.28E-11	1.253E-11	6.105E-12	3.101E-12	1.214E-13	-2.909E-10	4.566E-11	5.639E-11	3.711E-11	2.257E-11	1.504E-11	7.395E-12	3.599E-12	1.899E-12	5.976E-14	-2.172E-10	7.742E-12	4.027E-11	2.442E-11	1.406E-11	7.243E-12	4.399E-12	2.493E-12	1.048E-12	4.478E-14	-1.211E-10	-3.653E-12	4.613E-12	-2.646E-12	-6.862E-15	-1.165E-12	4.757E-13	-4.671E-13	-2.963E-13	1.23E-14	
	5.0	5.0	5.0	-1.658E-10	4.616E-11	8.646E-11	4.732E-11	5.002E-11	1.589E-11	8.769E-12	4.372E-12	1.922E-12	8.327E-14	-1.947E-10	7.874E-11	7.555E-11	4.162E-11	2.671E-11	1.493E-11	8.02E-12	3.906E-12	1.852E-12	7.515E-14	-2.027E-10	3.895E-11	4.505E-11	2.523E-11	1.743E-11	9.94E-12	4.853E-12	2.406E-12	1.192E-12	3.797E-14	-1.545E-10	1.254E-11	3.251E-11	1.688E-11	1.135E-11	5.59E-12	3.106E-12	1.685E-12	6.611E-13	3.219E-14	-8.759E-11	4.553E-12	7.977E-12	4.785E-13	1.955E-12	6.269E-14	5.452E-13	-6.465E-14	-9.482E-14	8.45E-15
	6.0	6.0	6.0	-8.742E-11	2.116E-11	4.616E-11	2.567E-11	1.589E-11	1.697E-11	4.14E-12	2.315E-12	9.748E-13	4.468E-14	-1.039E-10	4.064E-11	3.978E-11	2.269E-11	1.404E-11	8.044E-12	4.208E-12	2.174E-12	1.004E-12	3.834E-14	-1.057E-10	2.028E-11	2.374E-11	1.344E-11	8.823E-12	5.417E-12	2.643E-12	1.316E-12	6.164E-13	1.924E-14	-7.91E-11	7.475E-12	1.789E-11	9.25E-12	6.441E-12	3.018E-12	1.584E-12	1.005E-12	3.685E-13	1.468E-14	-4.747E-11	2.266E-12	4.078E-12	1.387E-13	9.762E-13	-1.473E-13	3.526E-13	-6.599E-14	-3.176E-14	4.64E-15
	7.0	7.0	7.0	-4.421E-11	6.984E-12	2.302E-11	1.399E-11	8.769E-12	4.14E-12	7.149E-12	1.205E-12	6.6E-13	2.738E-14	-5.212E-11	1.849E-11	2.033E-11	1.22E-11	7.259E-12	4.195E-12	2.359E-12	1.178E-12	5.954E-13	2.266E-14	-5.405E-11	7.238E-12	1.057E-11	7.407E-12	4.453E-12	2.674E-12	1.556E-12	8.401E-13	4.048E-13	1.208E-14	-3.625E-11	9.549E-15	8.224E-12	5.594E-12	2.843E-12	1.546E-12	1.203E-12	5.494E-13	2.716E-13	1.116E-14	-1.842E-11	-1.263E-13	7.776E-13	2.174E-13	-2.057E-14	-7.796E-14	2.843E-13	-3.077E-14	-5.003E-14	3.215E-15
	8.0	8.0	8.0	-2.069E-11	3.716E-12	1.149E-11	7.047E-12	4.372E-12	2.315E-12	1.205E-12	2.055E-12	1.833E-13	1.426E-14	-2.487E-11	8.633E-12	1.019E-11	6.257E-12	3.679E-12	2.074E-12	1.269E-12	6.079E-13	3.194E-13	1.215E-14	-2.667E-11	3.589E-12	5.171E-12	3.587E-12	2.213E-12	1.344E-12	7.632E-13	3.719E-13	2.109E-13	6.422E-15	-1.873E-11	-7.314E-14	3.821E-12	2.492E-12	1.48E-12	7.002E-13	4.597E-13	2.713E-13	1.201E-13	5.726E-15	-9.025E-12	-7.107E-13	3.928E-13	-4.531E-15	3.137E-14	-6.237E-14	1.414E-13	8.423E-15	5.72E-15	1.696E-15
	9.0	9.0	9.0	-7.582E-12	2.019E-12	5.043E-12	2.999E-12	1.922E-12	9.748E-13	6.6E-13	1.833E-13	7.624E-13	3.422E-15	-1.037E-11	3.397E-12	4.059E-12	2.628E-12	1.627E-12	8.972E-13	5.244E-13	2.701E-13	1.214E-13	5.88E-15	-9.919E-12	8.402E-13	1.622E-12	1.28E-12	8.209E-13	5.176E-13	3.182E-13	1.822E-13	6.114E-14	2.602E-15	-6.864E-12	-5.918E-13	1.107E-12	9.73E-13	4.555E-13	2.597E-13	2.018E-13	1.136E-13	3.843E-14	2.133E-15	-4.035E-12	-6.2E-13	-6.892E-14	-1.669E-13	9.874E-16	-6.853E-14	2.003E-14	-1.174E-14	-9.118E-15	2.921E-16
	10.0	10.0	10.0	-3.718E-13	1.149E-13	2.213E-13	1.392E-13	8.327E-14	4.468E-14	2.738E-14	1.426E-14	3.422E-15	1.163E-15	-5.073E-13	1.513E-13	1.672E-13	1.134E-13	6.361E-14	3.787E-14	2.137E-14	1.06E-14	5.977E-15	2.192E-16	-4.217E-13	5.252E-14	8.779E-14	6.15E-14	3.824E-14	2.409E-14	1.577E-14	6.825E-15	3.515E-15	1.182E-16	-2.626E-13	-3.436E-14	5.233E-14	3.687E-14	2.245E-14	1.158E-14	8.334E-15	3.127E-15	2.502E-15	7.751E-17	-1.521E-13	-2.035E-14	-2.285E-15	-7.888E-15	-9.075E-16	-4.503E-15	8.908E-16	-4.606E-16	-6.153E-16	2.009E-17
	11.0	11.0	11.0	2.541E-9	-2.199E-10	-4.972E-10	-2.997E-10	-1.947E-10	-1.039E-10	-5.212E-11	-2.487E-11	-1.037E-11	-5.073E-13	4.242E-9	-4.839E-10	-6.08E-10	-3.135E-10	-2.019E-10	-1.103E-10	-5.237E-11	-2.757E-11	-1.157E-11	-5.027E-13	1.902E-9	-7.381E-10	-6.547E-10	-3.71E-10	-2.27E-10	-1.249E-10	-6.316E-11	-3.358E-11	-1.548E-11	-6.696E-13	4.08E-10	-7.896E-10	-5.786E-10	-2.915E-10	-1.773E-10	-9.558E-11	-4.72E-11	-2.608E-11	-1.251E-11	-5.822E-13	-2.911E-10	-4.39E-10	-3.144E-10	-1.516E-10	-9.106E-11	-4.719E-11	-2.494E-11	-1.366E-11	-6.244E-12	-2.031E-13
	12.0	12.0	12.0	-4.46E-10	1.1E-10	2.388E-10	1.131E-10	7.874E-11	4.064E-11	1.849E-11	8.633E-12	3.397E-12	1.513E-13	-4.839E-10	7.899E-10	2.156E-10	1.005E-10	7.102E-11	3.849E-11	1.695E-11	8.969E-12	3.821E-12	1.168E-13	-6.315E-10	1.271E-10	1.213E-10	5.513E-11	3.849E-11	2.314E-11	7.464E-12	4.052E-12	2.003E-12	4.154E-14	-6.007E-10	6.301E-12	8.429E-11	3.31E-11	2.428E-11	1.048E-11	5.028E-12	2.667E-12	9.325E-13	4.25E-14	-4.065E-10	2.637E-12	1.948E-11	-3.618E-12	4.818E-12	-1.44E-12	2.958E-13	-1.394E-12	-3.769E-13	5.657E-16
	13.0	13.0	13.0	-5.747E-10	7.998E-11	2.083E-10	1.144E-10	7.555E-11	3.978E-11	2.033E-11	1.019E-11	4.059E-12	1.672E-13	-6.08E-10	2.156E-10	3.616E-10	1.082E-10	7.187E-11	3.982E-11	1.974E-11	9.943E-12	4.403E-12	1.801E-13	-6.269E-10	1.622E-10	1.56E-10	8.232E-11	5.138E-11	3.069E-11	1.402E-11	7.142E-12	3.442E-12	1.123E-13	-4.622E-10	9.111E-11	1.216E-10	5.874E-11	3.798E-11	1.813E-11	9.445E-12	5.372E-12	2.237E-12	1.032E-13	-2.33E-10	4.336E-11	4.828E-11	1.505E-11	1.194E-11	4.578E-12	3.567E-12	1.32E-12	4.381E-13	2.848E-14
	14.0	14.0	14.0	-2.896E-10	2.581E-11	1.105E-10	6.497E-11	4.162E-11	2.269E-11	1.22E-11	6.257E-12	2.628E-12	1.134E-13	-3.135E-10	1.005E-10	1.082E-10	1.002E-10	3.673E-11	2.18E-11	1.176E-11	6.088E-12	2.85E-12	1.14E-13	-3.114E-10	7.083E-11	7.653E-11	4.625E-11	2.779E-11	1.641E-11	8.244E-12	4.47E-12	2.235E-12	6.9E-14	-2.084E-10	3.563E-11	5.78E-11	3.263E-11	1.938E-11	1.007E-11	5.735E-12	3.312E-12	1.491E-12	6.451E-14	-9.832E-11	1.476E-11	1.808E-11	6.755E-12	3.927E-12	1.488E-12	2.219E-12	5.328E-13	2.411E-13	2.152E-14
	15.0	15.0	15.0	-1.896E-10	2.6E-11	7.057E-11	4.018E-11	2.671E-11	1.404E-11	7.259E-12	3.679E-12	1.627E-12	6.361E-14	-2.019E-10	7.102E-11	7.187E-11	3.673E-11	4.333E-11	1.313E-11	7.109E-12	3.663E-12	1.702E-12	6.551E-14	-2.001E-10	4.943E-11	5.15E-11	2.877E-11	1.807E-11	1.07E-11	5.047E-12	2.635E-12	1.256E-12	4.477E-14	-1.399E-10	2.655E-11	3.829E-11	2.017E-11	1.29E-11	6.722E-12	3.406E-12	1.988E-12	8.354E-13	3.575E-14	-6.953E-11	1.265E-11	1.341E-11	4.526E-12	3.629E-12	1.32E-12	1.136E-12	4.407E-13	2.647E-13	1.405E-14
