       1.0         1.5         18          21          1.172
       1.0         1.5         21          24          1.172
       1.0         1.5         24          28          1.172
       1.0         1.5         28          32          1.172
       1.0         1.5         32          37          1.172
       1.0         1.5         37          43          1.172
       1.0         1.5         43          49          1.172
       1.0         1.5         49          56          1.172
       1.0         1.5         56          64          1.172
       1.0         1.5         64          74          1.172
       1.0         1.5         74          84          1.172
       1.0         1.5         84          97          1.142
       1.0         1.5         97          114         1.114
       1.0         1.5         114         133         1.092
       1.0         1.5         133         153         1.075
       1.0         1.5         153         174         1.063
       1.0         1.5         174         196         1.053
       1.0         1.5         196         220         1.046
       1.0         1.5         220         245         1.04
       1.0         1.5         245         272         1.035
       1.0         1.5         272         300         1.03
       1.0         1.5         300         330         1.027
       1.0         1.5         330         362         1.024
       1.0         1.5         362         395         1.021
       1.0         1.5         395         430         1.019
       1.0         1.5         430         468         1.018
       1.0         1.5         468         507         1.016
       1.0         1.5         507         548         1.015
       1.0         1.5         548         592         1.014
       1.0         1.5         592         638         1.013
       1.0         1.5         638         686         1.013
       1.0         1.5         686         737         1.013
       1.0         1.5         737         790         1.012
       1.0         1.5         790         846         1.012
       1.0         1.5         846         905         1.013
       1.0         1.5         905         967         1.013
       1.0         1.5         967         1032        1.013
       1.0         1.5         1032        1101        1.014
       1.0         1.5         1101        1172        1.014
       1.0         1.5         1172        1248        1.015
       1.0         1.5         1248        1327        1.015
       1.0         1.5         1327        1410        1.015
       1.0         1.5         1410        1497        1.016
       1.0         1.5         1497        1588        1.016
       1.0         1.5         1588        1784        1.017
       1.0         1.5         1784        2116        1.016
