36.6467		-1.96660	-0.770089	0.258760	-4.62336	-0.282567	-0.0156501	-0.0505052	-0.185638	0.00973038
2.16913		29.6314		-1.14555	0.137895	-0.0154878	-0.0741868	0.0252833	-0.106948	-0.0276777	-3.99042
1.02024		1.26191		22.5871		0.311691	0.282845	-0.0274095	0.0868383	0.263701	-3.99168	0.0139496
0.520279	0.460630	0.570415	-9.00809	0.180211	0.0597503	0.795373	-4.14253	-0.320891	0.337527
0.412436	0.349403	0.402969	-0.486694	0.117962	3.22706		-3.39321	-1.14584	-0.246057	0.0580232
20.3211		-1.04857	-0.230883	-0.0253953	8.34165		0.402417	0.0727849	0.156798	0.351239	-0.0286130
1.40355		18.9335		-0.715616	0.239099	0.0115184	0.00132106	0.00382829	0.237880	0.0472053	6.23901
0.740539	0.971397	17.1596		0.293893	-0.467345	-0.115655	-0.0555566	-0.256085	5.26011		-0.0326255
0.380824	0.325525	0.452164	-13.6929	-0.218363	-0.367995	-0.424231	2.75821		0.235771	-0.154340
0.123971	0.116182	0.123821	-0.282013	-0.523039	9.90841		1.08096		0.489707	0.121413	-0.0562768

