coalition_labels,size,chi2,is_outlier
cbar|sbar|ubar|dbar|d|u|s|c,8,0.01032638,1
cbar|sbar|ubar|dbar|u|s|c,7,0.00932630,1
cbar|sbar|ubar|d|u|s|c,7,0.00927224,1
cbar|sbar|ubar|dbar|d|u|c,7,0.00912169,1
cbar|ubar|dbar|d|u|s|c,7,0.00905415,1
cbar|sbar|ubar|dbar|g|d|u|s|c,9,0.00853396,0
cbar|sbar|ubar|u|s|c,6,0.00832164,0
cbar|sbar|ubar|dbar|u|c,6,0.00818904,0
cbar|sbar|ubar|d|u|c,6,0.00812966,0
cbar|ubar|dbar|u|s|c,6,0.00812487,0
cbar|ubar|d|u|s|c,6,0.00808174,0
cbar|ubar|dbar|d|u|c,6,0.00793630,0
cbar|sbar|ubar|dbar|g|u|s|c,8,0.00767161,0
cbar|sbar|ubar|g|d|u|s|c,8,0.00754112,0
cbar|sbar|ubar|dbar|g|d|u|c,8,0.00749625,0
cbar|ubar|dbar|g|d|u|s|c,8,0.00742998,0
cbar|sbar|ubar|u|c,5,0.00724649,0
cbar|ubar|u|s|c,5,0.00720194,0
cbar|ubar|dbar|u|c,5,0.00707445,0
cbar|ubar|d|u|c,5,0.00702600,0
cbar|sbar|dbar|d|u|s|c,7,0.00701743,0
cbar|sbar|ubar|dbar|d|s|c,7,0.00677970,0
cbar|sbar|ubar|g|u|s|c,7,0.00672826,0
sbar|ubar|dbar|d|u|s|c,7,0.00670415,0
cbar|sbar|ubar|dbar|g|u|c,7,0.00670134,0
cbar|sbar|ubar|dbar|d|u|s,7,0.00669787,0
cbar|ubar|dbar|g|u|s|c,7,0.00663844,0
cbar|sbar|ubar|g|d|u|c,7,0.00656553,0
cbar|ubar|g|d|u|s|c,7,0.00651887,0
cbar|ubar|dbar|g|d|u|c,7,0.00647912,0
cbar|ubar|u|c,4,0.00621364,0
cbar|sbar|dbar|u|s|c,6,0.00620950,0
cbar|sbar|d|u|s|c,6,0.00614185,0
cbar|sbar|dbar|d|u|c,6,0.00604661,0
cbar|dbar|d|u|s|c,6,0.00599085,0
cbar|sbar|ubar|dbar|s|c,6,0.00598772,0
cbar|sbar|ubar|d|s|c,6,0.00593566,0
sbar|ubar|dbar|u|s|c,6,0.00589606,0
cbar|sbar|ubar|dbar|u|s,6,0.00588929,0
cbar|sbar|ubar|d|u|s,6,0.00583721,0
sbar|ubar|d|u|s|c,6,0.00583510,0
cbar|sbar|ubar|dbar|d|c,6,0.00582886,0
cbar|sbar|ubar|g|u|c,6,0.00582010,0
cbar|ubar|dbar|d|s|c,6,0.00577732,0
cbar|ubar|g|u|s|c,6,0.00577682,0
cbar|ubar|dbar|g|u|c,6,0.00575501,0
sbar|ubar|dbar|d|u|c,6,0.00573254,0
cbar|sbar|ubar|dbar|d|u,6,0.00572576,0
ubar|dbar|d|u|s|c,6,0.00567552,0
cbar|ubar|dbar|d|u|s,6,0.00566993,0
cbar|sbar|dbar|g|d|u|s|c,8,0.00564765,0
cbar|ubar|g|d|u|c,6,0.00563012,0
cbar|sbar|ubar|dbar|g|d|s|c,8,0.00549958,0
cbar|sbar|u|s|c,5,0.00538341,0
sbar|ubar|dbar|g|d|u|s|c,8,0.00531140,0
cbar|sbar|dbar|u|c,5,0.00530611,0
cbar|sbar|ubar|dbar|g|d|u|s,8,0.00530127,0
cbar|dbar|u|s|c,5,0.00525373,0
cbar|sbar|d|u|c,5,0.00523314,0
cbar|d|u|s|c,5,0.00519701,0
cbar|sbar|ubar|s|c,5,0.00519317,0
cbar|dbar|d|u|c,5,0.00510687,0
cbar|sbar|ubar|dbar|c,5,0.00510432,0
cbar|sbar|ubar|u|s,5,0.00507812,0
sbar|ubar|u|s|c,5,0.00507650,0
cbar|ubar|dbar|s|c,5,0.00505615,0
cbar|sbar|ubar|d|c,5,0.00504693,0
cbar|ubar|d|s|c,5,0.00501501,0
sbar|ubar|dbar|u|c,5,0.00499189,0
cbar|sbar|ubar|dbar|u,5,0.00498462,0
cbar|sbar|dbar|g|u|s|c,7,0.00497746,0
cbar|ubar|g|u|c,5,0.00495550,0
ubar|dbar|u|s|c,5,0.00493824,0
cbar|ubar|dbar|u|s,5,0.00493216,0
cbar|sbar|ubar|d|u,5,0.00492721,0
sbar|ubar|d|u|c,5,0.00492561,0
cbar|ubar|dbar|d|c,5,0.00491332,0
cbar|ubar|d|u|s,5,0.00489100,0
ubar|d|u|s|c,5,0.00488821,0
