player,coalition_without,v_without,v_with,delta_v,is_outlier
c,cbar|sbar|ubar|dbar|d|u|s,0.00669787,0.01032638,0.00362851,0
cbar,sbar|ubar|dbar|d|u|s|c,0.00670415,0.01032638,0.00362223,0
u,cbar|sbar|ubar|dbar|d|s|c,0.00677970,0.01032638,0.00354669,0
cbar,sbar|ubar|d|u|s|c,0.00583510,0.00927224,0.00343714,0
c,cbar|sbar|ubar|dbar|u|s,0.00588929,0.00932630,0.00343701,0
c,cbar|sbar|ubar|d|u|s,0.00583721,0.00927224,0.00343503,0
cbar,sbar|ubar|dbar|u|s|c,0.00589606,0.00932630,0.00343023,0
c,cbar|sbar|ubar|dbar|d|u,0.00572576,0.00912169,0.00339593,0
cbar,sbar|ubar|dbar|d|u|c,0.00573254,0.00912169,0.00338915,0
c,cbar|ubar|dbar|d|u|s,0.00566993,0.00905415,0.00338422,0
cbar,ubar|dbar|d|u|s|c,0.00567552,0.00905415,0.00337863,0
u,cbar|sbar|ubar|dbar|s|c,0.00598772,0.00932630,0.00333858,0
u,cbar|sbar|ubar|d|s|c,0.00593566,0.00927224,0.00333658,0
ubar,cbar|sbar|dbar|d|u|s|c,0.00701743,0.01032638,0.00330896,0
u,cbar|sbar|ubar|dbar|d|c,0.00582886,0.00912169,0.00329283,0
u,cbar|ubar|dbar|d|s|c,0.00577732,0.00905415,0.00327683,0
cbar,sbar|ubar|u|s|c,0.00507650,0.00832164,0.00324514,0
c,cbar|sbar|ubar|u|s,0.00507812,0.00832164,0.00324352,0
c,cbar|sbar|ubar|dbar|g|d|u|s,0.00530127,0.00853396,0.00323269,0
cbar,sbar|ubar|dbar|g|d|u|s|c,0.00531140,0.00853396,0.00322256,0
c,cbar|sbar|ubar|dbar|u,0.00498462,0.00818904,0.00320442,0
cbar,sbar|ubar|d|u|c,0.00492561,0.00812966,0.00320405,0
c,cbar|sbar|ubar|d|u,0.00492721,0.00812966,0.00320245,0
cbar,sbar|ubar|dbar|u|c,0.00499189,0.00818904,0.00319715,0
cbar,ubar|d|u|s|c,0.00488821,0.00808174,0.00319353,0
c,cbar|ubar|dbar|u|s,0.00493216,0.00812487,0.00319271,0
c,cbar|ubar|d|u|s,0.00489100,0.00808174,0.00319073,0
cbar,ubar|dbar|u|s|c,0.00493824,0.00812487,0.00318663,0
c,cbar|ubar|dbar|d|u,0.00478466,0.00793630,0.00315163,0
cbar,ubar|dbar|d|u|c,0.00479076,0.00793630,0.00314554,0
ubar,cbar|sbar|d|u|s|c,0.00614185,0.00927224,0.00313039,0
u,cbar|sbar|ubar|s|c,0.00519317,0.00832164,0.00312847,0
ubar,cbar|sbar|dbar|u|s|c,0.00620950,0.00932630,0.00311680,0
u,cbar|sbar|ubar|dbar|c,0.00510432,0.00818904,0.00308472,0
u,cbar|sbar|ubar|d|c,0.00504693,0.00812966,0.00308273,0
ubar,cbar|sbar|dbar|d|u|c,0.00604661,0.00912169,0.00307509,0
u,cbar|ubar|dbar|s|c,0.00505615,0.00812487,0.00306872,0
u,cbar|ubar|d|s|c,0.00501501,0.00808174,0.00306673,0
ubar,cbar|dbar|d|u|s|c,0.00599085,0.00905415,0.00306330,0
c,cbar|sbar|ubar|dbar|g|u|s,0.00463042,0.00767161,0.00304119,0
c,cbar|sbar|ubar|g|d|u|s,0.00450191,0.00754112,0.00303921,0
cbar,sbar|ubar|g|d|u|s|c,0.00450366,0.00754112,0.00303746,0
