player,coalition_without,v_without,v_with,delta_v,is_outlier
d,cbar|ubar|s,0.00963139,0.02889600,0.01926461,0
d,cbar|ubar|g|s,0.01094566,0.02972362,0.01877796,0
dbar,sbar|g|u|c,0.01225919,0.03094941,0.01869022,0
dbar,sbar|u|c,0.01058484,0.02917486,0.01859002,0
d,cbar|ubar|s|c,0.01033604,0.02889684,0.01856080,0
d,cbar|ubar|g|s|c,0.01172509,0.02979921,0.01807412,0
d,ubar|s,0.00647226,0.02397558,0.01750333,0
dbar,cbar|sbar|g|u|c,0.01325985,0.03073395,0.01747410,0
dbar,cbar|sbar|u|c,0.01160819,0.02898205,0.01737386,0
dbar,sbar|g|u,0.00929979,0.02654485,0.01724506,0
dbar,sbar|u,0.00770010,0.02484498,0.01714488,0
d,ubar|g|s,0.00780945,0.02482595,0.01701650,0
d,ubar|s|c,0.00685835,0.02365777,0.01679942,0
d,cbar|ubar|u|s,0.01279124,0.02950215,0.01671091,0
d,ubar|g|s|c,0.00827030,0.02458285,0.01631256,0
d,cbar|ubar|g|u|s,0.01439995,0.03062419,0.01622423,0
dbar,cbar|sbar|g|u,0.00998191,0.02601066,0.01602876,0
d,cbar|ubar|u|s|c,0.01507862,0.03108576,0.01600714,0
dbar,cbar|sbar|u,0.00840494,0.02433349,0.01592854,0
dbar,sbar|ubar|g|u|c,0.01492255,0.03050285,0.01558030,0
d,cbar|ubar|g|u|s|c,0.01676212,0.03228254,0.01552043,0
dbar,sbar|ubar|u|c,0.01299153,0.02847158,0.01548005,0
d,cbar|s,0.00317398,0.01824488,0.01507090,0
d,cbar|sbar|ubar|s,0.00868715,0.02374277,0.01505562,0
d,ubar|u|s,0.00921170,0.02416128,0.01494958,0
d,cbar|g|s,0.00423163,0.01881584,0.01458421,0
d,cbar|sbar|ubar|g|s,0.00991037,0.02447936,0.01456900,0
d,ubar|g|u|s,0.01084319,0.02530590,0.01446271,0
d,cbar|s|c,0.00368075,0.01804837,0.01436762,0
dbar,cbar|sbar|ubar|g|u|c,0.01755598,0.03192025,0.01436426,0
d,cbar|sbar|ubar|s|c,0.01031874,0.02466871,0.01434996,0
dbar,cbar|sbar|ubar|u|c,0.01564779,0.02991177,0.01426398,0
d,ubar|u|s|c,0.01118025,0.02542595,0.01424570,0
dbar,sbar|ubar|g|u,0.01176610,0.02590097,0.01413487,0
dbar,sbar|g|u|s|c,0.01096275,0.02505682,0.01409407,0
dbar,sbar|ubar|u,0.00990992,0.02394456,0.01403464,0
dbar,sbar|u|s|c,0.00960415,0.02359798,0.01399383,0
dbar,sbar|g|c,0.00447665,0.01846125,0.01398460,0
dbar,sbar|c,0.00309662,0.01698105,0.01388443,0
d,cbar|g|s|c,0.00481301,0.01869391,0.01388090,0
d,cbar|sbar|ubar|g|s|c,0.01161678,0.02548009,0.01386331,0
d,ubar|g|u|s|c,0.01288648,0.02664529,0.01375881,0
d,s,0.00164818,0.01495821,0.01331003,0
d,sbar|ubar|s,0.00576591,0.01906016,0.01329425,0
u,cbar|sbar|ubar|dbar|g|c,0.01867678,0.03192025,0.01324347,0
u,cbar|sbar|ubar|dbar|c,0.01696287,0.02991177,0.01294890,0
dbar,cbar|sbar|ubar|g|u,0.01408077,0.02699943,0.01291865,0
u,cbar|sbar|dbar|g|c,0.01782506,0.03073395,0.01290889,0
dbar,cbar|sbar|g|u|s|c,0.01296625,0.02584188,0.01287563,0
d,cbar|ubar,0.00465985,0.01752480,0.01286495,0
d,g|s,0.00272863,0.01555180,0.01282317,0
u,sbar|ubar|dbar|g|c,0.01768029,0.03050285,0.01282256,0
dbar,cbar|sbar|ubar|u,0.01224746,0.02506585,0.01281838,0
d,sbar|ubar|g|s,0.00701217,0.01981961,0.01280744,0
dbar,cbar|sbar|u|s|c,0.01163036,0.02440571,0.01277536,0
dbar,cbar|sbar|g|c,0.00505626,0.01782506,0.01276880,0
u,cbar|sbar|ubar|dbar|g|s|c,0.01667718,0.02934712,0.01266994,0
dbar,cbar|sbar|c,0.00369909,0.01636768,0.01266859,0
dbar,sbar|g|u|s,0.00818838,0.02083708,0.01264871,0
u,cbar|sbar|dbar|c,0.01636768,0.02898205,0.01261437,0
d,s|c,0.00183660,0.01444325,0.01260665,0
d,sbar|ubar|s|c,0.00707950,0.01966799,0.01258849,0
dbar,g|u|c,0.00669801,0.01928474,0.01258673,0
dbar,sbar|u|s,0.00690438,0.01945287,0.01254849,0
dbar,sbar|g,0.00310002,0.01563952,0.01253949,0
u,sbar|ubar|dbar|c,0.01594343,0.02847158,0.01252814,0
d,cbar|u|s,0.00599950,0.01851632,0.01251681,0
d,cbar|sbar|ubar|u|s,0.01477377,0.02727552,0.01250175,0
u,sbar|dbar|g|c,0.01846125,0.03094941,0.01248816,0
dbar,u|c,0.00493331,0.01741980,0.01248649,0
dbar,sbar,0.00179466,0.01423400,0.01243933,0
d,cbar|ubar|g,0.00628936,0.01866757,0.01237821,0
u,cbar|sbar|ubar|dbar|s|c,0.01527883,0.02765420,0.01237538,0
u,cbar|sbar|dbar|g|s|c,0.01350648,0.02584188,0.01233540,0
u,sbar|ubar|dbar|g|s|c,0.01467894,0.02692834,0.01224941,0
u,sbar|dbar|c,0.01698105,0.02917486,0.01219380,0
dbar,cbar|ubar|d|s,0.02889600,0.01671049,-0.01218551,0
d,cbar|ubar|c,0.00554897,0.01771010,0.01216114,0
d,g|s|c,0.00299162,0.01511138,0.01211976,0
d,sbar|ubar|g|s|c,0.00840054,0.02050220,0.01210165,0
dbar,cbar|ubar|g|d|s,0.02972362,0.01763868,-0.01208495,0
u,cbar|sbar|dbar|s|c,0.01236482,0.02440571,0.01204090,0
d,cbar|g|u|s,0.00735154,0.01938164,0.01203010,0
d,cbar|sbar|ubar|g|u|s,0.01629156,0.02830664,0.01201508,0
u,sbar|ubar|dbar|s|c,0.01325762,0.02521262,0.01195500,0
u,sbar|dbar|g|s|c,0.01314176,0.02505682,0.01191505,0
d,cbar|u|s|c,0.00808875,0.01990232,0.01181357,0
d,cbar|sbar|ubar|u|s|c,0.01798873,0.02978485,0.01179613,0
sbar,dbar|u|c,0.01741980,0.02917486,0.01175505,0
d,cbar|ubar|g|c,0.00725332,0.01892769,0.01167437,0
sbar,dbar|g|u|c,0.01928474,0.03094941,0.01166468,0
u,cbar|sbar|ubar|dbar|g,0.01533933,0.02699943,0.01166009,0
u,sbar|dbar|s|c,0.01197728,0.02359798,0.01162071,0
sbar,cbar|dbar|u|c,0.01746406,0.02898205,0.01151799,0
ubar,cbar|g|d|u|s|c,0.02084220,0.03228254,0.01144034,0
dbar,cbar|sbar|g|u|s,0.00987376,0.02130384,0.01143008,0
sbar,cbar|dbar|g|u|c,0.01930645,0.03073395,0.01142750,0
s,cbar|ubar|d,0.01752480,0.02889600,0.01137120,0
dbar,cbar|g|u|c,0.00793616,0.01930645,0.01137029,0
u,cbar|sbar|ubar|dbar,0.01370032,0.02506585,0.01136553,0
