************************************************************************************************************
SetName: ATLASPHT15
Author: John Campbell and Ciaran Williams
Date: 2017
CodesUsed: None - Private message
TheoryInput: Polynomial fit from 1509.01961
PDFset: NNPDF30_nnlo_as_0118
Warnings:
*************************************************************************************************************
0.990		0
0.985		0
0.980		0
0.974		0
0.966		0
0.958		0
0.951		0
0.944		0
0.933		0
0.923		0
0.914		0
0.903		0
0.891		0
0.878		0
0.990		0
0.985		0
0.980		0
0.974		0
0.966		0
0.958		0
0.951		0
0.944		0
0.933		0
0.924		0
0.914		0
0.903		0
0.890		0
0.877 		0
0.990 		0
0.985 		0
0.980 		0
0.974 		0
0.966 		0
0.958 		0
0.951 		0
0.944  		0
0.932  		0
0.924  		0
0.917  		0
0.902  		0
0.891 		0	
0.990  		0
0.985  		0
0.980  		0
0.974  		0
0.966  		0
0.958  		0
0.951  		0
0.945		0
0.932		0
0.924		0
0.913		0
0.902		0

