************************************************************************************************************
SetName: ATLASPHT12
Author: Ciaran Williams and John Campbell
Date: 2017
CodesUsed: None - Private message
TheoryInput: Polynomial fit from 1509.01961
PDFset: NNPDF30_nnlo_as_0118
Warnings:
*************************************************************************************************************
1.00000		0
1.00000		0
0.99934		0
0.99399		0
0.98984		0
0.98520		0
0.98078		0
0.97486		0
0.96655		0
0.95879		0
0.95135		0
0.94404		0
0.93455		0
0.92516		0
0.91532		0
0.90468		0
0.89332		0
0.88369 	0
1.004		0
1.003		0
1.002		0
0.999		0
0.995		0
0.990		0
0.986		0
0.980		0
0.972		0
0.964 		0
0.956 		0
0.949 		0
0.940 		0
0.931 		0
0.919 		0
0.910 		0
0.894 		0
1.004  		0
1.003  		0
1.002  		0
0.999  		0
0.995  		0
0.991  		0
0.987  		0
0.982  		0
0.973  		0
0.966  		0
0.960  		0
0.950  		0
0.941  		0
0.931  		0
