    i          rs           x          Q2       sigma        stat        syst        norm
   30     140.7124700       0.0191181     200.0000000       0.8470341       1.4509504       2.0000000       5.8000000
   31     140.7124700       0.0270050     200.0000000       0.9069318       1.3934696       2.0000000       5.8000000
   32     140.7124700       0.0381456     200.0000000       0.9094837       1.3762073       2.0000000       5.8000000
   33     140.7124700       0.0538820     200.0000000       0.8624565       1.4170514       2.0000000       5.8000000
   34     140.7124700       0.0761104     200.0000000       0.7907061       1.5541747       2.0000000       5.8000000
   35     140.7124700       0.1075090     200.0000000       0.7191133       1.5732907       2.0000000       5.8000000
   36     140.7124700       0.1518600     200.0000000       0.6513903       1.6529486       2.0000000       5.8000000
   37     140.7124700       0.2145080     200.0000000       0.5716230       1.7931648       2.0000000       5.8000000
   38     140.7124700       0.3030010     200.0000000       0.4590411       2.0080409       2.0000000       5.8000000
   39     140.7124700       0.4280000     200.0000000       0.2838376       2.7524089       2.0000000       5.8000000
   40     140.7124700       0.6045670     200.0000000       0.0927469       4.8224233       2.0000000       5.8000000
   41     140.7124700       0.8539730     200.0000000       0.0050098      18.2574290       2.0000000       5.8000000
   42     140.7124700       0.0270050     400.0000000       0.6843573       1.6736552       2.0000000       5.8000000
   43     140.7124700       0.0381456     400.0000000       0.7188482       1.5448710       2.0000000       5.8000000
   44     140.7124700       0.0538820     400.0000000       0.7453904       1.5339232       2.0000000       5.8000000
   45     140.7124700       0.0761104     400.0000000       0.7557286       1.6095600       2.0000000       5.8000000
   46     140.7124700       0.1075090     400.0000000       0.7406794       1.6831129       2.0000000       5.8000000
   47     140.7124700       0.1518600     400.0000000       0.6824089       1.7355288       2.0000000       5.8000000
   48     140.7124700       0.2145080     400.0000000       0.5725115       1.9069329       2.0000000       5.8000000
   49     140.7124700       0.3030010     400.0000000       0.4225848       2.1926474       2.0000000       5.8000000
   50     140.7124700       0.4280000     400.0000000       0.2375100       2.9748175       2.0000000       5.8000000
   51     140.7124700       0.6045670     400.0000000       0.0703344       5.4232726       2.0000000       5.8000000
   52     140.7124700       0.8539730     400.0000000       0.0026467      31.6227766       2.0000000       5.8000000
   53     140.7124700       0.0538820     700.0000000       0.6841442       1.8257435       2.0000000       5.8000000
   54     140.7124700       0.0761104     700.0000000       0.7171039       1.8764651       2.0000000       5.8000000
   55     140.7124700       0.1075090     700.0000000       0.7015869       1.8537597       2.0000000       5.8000000
   56     140.7124700       0.1518600     700.0000000       0.6359323       1.9316621       2.0000000       5.8000000
   57     140.7124700       0.2145080     700.0000000       0.5265797       2.0244419       2.0000000       5.8000000
   58     140.7124700       0.3030010     700.0000000       0.3890124       2.5318479       2.0000000       5.8000000
   59     140.7124700       0.4280000     700.0000000       0.2238446       3.1158824       2.0000000       5.8000000
   60     140.7124700       0.6045670     700.0000000       0.0697806       6.0857775       2.0000000       5.8000000
   61     140.7124700       0.8539730     700.0000000       0.0041032      31.6227766       2.0000000       5.8000000
   62     140.7124700       0.0761104    1000.0000000       0.6697367       1.9536605       2.0000000       5.8000000
   63     140.7124700       0.1075090    1000.0000000       0.6613140       1.8898241       2.0000000       5.8000000
   64     140.7124700       0.1518600    1000.0000000       0.6065242       1.9960172       2.0000000       5.8000000
   65     140.7124700       0.2145080    1000.0000000       0.5079355       2.0000050       2.0000000       5.8000000
   66     140.7124700       0.3030010    1000.0000000       0.3789732       2.4845176       2.0000000       5.8000000
   67     140.7124700       0.4280000    1000.0000000       0.2181427       3.5355281       2.0000000       5.8000000
   68     140.7124700       0.6045670    1000.0000000       0.0687738       7.6696394       2.0000000       5.8000000
   69     140.7124700       0.8539730    1000.0000000       0.0042215      31.6227766       2.0000000       5.8000000
   70     140.7124700       0.1075090    1400.0000000       0.6242617       0.6819948       2.0000000       5.8000000
   71     140.7124700       0.1518600    1400.0000000       0.5911923       0.6920455       2.0000000       5.8000000
   72     140.7124700       0.2145080    1400.0000000       0.5056501       0.7324517       2.0000000       5.8000000
   73     140.7124700       0.3030010    1400.0000000       0.3786668       0.8690715       2.0000000       5.8000000
   74     140.7124700       0.4280000    1400.0000000       0.2142719       1.1455742       2.0000000       5.8000000
   75     140.7124700       0.6045670    1400.0000000       0.0644531       2.2304976       2.0000000       5.8000000
   76     140.7124700       0.8539730    1400.0000000       0.0031367      10.5409187       2.0000000       5.8000000
   77     140.7124700       0.2145080    3000.0000000       0.4976310       0.9386455       2.0000000       5.8000000
   78     140.7124700       0.3030010    3000.0000000       0.3776459       1.0617891       2.0000000       5.8000000
   79     140.7124700       0.4280000    3000.0000000       0.2051708       1.4271173       2.0000000       5.8000000
   80     140.7124700       0.6045670    3000.0000000       0.0572500       2.7317948       2.0000000       5.8000000
   81     140.7124700       0.8539730    3000.0000000       0.0022224      10.5409187       2.0000000       5.8000000
   82     140.7124700       0.3030010    5000.0000000       0.3453416       1.1138632       2.0000000       5.8000000
   83     140.7124700       0.4280000    5000.0000000       0.1951329       1.2422532       2.0000000       5.8000000
   84     140.7124700       0.6045670    5000.0000000       0.0579769       2.6444276       2.0000000       5.8000000
   85     140.7124700       0.8539730    5000.0000000       0.0031529      15.8113883       2.0000000       5.8000000
   86     140.7124700       0.4280000    9000.0000000       0.1898805       2.5819875       2.0000000       5.8000000
   87     140.7124700       0.6045670    9000.0000000       0.0511996       1.6158498       2.0000000       5.8000000
   88     140.7124700       0.8539730    9000.0000000       0.0022311       6.9006615       2.0000000       5.8000000
