,rs,x,Q2,sigma,stat_u(%),syst_u(%),norm_c(%),sigma (unshifted),1.26785100506295
0,140.71247,0.00678335,110,0.651587538070138,4.71404768827548,2,2.3,0.654491245746612,
1,140.71247,0.00958173,110,0.752143661518961,4.28746632741081,2,2.3,0.732904374599457,
2,140.71247,0.0135346,110,0.794711856860797,4.38108911542022,2,2.3,0.784273862838745,
3,140.71247,0.0191181,110,0.753755266738891,4.27569769498884,2,2.3,0.793266594409943,
4,140.71247,0.027005,110,0.771013730520949,4.31129727224349,2,2.3,0.765842139720917,
5,140.71247,0.0381456,110,0.721107337006127,4.27568328165991,2,2.3,0.711112976074219,
6,140.71247,0.053882,110,0.642612333993528,4.52678005014651,2,2.3,0.642978310585022,
7,140.71247,0.0761104,110,0.549133777829781,4.48561890705998,2,2.3,0.568701922893524,
8,140.71247,0.107509,110,0.478654865269132,4.79462637518679,2,2.3,0.493616491556168,
9,140.71247,0.15186,110,0.402495663558656,5.01883800882247,2,2.3,0.410979419946671,
10,140.71247,0.214508,110,0.342984049326848,5.3300404318286,2,2.3,0.313923507928848,
11,140.71247,0.303001,110,0.209838799300825,6.1780047145185,2,2.3,0.204057946801186,
12,140.71247,0.428,110,0.098021120342608,8.03218714705005,2,2.3,0.097462952136993,
13,140.71247,0.604567,110,0.015890952038287,21.821679705576,2,2.3,0.020784022286534,
14,140.71247,0.853973,110,-0.002608636671351,70.7107435120122,2,2.3,-0.001540074357763,
15,140.71247,0.00958173,130,0.683952720646651,4.36021266230328,2,2.3,0.661919355392456,
16,140.71247,0.0135346,130,0.74216501631611,4.30331332685309,2,2.3,0.723885416984558,
17,140.71247,0.0191181,130,0.735707277522463,4.41942074883792,2,2.3,0.7489173412323,
18,140.71247,0.027005,130,0.712302255169562,4.20332611022635,2,2.3,0.735273420810699,
19,140.71247,0.0381456,130,0.652051186207055,4.30730989481225,2,2.3,0.690603077411652,
20,140.71247,0.053882,130,0.635427358604813,4.42807899928458,2,2.3,0.629020392894745,
