	rs			x	Q2	sigmaNC		stat_u(%)	syst_u(%)	norm_c(%)
284	44.7213595499958	0.00129	1.29	0			0.00844	1.5	2.5
285	44.7213595499958	0.00205	1.29	0			0.0081	1.5	2.5
286	44.7213595499958	0.00205	2.05	0			0.0106	1.5	2.5
287	44.7213595499958	0.00325	1.29	0			0.00795	1.5	2.5
288	44.7213595499958	0.00325	2.05	0			0.0101	1.5	2.5
289	44.7213595499958	0.00325	3.25	0.46502560377121	0.0127	1.5	2.5
290	44.7213595499958	0.00515	1.29	0			0.00796	1.5	2.5
291	44.7213595499958	0.00515	2.05	0			0.00989	1.5	2.5
292	44.7213595499958	0.00515	3.25	0.441461563110352	0.0121	1.5	2.5
293	44.7213595499958	0.00515	5.15	0.49558487534523	0.0156	1.5	2.5
294	44.7213595499958	0.00815	1.29	0			0.00802	1.5	2.5
295	44.7213595499958	0.00815	2.05	0			0.00987	1.5	2.5
296	44.7213595499958	0.00815	3.25	0.419359594583511	0.0119	1.5	2.5
297	44.7213595499958	0.00815	5.15	0.471757382154465	0.0149	1.5	2.5
298	44.7213595499958	0.00815	8.15	0.514461994171143	0.0194	1.5	2.5
299	44.7213595499958	0.0129	1.29	0			0.00813	1.5	2.5
300	44.7213595499958	0.0129	2.05	0			0.00997	1.5	2.5
301	44.7213595499958	0.0129	3.25	0.396174788475037	0.0119	1.5	2.5
302	44.7213595499958	0.0129	5.15	0.441601157188415	0.0146	1.5	2.5
303	44.7213595499958	0.0129	8.15	0.483945667743683	0.0187	1.5	2.5
304	44.7213595499958	0.0129	12.9	0.516686320304871	0.0245	1.5	2.5
305	44.7213595499958	0.0205	1.29	0			0.00828	1.5	2.5
306	44.7213595499958	0.0205	2.05	0			0.0101	1.5	2.5
307	44.7213595499958	0.0205	3.25	0.381976157426834	0.012	1.5	2.5
308	44.7213595499958	0.0205	5.15	0.417387008666992	0.0147	1.5	2.5
309	44.7213595499958	0.0205	8.15	0.451520502567291	0.0183	1.5	2.5
310	44.7213595499958	0.0205	12.9	0.482785314321518	0.0236	1.5	2.5
311	44.7213595499958	0.0205	20.5	0.505671143531799	0.0315	1.5	2.5
312	44.7213595499958	0.0325	1.29	0			0.00842	1.5	2.5
313	44.7213595499958	0.0325	2.05	0			0.0102	1.5	2.5
314	44.7213595499958	0.0325	3.25	0.373646706342697	0.0121	1.5	2.5
315	44.7213595499958	0.0325	5.15	0.39887547492981	0.0148	1.5	2.5
316	44.7213595499958	0.0325	8.15	0.42370343208313	0.0184	1.5	2.5
317	44.7213595499958	0.0325	12.9	0.447424232959747	0.0234	1.5	2.5
318	44.7213595499958	0.0325	20.5	0.46853518486023	0.0306	1.5	2.5
319	44.7213595499958	0.0325	32.5	0.482015162706375	0.0413	1.5	2.5
320	44.7213595499958	0.0515	1.29	0			0.00856	1.5	2.5
321	44.7213595499958	0.0515	2.05	0			0.0104	1.5	2.5
322	44.7213595499958	0.0515	3.25	0.364222019910812	0.0124	1.5	2.5
323	44.7213595499958	0.0515	5.15	0.382700502872467	0.015	1.5	2.5
324	44.7213595499958	0.0515	8.15	0.400546669960022	0.0188	1.5	2.5
325	44.7213595499958	0.0515	12.9	0.41670498251915	0.0235	1.5	2.5
326	44.7213595499958	0.0515	20.5	0.43132820725441	0.0303	1.5	2.5
327	44.7213595499958	0.0515	32.5	0.443128317594528	0.0402	1.5	2.5
328	44.7213595499958	0.0515	51.5	0.449784249067306	0.0539	1.5	2.5
329	44.7213595499958	0.0815	1.29	0			0.00895	2.5	2.5
330	44.7213595499958	0.0815	2.05	0			0.0105	1.5	2.5
331	44.7213595499958	0.0815	3.25	0.361550867557526	0.0126	1.5	2.5
332	44.7213595499958	0.0815	5.15	0.371803164482117	0.0153	1.5	2.5
333	44.7213595499958	0.0815	8.15	0.381021916866302	0.0191	1.5	2.5
334	44.7213595499958	0.0815	12.9	0.389462292194366	0.0241	1.5	2.5
335	44.7213595499958	0.0815	20.5	0.396892666816711	0.0306	1.5	2.5
336	44.7213595499958	0.0815	32.5	0.403057396411896	0.0393	1.5	2.5
337	44.7213595499958	0.0815	51.5	0.407659888267517	0.0529	1.5	2.5
338	44.7213595499958	0.0815	81.5	0.409223169088364	0.0713	1.5	2.5
339	44.7213595499958	0.129	1.29	0			0.00924	2.5	2.5
340	44.7213595499958	0.129	2.05	0			0.0108	2.5	2.5
341	44.7213595499958	0.129	3.25	0.361303091049194	0.0129	1.5	2.5
342	44.7213595499958	0.129	5.15	0.36431559920311	0.0158	1.5	2.5
343	44.7213595499958	0.129	8.15	0.366068124771118	0.0196	1.5	2.5
344	44.7213595499958	0.129	12.9	0.367185711860657	0.0247	1.5	2.5
345	44.7213595499958	0.129	20.5	0.367803692817688	0.031	1.5	2.5
346	44.7213595499958	0.129	32.5	0.368018269538879	0.0405	1.5	2.5
347	44.7213595499958	0.129	51.5	0.36773282289505	0.0531	1.5	2.5
348	44.7213595499958	0.129	81.5	0.366878002882004	0.0718	1.5	2.5
349	44.7213595499958	0.129	129	0.365042597055435	0.0962	1.5	2.5
350	44.7213595499958	0.205	1.29	0			0.0102	2.5	2.5
351	44.7213595499958	0.205	2.05	0			0.0113	2.5	2.5
352	44.7213595499958	0.205	3.25	0.34750035405159	0.0135	2.5	2.5
353	44.7213595499958	0.205	5.15	0.343005269765854	0.0167	1.5	2.5
354	44.7213595499958	0.205	8.15	0.338200718164444	0.0207	1.5	2.5
355	44.7213595499958	0.205	12.9	0.332802265882492	0.0259	1.5	2.5
356	44.7213595499958	0.205	20.5	0.327235907316208	0.0335	1.5	2.5
357	44.7213595499958	0.205	32.5	0.321610331535339	0.043	1.5	2.5
358	44.7213595499958	0.205	51.5	0.316209882497787	0.055	1.5	2.5
359	44.7213595499958	0.205	81.5	0.311072379350662	0.0729	1.5	2.5
360	44.7213595499958	0.205	129	0.306365668773651	0.0959	1.5	2.5
361	44.7213595499958	0.205	205	0.302404433488846	0.132	1.5	2.5
362	44.7213595499958	0.325	1.29	0			0.021	2.5	2.5
363	44.7213595499958	0.325	2.05	0			0.0139	2.5	2.5
364	44.7213595499958	0.325	3.25	0.286162763834		0.0156	2.5	2.5
365	44.7213595499958	0.325	5.15	0.276597529649734	0.0191	2.5	2.5
366	44.7213595499958	0.325	8.15	0.265323430299759	0.024	1.5	2.5
367	44.7213595499958	0.325	12.9	0.254480570554733	0.0301	1.5	2.5
368	44.7213595499958	0.325	20.5	0.244132399559021	0.0384	1.5	2.5
369	44.7213595499958	0.325	32.5	0.234559282660484	0.0502	1.5	2.5
370	44.7213595499958	0.325	51.5	0.225549563765526	0.0639	1.5	2.5
371	44.7213595499958	0.325	81.5	0.217460930347443	0.084	1.5	2.5
372	44.7213595499958	0.325	129	0.210190042853355	0.112	1.5	2.5
373	44.7213595499958	0.325	205	0.203992664813995	0.152	1.5	2.5
374	44.7213595499958	0.325	325	0.199683576822281	0.221	1.5	2.5
375	44.7213595499958	0.515	2.05	0			0.0721	2.5	2.5
