	rs			x	Q2	sigmaNC		stat_u(%)	syst_u(%)	norm_c(%)
376	44.7213595499958	0.515	3.25	0.155621826648712	0.0293	2.5	2.5
377	44.7213595499958	0.515	5.15	0.141335070133209	0.029	2.5	2.5
378	44.7213595499958	0.515	8.15	0.12840735912323	0.0353	2.5	2.5
379	44.7213595499958	0.515	12.9	0.117116965353489	0.0449	1.5	2.5
380	44.7213595499958	0.515	20.5	0.107582561671734	0.0566	1.5	2.5
381	44.7213595499958	0.515	32.5	0.099356181919575	0.0728	1.5	2.5
382	44.7213595499958	0.515	51.5	0.092104390263558	0.0957	1.5	2.5
383	44.7213595499958	0.515	81.5	0.085791736841202	0.129	1.5	2.5
384	44.7213595499958	0.515	129	0.080269925296307	0.164	1.5	2.5
385	44.7213595499958	0.515	205	0.075550124049187	0.229	1.5	2.5
386	44.7213595499958	0.515	325	0.07176723331213	0.311	1.5	2.5
387	44.7213595499958	0.515	515	0.069298200309277	0.424	1.5	2.5
388	44.7213595499958	0.815	5.15	0.019478294998407	0.334	2.5	2.5
389	44.7213595499958	0.815	8.15	0.013654459267855	0.131	2.5	2.5
390	44.7213595499958	0.815	12.9	0.010276037268341	0.142	2.5	2.5
391	44.7213595499958	0.815	20.5	0.008144270628691	0.175	1.5	2.5
392	44.7213595499958	0.815	32.5	0.006690348498523	0.233	1.5	2.5
393	44.7213595499958	0.815	51.5	0.005633500870317	0.294	1.5	2.5
394	44.7213595499958	0.815	81.5	0.004848690703511	0.393	1.5	2.5
395	44.7213595499958	0.815	129	0.004239642061293	0.507	1.5	2.5


