,rs,x,Q2,sigma,stat_u(%),syst_u(%),norm_c(%),sigma (unshifted),0.456698971505252
116,66.332495807108,0.000515,1.29,0,0.00801,1.5,2.5,0,
117,66.332495807108,0.000815,1.29,0,0.00763,1.5,2.5,0,
118,66.332495807108,0.000815,2.05,0,0.00998,1.5,2.5,0,
119,66.332495807108,0.00129,1.29,0,0.00747,1.5,2.5,0,
120,66.332495807108,0.00129,2.05,0,0.00951,1.5,2.5,0,
121,66.332495807108,0.00129,3.25,0.546249095718962,0.012,1.5,2.5,0.546880185604095,
122,66.332495807108,0.00205,1.29,0,0.00747,1.5,2.5,0,
123,66.332495807108,0.00205,2.05,0,0.00932,1.5,2.5,0,
124,66.332495807108,0.00205,3.25,0.5138254224502,0.0114,1.5,2.5,0.510993003845215,
125,66.332495807108,0.00205,5.15,0.58603920016983,0.0146,1.5,2.5,0.58166778087616,
126,66.332495807108,0.00325,1.29,0,0.00756,1.5,2.5,0,
127,66.332495807108,0.00325,2.05,0,0.00931,1.5,2.5,0,
128,66.332495807108,0.00325,3.25,0.473200159285922,0.0112,1.5,2.5,0.474007457494736,
129,66.332495807108,0.00325,5.15,0.565801156816083,0.014,1.5,2.5,0.548768758773804,
130,66.332495807108,0.00325,8.15,0.609255905071777,0.018,1.5,2.5,0.608099341392517,
131,66.332495807108,0.00515,1.29,0,0.00771,1.5,2.5,0,
132,66.332495807108,0.00515,2.05,0,0.00941,1.5,2.5,0,
133,66.332495807108,0.00515,3.25,0.438954819912319,0.0112,1.5,2.5,0.440142512321472,
134,66.332495807108,0.00515,5.15,0.503354221527388,0.0137,1.5,2.5,0.507969617843628,
135,66.332495807108,0.00515,8.15,0.567106879624464,0.0174,1.5,2.5,0.571827411651611,
136,66.332495807108,0.00515,12.9,0.622615188130258,0.0227,1.5,2.5,0.620071172714233,
137,66.332495807108,0.00815,1.29,0,0.00789,1.5,2.5,0,
138,66.332495807108,0.00815,2.05,0,0.0096,1.5,2.5,0,
139,66.332495807108,0.00815,3.25,0.416402201675417,0.0113,1.5,2.5,0.413981586694717,
140,66.332495807108,0.00815,5.15,0.471269643004803,0.0137,1.5,2.5,0.47032630443573,
141,66.332495807108,0.00815,8.15,0.542785787949774,0.0171,1.5,2.5,0.526017308235168,
142,66.332495807108,0.00815,12.9,0.591716507744871,0.0219,1.5,2.5,0.577614426612854,
143,66.332495807108,0.00815,20.5,0.60300452354462,0.0291,1.5,2.5,0.61404275894165,
144,66.332495807108,0.0129,1.29,0,0.00807,1.5,2.5,0,
145,66.332495807108,0.0129,2.05,0,0.00978,1.5,2.5,0,
146,66.332495807108,0.0129,3.25,0.388121540298043,0.0115,1.5,2.5,0.388678371906281,
147,66.332495807108,0.0129,5.15,0.441094716040703,0.0139,1.5,2.5,0.434774667024612,
148,66.332495807108,0.0129,8.15,0.50233161756126,0.0172,1.5,2.5,0.480402380228043,
149,66.332495807108,0.0129,12.9,0.529830503629679,0.0217,1.5,2.5,0.524665474891663,
150,66.332495807108,0.0129,20.5,0.576679597919092,0.0281,1.5,2.5,0.564337551593781,
151,66.332495807108,0.0129,32.5,0.601367104217776,0.0376,1.5,2.5,0.588562250137329,
152,66.332495807108,0.0205,2.05,0,0.00998,1.5,2.5,0,
153,66.332495807108,0.0205,3.25,0.372244339346194,0.0118,1.5,2.5,0.371312648057938,
154,66.332495807108,0.0205,5.15,0.40311704180462,0.0142,1.5,2.5,0.406977146863937,
155,66.332495807108,0.0205,8.15,0.458937809488823,0.0175,1.5,2.5,0.44195282459259,
156,66.332495807108,0.0205,12.9,0.484450764235155,0.0218,1.5,2.5,0.475986361503601,
157,66.332495807108,0.0205,20.5,0.503128750766064,0.0279,1.5,2.5,0.508154392242432,
158,66.332495807108,0.0205,32.5,0.544044966848796,0.0365,1.5,2.5,0.534743547439575,
159,66.332495807108,0.0205,51.5,0.539930495313697,0.0492,1.5,2.5,0.549494564533234,
160,66.332495807108,0.0325,3.25,0.360231920125837,0.012,1.5,2.5,0.360091179609299,
161,66.332495807108,0.0325,5.15,0.388444676039365,0.0146,1.5,2.5,0.384975701570511,
162,66.332495807108,0.0325,8.15,0.420054080828947,0.0178,1.5,2.5,0.409603387117386,
163,66.332495807108,0.0325,12.9,0.434304205230551,0.0222,1.5,2.5,0.433800011873245,
164,66.332495807108,0.0325,20.5,0.470553197299625,0.0282,1.5,2.5,0.456847459077835,
165,66.332495807108,0.0325,32.5,0.490828563122859,0.0363,1.5,2.5,0.477169543504715,
166,66.332495807108,0.0325,51.5,0.494820108369911,0.048,1.5,2.5,0.493487507104874,
167,66.332495807108,0.0325,81.5,0.504614279325153,0.0659,1.5,2.5,0.500245809555054,
168,66.332495807108,0.0515,5.15,0.369018593604552,0.015,1.5,2.5,0.364382863044739,
169,66.332495807108,0.0515,8.15,0.38497352373251,0.0184,1.5,2.5,0.381469756364822,
170,66.332495807108,0.0515,12.9,0.389159537581216,0.0228,1.5,2.5,0.397218257188797,
171,66.332495807108,0.0515,20.5,0.411199593982593,0.0289,1.5,2.5,0.412078946828842,
172,66.332495807108,0.0515,32.5,0.432306821806503,0.0369,1.5,2.5,0.424947470426559,
173,66.332495807108,0.0515,51.5,0.429718741079583,0.048,1.5,2.5,0.435953229665756,
174,66.332495807108,0.0515,81.5,0.450560567239098,0.0642,1.5,2.5,0.443590313196182,
175,66.332495807108,0.0515,129,0.449117470600647,0.0866,1.5,2.5,0.44413036108017,
176,66.332495807108,0.0815,8.15,0.368787159671211,0.0189,1.5,2.5,0.356045871973038,
177,66.332495807108,0.0815,12.9,0.372282974589232,0.0236,1.5,2.5,0.363822370767593,
178,66.332495807108,0.0815,20.5,0.38744006263497,0.0298,1.5,2.5,0.370757967233658,
179,66.332495807108,0.0815,32.5,0.382427303878566,0.0379,1.5,2.5,0.376670151948929,
180,66.332495807108,0.0815,51.5,0.383622015353526,0.0486,1.5,2.5,0.381546050310135,
181,66.332495807108,0.0815,81.5,0.396681891834316,0.0632,1.5,2.5,0.384922593832016,
182,66.332495807108,0.0815,129,0.388205926430972,0.0855,1.5,2.5,0.385985672473907,
183,66.332495807108,0.0815,205,0.386438922541732,0.117,1.5,2.5,0.381714373826981,
184,66.332495807108,0.129,12.9,0.332092185440476,0.0244,1.5,2.5,0.333561390638351,
185,66.332495807108,0.129,20.5,0.340945596009666,0.0309,1.5,2.5,0.333568066358566,
186,66.332495807108,0.129,32.5,0.338683372137615,0.0394,1.5,2.5,0.333253890275955,
187,66.332495807108,0.129,51.5,0.341652692282074,0.0503,1.5,2.5,0.332525610923767,
188,66.332495807108,0.129,81.5,0.338465561117325,0.0646,1.5,2.5,0.331256598234177,
189,66.332495807108,0.129,129,0.342424659982578,0.0855,1.5,2.5,0.329110443592072,
190,66.332495807108,0.129,205,0.332421609679546,0.114,1.5,2.5,0.325182676315308,
191,66.332495807108,0.129,325,0.318472380613674,0.159,1.5,2.5,0.316886514425278,
192,66.332495807108,0.205,20.5,0.289671191805519,0.033,1.5,2.5,0.283119976520538,
193,66.332495807108,0.205,32.5,0.277791773244658,0.0421,1.5,2.5,0.277557462453842,
194,66.332495807108,0.205,51.5,0.275504857360837,0.0536,1.5,2.5,0.272211670875549,
195,66.332495807108,0.205,81.5,0.271479497156949,0.0691,1.5,2.5,0.266983330249786,
196,66.332495807108,0.205,129,0.256889125260001,0.0905,1.5,2.5,0.261701345443726,
197,66.332495807108,0.205,205,0.26072517394559,0.122,1.5,2.5,0.255902320146561,
198,66.332495807108,0.205,325,0.254224837961909,0.162,1.5,2.5,0.248685702681541,
199,66.332495807108,0.205,515,0.232589487304047,0.222,1.5,2.5,0.237502500414848,
200,66.332495807108,0.325,32.5,0.195210948696671,0.049,1.5,2.5,0.190340116620064,
201,66.332495807108,0.325,51.5,0.183279879527056,0.0637,1.5,2.5,0.182585433125496,
202,66.332495807108,0.325,81.5,0.174002871943193,0.0811,1.5,2.5,0.175526097416878,
203,66.332495807108,0.325,129,0.169146251122693,0.106,1.5,2.5,0.168939039111137,
204,66.332495807108,0.325,205,0.162946245077858,0.139,1.5,2.5,0.162578776478767,
205,66.332495807108,0.325,325,0.16074845324052,0.182,1.5,2.5,0.156122088432312,
206,66.332495807108,0.325,515,0.15126620473436,0.252,1.5,2.5,0.148586302995682,
207,66.332495807108,0.325,815,0.140275617867953,0.37,1.5,2.5,0.137852936983109,
208,66.332495807108,0.515,51.5,0.070762524762424,0.096,1.5,2.5,0.06960342079401,
209,66.332495807108,0.515,81.5,0.0647040013785,0.123,1.5,2.5,0.064651191234589,
210,66.332495807108,0.515,129,0.060371225182889,0.163,1.5,2.5,0.0602767765522,
211,66.332495807108,0.515,205,0.05728932836941,0.207,1.5,2.5,0.056379918009043,
212,66.332495807108,0.515,325,0.052692886941382,0.27,1.5,2.5,0.052833188325167,
213,66.332495807108,0.515,515,0.050466318503957,0.382,1.5,2.5,0.049385346472263,
214,66.332495807108,0.515,815,0.045831914397523,0.52,1.5,2.5,0.045588210225105,
215,66.332495807108,0.515,1290,0.03984921817783,0.756,1.5,2.5,0.040525712072849,
216,66.332495807108,0.815,81.5,0.003892008179315,0.405,1.5,2.5,0.003799970960245,
217,66.332495807108,0.815,129,0.003217370190222,0.498,1.5,2.5,0.003320197574794,
218,66.332495807108,0.815,205,0.002922025732171,0.645,1.5,2.5,0.002934860065579,
219,66.332495807108,0.815,325,0.002717609196406,0.818,1.5,2.5,0.00262253289111,
220,66.332495807108,0.815,515,0.002412671064539,1.17,1.5,2.5,0.002361110411584,
221,66.332495807108,0.815,815,0.002116396799308,1.62,1.5,2.5,0.002140518510714,
222,66.332495807108,0.815,1290,0.001940297673026,1.74,1.5,2.5,0.001947246491909,
