,rs,x,Q2,sigma,stat_u(%),syst_u(%),norm_c(%),sigma (unshifted),1.09343348760665
0,140.712472794703,0.000129,1.29,0,0.00681,1.5,2.5,0,
1,140.712472794703,0.000205,1.29,0,0.00654,1.5,2.5,0,
2,140.712472794703,0.000205,2.05,0,0.0084,1.5,2.5,0,
3,140.712472794703,0.000325,1.29,0,0.00647,1.5,2.5,0,
4,140.712472794703,0.000325,2.05,0,0.0081,1.5,2.5,0,
5,140.712472794703,0.000325,3.25,0.723928424489669,0.0101,1.5,2.5,0.711267948150635,
6,140.712472794703,0.000515,1.29,0,0.00652,1.5,2.5,0,
7,140.712472794703,0.000515,2.05,0,0.00803,1.5,2.5,0,
8,140.712472794703,0.000515,3.25,0.681871321809568,0.00973,1.5,2.5,0.666099786758423,
9,140.712472794703,0.000515,5.15,0.806686197703338,0.0122,1.5,2.5,0.78923112154007,
10,140.712472794703,0.000815,1.29,0,0.00665,1.5,2.5,0,
11,140.712472794703,0.000815,2.05,0,0.00811,1.5,2.5,0,
12,140.712472794703,0.000815,3.25,0.630907231695568,0.00963,1.5,2.5,0.617226541042328,
13,140.712472794703,0.000815,5.15,0.761859526175026,0.0118,1.5,2.5,0.738320708274841,
14,140.712472794703,0.000815,8.15,0.874951433318577,0.015,1.5,2.5,0.848770499229431,
15,140.712472794703,0.00129,1.29,0,0.00684,1.5,2.5,0,
16,140.712472794703,0.00129,2.05,0,0.0083,1.5,2.5,0,
17,140.712472794703,0.00129,3.25,0.588081084213294,0.00973,1.5,2.5,0.570556402206421,
18,140.712472794703,0.00129,5.15,0.700044075677008,0.0117,1.5,2.5,0.679882884025574,
19,140.712472794703,0.00129,8.15,0.825217286222892,0.0145,1.5,2.5,0.789709568023681,
20,140.712472794703,0.00129,12.9,0.91043190874787,0.0186,1.5,2.5,0.888450443744659,
21,140.712472794703,0.00205,1.29,0,0.00707,1.5,2.5,0,
22,140.712472794703,0.00205,2.05,0,0.00853,1.5,2.5,0,
23,140.712472794703,0.00205,3.25,0.535352602740877,0.00995,1.5,2.5,0.523012399673462,
24,140.712472794703,0.00205,5.15,0.633100720983054,0.0119,1.5,2.5,0.619057655334473,
25,140.712472794703,0.00205,8.15,0.73724897255705,0.0145,1.5,2.5,0.717951893806458,
26,140.712472794703,0.00205,12.9,0.829535869326,0.0182,1.5,2.5,0.816591560840607,
27,140.712472794703,0.00205,20.5,0.92207189209536,0.0235,1.5,2.5,0.902397096157074,
28,140.712472794703,0.00325,1.29,0,0.00731,1.5,2.5,0,
29,140.712472794703,0.00325,2.05,0,0.00882,1.5,2.5,0,
30,140.712472794703,0.00325,3.25,0.502087268070736,0.0103,1.5,2.5,0.481950163841248,
31,140.712472794703,0.00325,5.15,0.578535673146323,0.0122,1.5,2.5,0.56503027677536,
32,140.712472794703,0.00325,8.15,0.669589313310385,0.0147,1.5,2.5,0.650177597999573,
33,140.712472794703,0.00325,12.9,0.758325276275731,0.0182,1.5,2.5,0.737159252166748,
34,140.712472794703,0.00325,20.5,0.862437771323105,0.023,1.5,2.5,0.821777582168579,
35,140.712472794703,0.00325,32.5,0.92084804951699,0.03,1.5,2.5,0.889604389667511,
36,140.712472794703,0.00515,1.29,0,0.00756,1.5,2.5,0,
37,140.712472794703,0.00515,2.05,0,0.00912,1.5,2.5,0,
38,140.712472794703,0.00515,3.25,0.449645303229687,0.0106,1.5,2.5,0.448228031396866,
39,140.712472794703,0.00515,5.15,0.527033263132747,0.0125,1.5,2.5,0.518216192722321,
40,140.712472794703,0.00515,8.15,0.613820643443479,0.0151,1.5,2.5,0.58953732252121,
41,140.712472794703,0.00515,12.9,0.68357785349224,0.0185,1.5,2.5,0.66218912601471,
42,140.712472794703,0.00515,20.5,0.749770916203835,0.0232,1.5,2.5,0.734835743904114,
43,140.712472794703,0.00515,32.5,0.855122762704327,0.0297,1.5,2.5,0.8015998005867,
44,140.712472794703,0.00515,51.5,0.890687578342641,0.0388,1.5,2.5,0.854062139987946,
45,140.712472794703,0.00815,1.29,0,0.00778,2.5,2.5,0,
46,140.712472794703,0.00815,2.05,0,0.0094,1.5,2.5,0,
47,140.712472794703,0.00815,3.25,0.44325408792133,0.0109,1.5,2.5,0.420731037855148,
48,140.712472794703,0.00815,5.15,0.501777823642465,0.013,1.5,2.5,0.478131145238876,
49,140.712472794703,0.00815,8.15,0.543615544178919,0.0157,1.5,2.5,0.536448240280151,
50,140.712472794703,0.00815,12.9,0.609765571270714,0.0191,1.5,2.5,0.595362365245819,
51,140.712472794703,0.00815,20.5,0.689558432905055,0.0237,1.5,2.5,0.654284298419952,
52,140.712472794703,0.00815,32.5,0.740864297247078,0.0299,1.5,2.5,0.709871292114258,
53,140.712472794703,0.00815,51.5,0.76750270605253,0.0385,1.5,2.5,0.76095461845398,
54,140.712472794703,0.00815,81.5,0.831044346665092,0.0513,1.5,2.5,0.797710955142975,
55,140.712472794703,0.0129,1.29,0,0.00801,2.5,2.5,0,
56,140.712472794703,0.0129,2.05,0,0.00967,2.5,2.5,0,
57,140.712472794703,0.0129,3.25,0.413820181383954,0.0113,1.5,2.5,0.397257000207901,
58,140.712472794703,0.0129,5.15,0.445559726093863,0.0135,1.5,2.5,0.443937391042709,
59,140.712472794703,0.0129,8.15,0.504215644399768,0.0163,1.5,2.5,0.490420311689377,
60,140.712472794703,0.0129,12.9,0.56096730063174,0.0198,1.5,2.5,0.537124812602997,
61,140.712472794703,0.0129,20.5,0.601942886254285,0.0246,1.5,2.5,0.582959055900574,
62,140.712472794703,0.0129,32.5,0.638457536849918,0.0308,1.5,2.5,0.626574516296387,
63,140.712472794703,0.0129,51.5,0.684133384489957,0.0392,1.5,2.5,0.667784810066223,
64,140.712472794703,0.0129,81.5,0.719451050696624,0.0509,1.5,2.5,0.703579306602478,
65,140.712472794703,0.0129,129,0.742983362588629,0.0684,1.5,2.5,0.726949870586395,
66,140.712472794703,0.0205,1.29,0,0.00822,2.5,2.5,0,
67,140.712472794703,0.0205,2.05,0,0.00991,2.5,2.5,0,
68,140.712472794703,0.0205,3.25,0.386487067512707,0.0116,2.5,2.5,0.381887406110764,
69,140.712472794703,0.0205,5.15,0.442560499486468,0.0139,1.5,2.5,0.417722463607788,
70,140.712472794703,0.0205,8.15,0.468363936868515,0.0169,1.5,2.5,0.453183710575104,
71,140.712472794703,0.0205,12.9,0.510619013117255,0.0207,1.5,2.5,0.488124758005142,
72,140.712472794703,0.0205,20.5,0.532701265844081,0.0255,1.5,2.5,0.522305965423584,
73,140.712472794703,0.0205,32.5,0.572573195198196,0.032,1.5,2.5,0.554350793361664,
74,140.712472794703,0.0205,51.5,0.605777479767513,0.0409,1.5,2.5,0.584684133529663,
75,140.712472794703,0.0205,81.5,0.636789971297117,0.0516,1.5,2.5,0.612079083919525,
76,140.712472794703,0.0205,129,0.647061494957002,0.0679,1.5,2.5,0.63488757610321,
77,140.712472794703,0.0205,205,0.655328037638231,0.0908,1.5,2.5,0.648102521896362,
78,140.712472794703,0.0325,1.29,0,0.00841,2.5,2.5,0,
79,140.712472794703,0.0325,2.05,0,0.0101,2.5,2.5,0,
80,140.712472794703,0.0325,3.25,0.375689869684781,0.012,2.5,2.5,0.372935265302658,
81,140.712472794703,0.0325,5.15,0.399857476923954,0.0144,2.5,2.5,0.397978067398071,
82,140.712472794703,0.0325,8.15,0.4423472858843,0.0175,1.5,2.5,0.423058748245239,
83,140.712472794703,0.0325,12.9,0.465056196032737,0.0216,1.5,2.5,0.448139429092407,
84,140.712472794703,0.0325,20.5,0.482088608775798,0.0268,1.5,2.5,0.472307085990906,
85,140.712472794703,0.0325,32.5,0.500576244861585,0.0333,1.5,2.5,0.49442595243454,
86,140.712472794703,0.0325,51.5,0.54649466216362,0.0421,1.5,2.5,0.515141487121582,
87,140.712472794703,0.0325,81.5,0.530940690987782,0.0539,1.5,2.5,0.533838093280792,
88,140.712472794703,0.0325,129,0.568957495557567,0.069,1.5,2.5,0.550168097019196,
89,140.712472794703,0.0325,205,0.585944989493083,0.0909,1.5,2.5,0.562854528427124,
90,140.712472794703,0.0325,325,0.580727133546614,0.125,1.5,2.5,0.567456305027008,
91,140.712472794703,0.0515,2.05,0,0.0103,2.5,2.5,0,
92,140.712472794703,0.0515,3.25,0.366883639199963,0.0122,2.5,2.5,0.363162010908127,
93,140.712472794703,0.0515,5.15,0.385777203394689,0.0148,2.5,2.5,0.381716459989548,
94,140.712472794703,0.0515,8.15,0.392035535230063,0.0181,2.5,2.5,0.399198293685913,
95,140.712472794703,0.0515,12.9,0.425794387697132,0.0224,1.5,2.5,0.415498286485672,
96,140.712472794703,0.0515,20.5,0.43834531245753,0.0278,1.5,2.5,0.43116882443428,
97,140.712472794703,0.0515,32.5,0.463253619906712,0.0349,1.5,2.5,0.445120096206665,
98,140.712472794703,0.0515,51.5,0.463648489445838,0.0439,1.5,2.5,0.45771911740303,
99,140.712472794703,0.0515,81.5,0.485147702689164,0.0556,1.5,2.5,0.468835055828095,
100,140.712472794703,0.0515,129,0.48301546402418,0.0719,1.5,2.5,0.478383421897888,
101,140.712472794703,0.0515,205,0.506784474637838,0.0926,1.5,2.5,0.486123532056809,
102,140.712472794703,0.0515,325,0.500469707215718,0.122,1.5,2.5,0.490616083145142,
103,140.712472794703,0.0515,515,0.501951859996401,0.173,1.5,2.5,0.488204509019852,
104,140.712472794703,0.0815,3.25,0.361992143404731,0.0125,2.5,2.5,0.360374629497528,
105,140.712472794703,0.0815,5.15,0.3882027190225,0.0152,2.5,2.5,0.370712280273437,
106,140.712472794703,0.0815,8.15,0.404766927177616,0.0188,2.5,2.5,0.380198299884796,
107,140.712472794703,0.0815,12.9,0.401890853998631,0.0234,2.5,2.5,0.388666749000549,
108,140.712472794703,0.0815,20.5,0.402304189516691,0.0291,1.5,2.5,0.396496683359146,
109,140.712472794703,0.0815,32.5,0.42826987991294,0.0366,1.5,2.5,0.403259992599487,
110,140.712472794703,0.0815,51.5,0.428949641775344,0.0462,1.5,2.5,0.409043073654175,
111,140.712472794703,0.0815,81.5,0.430753585471636,0.0589,1.5,2.5,0.413791090250015,
112,140.712472794703,0.0815,129,0.426896348662673,0.0745,1.5,2.5,0.417617797851563,
113,140.712472794703,0.0815,205,0.429682182235291,0.0969,1.5,2.5,0.420313268899918,
