    i          rs           x          Q2       sigma        stat        syst        norm
  423      28.6356421       0.0032500       1.2900000       0.0000000       0.0028619       1.5000000       2.5000000
  424      28.6356421       0.0051500       1.2900000       0.0000000       0.0027322       1.5000000       2.5000000
  425      28.6356421       0.0051500       2.0500000       0.0000000       0.0035734       1.5000000       2.5000000
  426      28.6356421       0.0081500       1.2900000       0.0000000       0.0026721       1.5000000       2.5000000
  427      28.6356421       0.0081500       2.0500000       0.0000000       0.0034153       1.5000000       2.5000000
  428      28.6356421       0.0081500       3.2500000       0.4198569       0.0043007       1.5000000       2.5000000
  429      28.6356421       0.0129000       1.2900000       0.0000000       0.0026500       1.5000000       2.5000000
  430      28.6356421       0.0129000       2.0500000       0.0000000       0.0033204       1.5000000       2.5000000
  431      28.6356421       0.0129000       3.2500000       0.3743746       0.0040793       1.5000000       2.5000000
  432      28.6356421       0.0129000       5.1500000       0.4100719       0.0052810       1.5000000       2.5000000
  433      28.6356421       0.0205000       1.2900000       0.0000000       0.0026626       1.5000000       2.5000000
  434      28.6356421       0.0205000       2.0500000       0.0000000       0.0032888       1.5000000       2.5000000
  435      28.6356421       0.0205000       3.2500000       0.3971314       0.0039845       1.5000000       2.5000000
  436      28.6356421       0.0205000       5.1500000       0.4248299       0.0050596       1.5000000       2.5000000
  437      28.6356421       0.0205000       8.1500000       0.4349001       0.0066092       1.5000000       2.5000000
  438      28.6356421       0.0325000       1.2900000       0.0000000       0.0026879       1.5000000       2.5000000
  439      28.6356421       0.0325000       2.0500000       0.0000000       0.0032888       1.5000000       2.5000000
  440      28.6356421       0.0325000       3.2500000       0.3623350       0.0039528       1.5000000       2.5000000
  441      28.6356421       0.0325000       5.1500000       0.3998351       0.0049332       1.5000000       2.5000000
  442      28.6356421       0.0325000       8.1500000       0.4347032       0.0063246       1.5000000       2.5000000
  443      28.6356421       0.0325000      12.9000000       0.4532582       0.0084117       1.5000000       2.5000000
  444      28.6356421       0.0515000       1.2900000       0.0000000       0.0027164       1.5000000       2.5000000
  445      28.6356421       0.0515000       2.0500000       0.0000000       0.0032888       1.5000000       2.5000000
  446      28.6356421       0.0515000       3.2500000       0.3477189       0.0039845       1.5000000       2.5000000
  447      28.6356421       0.0515000       5.1500000       0.3659270       0.0049332       1.5000000       2.5000000
  448      28.6356421       0.0515000       8.1500000       0.3927036       0.0062297       1.5000000       2.5000000
  449      28.6356421       0.0515000      12.9000000       0.4215662       0.0081271       1.5000000       2.5000000
  450      28.6356421       0.0515000      20.5000000       0.4397573       0.0109099       1.5000000       2.5000000
  451      28.6356421       0.0815000       1.2900000       0.0000000       0.0028271       1.5000000       2.5000000
  452      28.6356421       0.0815000       2.0500000       0.0000000       0.0033204       1.5000000       2.5000000
  453      28.6356421       0.0815000       3.2500000       0.3498270       0.0040161       1.5000000       2.5000000
  454      28.6356421       0.0815000       5.1500000       0.3543458       0.0049648       1.5000000       2.5000000
  455      28.6356421       0.0815000       8.1500000       0.3681727       0.0062297       1.5000000       2.5000000
  456      28.6356421       0.0815000      12.9000000       0.3887904       0.0080006       1.5000000       2.5000000
  457      28.6356421       0.0815000      20.5000000       0.4079456       0.0105304       1.5000000       2.5000000
  458      28.6356421       0.0815000      32.5000000       0.4148462       0.0142619       1.5000000       2.5000000
  459      28.6356421       0.1290000       1.2900000       0.0000000       0.0029251       1.5000000       2.5000000
  460      28.6356421       0.1290000       2.0500000       0.0000000       0.0034153       1.5000000       2.5000000
  461      28.6356421       0.1290000       3.2500000       0.3465711       0.0041110       1.5000000       2.5000000
  462      28.6356421       0.1290000       5.1500000       0.3483676       0.0050280       1.5000000       2.5000000
  463      28.6356421       0.1290000       8.1500000       0.3585913       0.0063246       1.5000000       2.5000000
  464      28.6356421       0.1290000      12.9000000       0.3726888       0.0080322       1.5000000       2.5000000
  465      28.6356421       0.1290000      20.5000000       0.3825334       0.0104671       1.5000000       2.5000000
  466      28.6356421       0.1290000      32.5000000       0.3813838       0.0138824       1.5000000       2.5000000
  467      28.6356421       0.1290000      51.5000000       0.3685105       0.0189420       1.5000000       2.5000000
  468      28.6356421       0.2050000       1.2900000       0.0000000       0.0031939       2.5000000       2.5000000
  469      28.6356421       0.2050000       2.0500000       0.0000000       0.0035734       1.5000000       2.5000000
  470      28.6356421       0.2050000       3.2500000       0.3336255       0.0043007       1.5000000       2.5000000
  471      28.6356421       0.2050000       5.1500000       0.3402157       0.0053126       1.5000000       2.5000000
  472      28.6356421       0.2050000       8.1500000       0.3472619       0.0066092       1.5000000       2.5000000
  473      28.6356421       0.2050000      12.9000000       0.3471588       0.0084117       1.5000000       2.5000000
  474      28.6356421       0.2050000      20.5000000       0.3368664       0.0108782       1.5000000       2.5000000
  475      28.6356421       0.2050000      32.5000000       0.3199768       0.0141986       1.5000000       2.5000000
  476      28.6356421       0.2050000      51.5000000       0.3042689       0.0190685       1.5000000       2.5000000
  477      28.6356421       0.2050000      81.5000000       0.2956907       0.0261520       1.5000000       2.5000000
  478      28.6356421       0.3250000       1.2900000       0.0000000       0.0066092       2.5000000       2.5000000
  479      28.6356421       0.3250000       2.0500000       0.0000000       0.0043956       2.5000000       2.5000000
  480      28.6356421       0.3250000       3.2500000       0.2976045       0.0049332       1.5000000       2.5000000
  481      28.6356421       0.3250000       5.1500000       0.2882168       0.0060400       1.5000000       2.5000000
  482      28.6356421       0.3250000       8.1500000       0.2699670       0.0075895       1.5000000       2.5000000
  483      28.6356421       0.3250000      12.9000000       0.2498360       0.0096449       1.5000000       2.5000000
  484      28.6356421       0.3250000      20.5000000       0.2335302       0.0124594       1.5000000       2.5000000
  485      28.6356421       0.3250000      32.5000000       0.2248478       0.0162225       1.5000000       2.5000000
  486      28.6356421       0.3250000      51.5000000       0.2224413       0.0213770       1.5000000       2.5000000
  487      28.6356421       0.3250000      81.5000000       0.2223736       0.0289348       1.5000000       2.5000000
  488      28.6356421       0.3250000     129.0000000       0.2196950       0.0395285       1.5000000       2.5000000
  489      28.6356421       0.5150000       2.0500000       0.0000000       0.0228633       2.5000000       2.5000000
  490      28.6356421       0.5150000       3.2500000       0.1583291       0.0092339       2.5000000       2.5000000
  491      28.6356421       0.5150000       5.1500000       0.1372353       0.0091074       1.5000000       2.5000000
  492      28.6356421       0.5150000       8.1500000       0.1225522       0.0111312       1.5000000       2.5000000
  493      28.6356421       0.5150000      12.9000000       0.1131431       0.0141670       1.5000000       2.5000000
  494      28.6356421       0.5150000      20.5000000       0.1075903       0.0183412       1.5000000       2.5000000
  495      28.6356421       0.5150000      32.5000000       0.1025852       0.0239701       1.5000000       2.5000000
  496      28.6356421       0.5150000      51.5000000       0.0961744       0.0314963       1.5000000       2.5000000
  497      28.6356421       0.5150000      81.5000000       0.0880492       0.0420583       1.5000000       2.5000000
  498      28.6356421       0.5150000     129.0000000       0.0796584       0.0569210       1.5000000       2.5000000
  499      28.6356421       0.5150000     205.0000000       0.0731254       0.0809543       1.5000000       2.5000000
  500      28.6356421       0.8150000       5.1500000       0.0190773       0.1087824       2.5000000       2.5000000
  501      28.6356421       0.8150000       8.1500000       0.0135158       0.0417421       1.5000000       2.5000000
  502      28.6356421       0.8150000      12.9000000       0.0105545       0.0442719       1.5000000       2.5000000
