	rs	x	Q2	sigma	stat_u(%)	syst_u(%)	norm_c(%)
0	140.71247	0.00678335	110	0.800980746746063	1.49071276936019	2	2.3
1	140.71247	0.00958173	110	0.895060420036316	1.35581589858954	2	2.3
2	140.71247	0.0135346	110	0.961216449737549	1.38542202369002	2	2.3
3	140.71247	0.0191181	110	0.984118402004242	1.35209433024966	2	2.3
4	140.71247	0.027005	110	0.971354067325592	1.36335190503605	2	2.3
5	140.71247	0.0381456	110	0.93487274646759	1.35208977235486	2	2.3
6	140.71247	0.053882	110	0.883077383041382	1.43149354250742	2	2.3
7	140.71247	0.0761104	110	0.824419379234314	1.41847724618247	2	2.3
8	140.71247	0.107509	110	0.763988435268402	1.51619398751073	2	2.3
9	140.71247	0.15186 	110	0.696017146110535	1.58709593153032	2	2.3
10	140.71247	0.214508	110	0.600729823112488	1.68550677853658	2	2.3
11	140.71247	0.303001	110	0.462367743253708	1.95365662931368	2	2.3
12	140.71247	0.428	 	110	0.277133494615555	2.5400005977408	2	2.3
13	140.71247	0.604567	110	0.090576894581318	6.90062102402926	2	2.3
14	140.71247	0.853973	110	0.009164803661406	22.3607004541932	2	2.3
15	140.71247	0.00958173	130	0.83197557926178	1.37882030955849	2	2.3
16	140.71247	0.0135346	130	0.910377144813538	1.36082715982124	2	2.3
17	140.71247	0.0191181	130	0.949637532234192	1.39754355049348	2	2.3
18	140.71247	0.027005	130	0.950252771377564	1.32920842567713	2	2.3
19	140.71247	0.0381456	130	0.922793030738831	1.3620909855787	2	2.3
20	140.71247	0.053882	130	0.876313626766205	1.40028152968984	2	2.3
21	140.71247	0.0761104	130	0.820213615894318	1.44037843918115	2	2.3
22	140.71247	0.107509	130	0.760554254055023	1.46647274071823	2	2.3
23	140.71247	0.15186	130	0.692214369773865	1.57328893079022	2	2.3
24	140.71247	0.214508	130	0.596057176589966	1.72259577723139	2	2.3
25	140.71247	0.303001	130	0.456919372081757	1.95740304075658	2	2.3
26	140.71247	0.428	130	0.272131234407425	2.77350525013381	2	2.3
27	140.71247	0.604567	130	0.08804515004158	5.27046882090755	2	2.3
28	140.71247	0.853973	130	0.008676454424858	22.3607004541932	2	2.3
29	140.71247	0.0135346	200	0.765431463718414	1.51099298424168	2	2.3
30	140.71247	0.0191181	200	0.835002601146698	1.45095044134109	2	2.3
31	140.71247	0.027005	200	0.87334394454956	1.39346957756018	2	2.3
32	140.71247	0.0381456	200	0.875611245632172	1.37620732372934	2	2.3
33	140.71247	0.053882	200	0.848627626895904	1.41705143090365	2	2.3
34	140.71247	0.0761104	200	0.803323268890381	1.55417467663725	2	2.3
35	140.71247	0.107509	200	0.748444437980652	1.57329068039764	2	2.3
36	140.71247	0.15186	200	0.680965960025787	1.65294860669919	2	2.3
37	140.71247	0.214508	200	0.583701908588409	1.7931647687079	2	2.3
38	140.71247	0.303001	200	0.443280577659607	2.00804089676861	2	2.3
39	140.71247	0.428	200	0.259910941123962	2.7524088843521	2	2.3
40	140.71247	0.604567	200	0.082082599401474	4.82242325425077	2	2.3
41	140.71247	0.853973	200	0.007600212004036	18.2574290316075	2	2.3
42	140.71247	0.027005	400	0.701888740062714	1.67365518775809	2	2.3
43	140.71247	0.0381456	400	0.749217987060547	1.5448710255715	2	2.3
44	140.71247	0.053882	400	0.767004370689392	1.5339232204198	2	2.3
45	140.71247	0.0761104	400	0.752955377101898	1.60955996421957	2	2.3
46	140.71247	0.107509	400	0.716209709644318	1.68311293699815	2	2.3
47	140.71247	0.15186	400	0.657097399234772	1.73552875489343	2	2.3
48	140.71247	0.214508	400	0.56236344575882	1.90693289516369	2	2.3
49	140.71247	0.303001	400	0.422312349081039	2.1926473683505	2	2.3
50	140.71247	0.428	400	0.242088228464127	2.97481752457189	2	2.3
51	140.71247	0.604567	400	0.073886819183827	5.42327263042736	2	2.3
52	140.71247	0.853973	400	0.006261257454753	31.6227766016838	2	2.3
53	140.71247	0.053882	700	0.673176169395447	1.82574347746374	2	2.3
54	140.71247	0.0761104	700	0.688195586204529	1.87646513591487	2	2.3
55	140.71247	0.107509	700	0.67515242099762	1.85375971971678	2	2.3
56	140.71247	0.15186	700	0.630499064922333	1.93166209806676	2	2.3
57	140.71247	0.214508	700	0.54289835691452	2.0244418516444	2	2.3
58	140.71247	0.303001	700	0.40587642788887	2.5318479257632	2	2.3
59	140.71247	0.428	700	0.229091390967369	3.1158823564022	2	2.3
60	140.71247	0.604567	700	0.068241573870182	6.0857775332311	2	2.3
61	140.71247	0.853973	700	0.005410131067038	31.6227766016838	2	2.3
62	140.71247	0.0761104	1000	0.640724360942841	1.95366048936276	2	2.3
63	140.71247	0.107509	1000	0.641853630542755	1.88982407571884	2	2.3
64	140.71247	0.15186	1000	0.60930073261261	1.99601715896329	2	2.3
65	140.71247	0.214508	1000	0.5289506316185	2.00000500054607	2	2.3
66	140.71247	0.303001	1000	0.395415961742401	2.48451756416416	2	2.3
67	140.71247	0.428	1000	0.221334844827652	3.53552809445472	2	2.3
68	140.71247	0.604567	1000	0.064995020627976	7.66963944743476	2	2.3
69	140.71247	0.853973	1000	0.004939551465213	31.6227766016838	2	2.3
70	140.71247	0.107509	1400	0.608505189418793	0.681994759906051	2	2.3
71	140.71247	0.15186	1400	0.586525440216064	0.692045460233089	2	2.3
72	140.71247	0.214508	1400	0.514496564865112	0.732451738390535	2	2.3
73	140.71247	0.303001	1400	0.385433733463287	0.869071461570841	2	2.3
74	140.71247	0.428	1400	0.21432538330555	1.14557423850106	2	2.3
75	140.71247	0.604567	1400	0.062135439366102	2.23049761104015	2	2.3
76	140.71247	0.853973	1400	0.004533005878329	10.540918692736	2	2.3
77	140.71247	0.214508	3000	0.478986710309982	0.938645521759212	2	2.3
78	140.71247	0.303001	3000	0.362171530723572	1.06178914050389	2	2.3
79	140.71247	0.428	3000	0.199293598532677	1.42711729309171	2	2.3
80	140.71247	0.604567	3000	0.056211315095425	2.73179475658587	2	2.3
81	140.71247	0.853973	3000	0.003701756242663	10.540918692736	2	2.3
82	140.71247	0.303001	5000	0.347008794546127	1.11386324180062	2	2.3
83	140.71247	0.428	5000	0.189764767885208	1.24225316005462	2	2.3
84	140.71247	0.604567	5000	0.052548244595528	2.64442764861496	2	2.3
85	140.71247	0.853973	5000	0.00318729900755	15.8113883008419	2	2.3
86	140.71247	0.428	9000	0.179772764444351	2.58198745569923	2	2.3
87	140.71247	0.604567	9000	0.048624526709318	1.6158497576605	2	2.3
88	140.71247	0.853973	9000	0.002637045457959	6.900661545229	2	2.3
