,rs,x,Q2,sigma,stat_u(%),syst_u(%),norm_c(%),sigma (unshifted),-0.337263105522954
0,88.994381845148,0.000325,1.29,0,0.00744,1.5,2.5,0,
1,88.994381845148,0.000515,1.29,0,0.00715,1.5,2.5,0,
2,88.994381845148,0.000515,2.05,0,0.00925,1.5,2.5,0,
3,88.994381845148,0.000815,1.29,0,0.00705,1.5,2.5,0,
4,88.994381845148,0.000815,2.05,0,0.0089,1.5,2.5,0,
5,88.994381845148,0.000815,3.25,0.598953361879004,0.0111,1.5,2.5,0.60228419303894,
6,88.994381845148,0.00129,1.29,0,0.0071,1.5,2.5,0,
7,88.994381845148,0.00129,2.05,0,0.0088,1.5,2.5,0,
8,88.994381845148,0.00129,3.25,0.553628471731432,0.0107,1.5,2.5,0.563257277011871,
9,88.994381845148,0.00129,5.15,0.645678888022813,0.0135,1.5,2.5,0.65382981300354,
10,88.994381845148,0.00205,1.29,0,0.00723,1.5,2.5,0,
11,88.994381845148,0.00205,2.05,0,0.00886,1.5,2.5,0,
12,88.994381845148,0.00205,3.25,0.526128529930765,0.0106,1.5,2.5,0.518218457698822,
13,88.994381845148,0.00205,5.15,0.606272465516883,0.013,1.5,2.5,0.608205199241638,
14,88.994381845148,0.00205,8.15,0.68568450745519,0.0167,1.5,2.5,0.687950909137726,
15,88.994381845148,0.00325,1.29,0,0.00741,1.5,2.5,0,
16,88.994381845148,0.00325,2.05,0,0.009,1.5,2.5,0,
17,88.994381845148,0.00325,3.25,0.457470694308707,0.0106,1.5,2.5,0.477628827095032,
18,88.994381845148,0.00325,5.15,0.558187776429131,0.0129,1.5,2.5,0.558487236499786,
19,88.994381845148,0.00325,8.15,0.618196636362228,0.0161,1.5,2.5,0.637719094753265,
20,88.994381845148,0.00325,12.9,0.713047010742166,0.0209,1.5,2.5,0.706026673316956,
21,88.994381845148,0.00515,1.29,0,0.00762,1.5,2.5,0,
22,88.994381845148,0.00515,2.05,0,0.00923,1.5,2.5,0,
23,88.994381845148,0.00515,3.25,0.446044378773804,0.0108,1.5,2.5,0.443070292472839,
24,88.994381845148,0.00515,5.15,0.510871201578506,0.013,1.5,2.5,0.511966943740845,
25,88.994381845148,0.00515,8.15,0.561809498853019,0.0161,1.5,2.5,0.581356346607208,
26,88.994381845148,0.00515,12.9,0.63472319945649,0.0203,1.5,2.5,0.648528754711151,
27,88.994381845148,0.00515,20.5,0.696168803869752,0.0265,1.5,2.5,0.703845679759979,
28,88.994381845148,0.00815,1.29,0,0.00783,1.5,2.5,0,
29,88.994381845148,0.00815,2.05,0,0.00947,1.5,2.5,0,
30,88.994381845148,0.00815,3.25,0.412555771207989,0.0111,1.5,2.5,0.414407074451447,
31,88.994381845148,0.00815,5.15,0.480497077870127,0.0133,1.5,2.5,0.471285104751587,
32,88.994381845148,0.00815,8.15,0.530010371395647,0.0162,1.5,2.5,0.528736710548401,
33,88.994381845148,0.00815,12.9,0.584115145197792,0.0202,1.5,2.5,0.585712790489197,
34,88.994381845148,0.00815,20.5,0.650064688833325,0.0261,1.5,2.5,0.639531970024109,
35,88.994381845148,0.00815,32.5,0.679004039429575,0.0345,1.5,2.5,0.679863572120667,
36,88.994381845148,0.0129,2.05,0,0.00972,1.5,2.5,0,
37,88.994381845148,0.0129,3.25,0.390884988098422,0.0114,1.5,2.5,0.389592677354813,
38,88.994381845148,0.0129,5.15,0.43218143075016,0.0136,1.5,2.5,0.435775458812714,
39,88.994381845148,0.0129,8.15,0.485634450055856,0.0166,1.5,2.5,0.481784582138061,
40,88.994381845148,0.0129,12.9,0.517128629623058,0.0206,1.5,2.5,0.527359962463379,
41,88.994381845148,0.0129,20.5,0.563508546775319,0.026,1.5,2.5,0.571675419807434,
42,88.994381845148,0.0129,32.5,0.596266714721105,0.0339,1.5,2.5,0.610791623592377,
43,88.994381845148,0.0129,51.5,0.64372757714228,0.045,1.5,2.5,0.639394700527191,
44,88.994381845148,0.0205,3.25,0.37100571400448,0.0117,1.5,2.5,0.371768921613693,
45,88.994381845148,0.0205,5.15,0.400650933901293,0.014,1.5,2.5,0.40711584687233,
46,88.994381845148,0.0205,8.15,0.429662864862338,0.017,1.5,2.5,0.442169725894928,
47,88.994381845148,0.0205,12.9,0.47195275367855,0.0211,1.5,2.5,0.476533055305481,
48,88.994381845148,0.0205,20.5,0.507086833523187,0.0266,1.5,2.5,0.510010123252869,
49,88.994381845148,0.0205,32.5,0.547306096396134,0.034,1.5,2.5,0.540555715560913,
50,88.994381845148,0.0205,51.5,0.548537266678081,0.0442,1.5,2.5,0.567523896694183,
51,88.994381845148,0.0205,81.5,0.587015759225249,0.0594,1.5,2.5,0.585439443588257,
52,88.994381845148,0.0325,5.15,0.373817963258079,0.0145,1.5,2.5,0.384342640638351,
53,88.994381845148,0.0325,8.15,0.401486795886532,0.0176,1.5,2.5,0.408776521682739,
54,88.994381845148,0.0325,12.9,0.42634281216713,0.0217,1.5,2.5,0.433294534683228,
55,88.994381845148,0.0325,20.5,0.451915842450757,0.0273,1.5,2.5,0.456928431987762,
56,88.994381845148,0.0325,32.5,0.475174260936439,0.0345,1.5,2.5,0.478466480970383,
57,88.994381845148,0.0325,51.5,0.490946177283846,0.0444,1.5,2.5,0.498097717761993,
58,88.994381845148,0.0325,81.5,0.511144553021836,0.0587,1.5,2.5,0.514518976211548,
59,88.994381845148,0.0325,129,0.522004406883055,0.0791,1.5,2.5,0.524699687957764,
60,88.994381845148,0.0515,8.15,0.378162831342644,0.0182,1.5,2.5,0.380387485027313,
61,88.994381845148,0.0515,12.9,0.400674648325772,0.0226,1.5,2.5,0.396223187446594,
62,88.994381845148,0.0515,20.5,0.401045416023004,0.0282,1.5,2.5,0.41122043132782,
63,88.994381845148,0.0515,32.5,0.429546963139998,0.0359,1.5,2.5,0.424631536006928,
64,88.994381845148,0.0515,51.5,0.441156959204628,0.0457,1.5,2.5,0.436705082654953,
65,88.994381845148,0.0515,81.5,0.434925939965055,0.0595,1.5,2.5,0.447170525789261,
66,88.994381845148,0.0515,129,0.44647258511711,0.079,1.5,2.5,0.455671817064285,
67,88.994381845148,0.0515,205,0.458925937958891,0.105,1.5,2.5,0.460772633552551,
68,88.994381845148,0.0815,12.9,0.356815121645805,0.0234,1.5,2.5,0.363156855106354,
69,88.994381845148,0.0815,20.5,0.366470039369352,0.0292,1.5,2.5,0.370357483625412,
70,88.994381845148,0.0815,32.5,0.362931198470804,0.0369,1.5,2.5,0.376598387956619,
71,88.994381845148,0.0815,51.5,0.37131092240834,0.0474,1.5,2.5,0.381953001022339,
72,88.994381845148,0.0815,81.5,0.382818666607681,0.06,1.5,2.5,0.386406898498535,
73,88.994381845148,0.0815,129,0.388706121058694,0.0798,1.5,2.5,0.39014732837677,
74,88.994381845148,0.0815,205,0.390854830867184,0.106,1.5,2.5,0.393319815397263,
