,rs,x,Q2,sigma,stat_u(%),syst_u(%),norm_c(%),sigma (unshifted),-0.199261920962046
116,66.332495807108,0.000515,1.29,0,0.00801,2.3,4.3,0,
117,66.332495807108,0.000815,1.29,0,0.00763,2.3,4.3,0,
118,66.332495807108,0.000815,2.05,0,0.00998,2.3,4.3,0,
119,66.332495807108,0.00129,1.29,0,0.00747,2.3,4.3,0,
120,66.332495807108,0.00129,2.05,0,0.00951,2.3,4.3,0,
121,66.332495807108,0.00129,3.25,0.532044171213137,0.012,2.3,4.3,0.547353267669678,
122,66.332495807108,0.00205,1.29,0,0.00747,2.3,4.3,0,
123,66.332495807108,0.00205,2.05,0,0.00932,2.3,4.3,0,
124,66.332495807108,0.00205,3.25,0.524220942575461,0.0114,2.3,4.3,0.512667596340179,
125,66.332495807108,0.00205,5.15,0.563876646251359,0.0146,2.3,4.3,0.582908153533935,
126,66.332495807108,0.00325,1.29,0,0.00756,2.3,4.3,0,
127,66.332495807108,0.00325,2.05,0,0.00931,2.3,4.3,0,
128,66.332495807108,0.00325,3.25,0.472227571731625,0.0112,2.3,4.3,0.475746661424637,
129,66.332495807108,0.00325,5.15,0.563646815625896,0.014,2.3,4.3,0.550666332244873,
130,66.332495807108,0.00325,8.15,0.617858637268566,0.018,2.3,4.3,0.609753012657166,
131,66.332495807108,0.00515,1.29,0,0.00771,2.3,4.3,0,
132,66.332495807108,0.00515,2.05,0,0.00941,2.3,4.3,0,
133,66.332495807108,0.00515,3.25,0.442873325815721,0.0112,2.3,4.3,0.442429006099701,
134,66.332495807108,0.00515,5.15,0.508042311159328,0.0137,2.3,4.3,0.509649872779846,
135,66.332495807108,0.00515,8.15,0.550897361326776,0.0174,2.3,4.3,0.573219001293182,
136,66.332495807108,0.00515,12.9,0.607606937090007,0.0227,2.3,4.3,0.621270298957825,
137,66.332495807108,0.00815,1.29,0,0.00789,2.3,4.3,0,
138,66.332495807108,0.00815,2.05,0,0.0096,2.3,4.3,0,
139,66.332495807108,0.00815,3.25,0.409136567299562,0.0113,2.3,4.3,0.414356499910355,
140,66.332495807108,0.00815,5.15,0.4563339942594,0.0137,2.3,4.3,0.470748901367188,
141,66.332495807108,0.00815,8.15,0.527552128032711,0.0171,2.3,4.3,0.526393115520477,
142,66.332495807108,0.00815,12.9,0.561278525852555,0.0219,2.3,4.3,0.577979981899262,
143,66.332495807108,0.00815,20.5,0.606923788260353,0.0291,2.3,4.3,0.61452054977417,
144,66.332495807108,0.0129,1.29,0,0.00807,2.3,4.3,0,
145,66.332495807108,0.0129,2.05,0,0.00978,2.3,4.3,0,
