,rs,x,Q2,sigma,stat_u(%),syst_u(%),norm_c(%),sigma (unshifted),-0.396172998422584
223,28.6356421265527,0.00325,1.29,0,0.00905,1.5,2.5,0,
224,28.6356421265527,0.00515,1.29,0,0.00864,1.5,2.5,0,
225,28.6356421265527,0.00515,2.05,0,0.0113,1.5,2.5,0,
226,28.6356421265527,0.00815,1.29,0,0.00845,1.5,2.5,0,
227,28.6356421265527,0.00815,2.05,0,0.0108,1.5,2.5,0,
228,28.6356421265527,0.00815,3.25,0.400156599325889,0.0136,1.5,2.5,0.397101372480392,
229,28.6356421265527,0.0129,1.29,0,0.00838,1.5,2.5,0,
230,28.6356421265527,0.0129,2.05,0,0.0105,1.5,2.5,0,
231,28.6356421265527,0.0129,3.25,0.382781362500758,0.0129,1.5,2.5,0.382838755846024,
232,28.6356421265527,0.0129,5.15,0.414442564721648,0.0167,1.5,2.5,0.416614949703217,
233,28.6356421265527,0.0205,1.29,0,0.00842,1.5,2.5,0,
234,28.6356421265527,0.0205,2.05,0,0.0104,1.5,2.5,0,
235,28.6356421265527,0.0205,3.25,0.363867880089762,0.0126,1.5,2.5,0.369998842477798,
236,28.6356421265527,0.0205,5.15,0.394906720714874,0.016,1.5,2.5,0.401591658592224,
237,28.6356421265527,0.0205,8.15,0.428495194380186,0.0209,1.5,2.5,0.425647646188736,
238,28.6356421265527,0.0325,1.29,0,0.0085,1.5,2.5,0,
239,28.6356421265527,0.0325,2.05,0,0.0104,1.5,2.5,0,
240,28.6356421265527,0.0325,3.25,0.355478229236696,0.0125,1.5,2.5,0.360011518001556,
241,28.6356421265527,0.0325,5.15,0.378337332114491,0.0156,1.5,2.5,0.383515655994415,
242,28.6356421265527,0.0325,8.15,0.399850379515185,0.02,1.5,2.5,0.405047178268433,
243,28.6356421265527,0.0325,12.9,0.416958838414128,0.0266,1.5,2.5,0.420478373765945,
244,28.6356421265527,0.0515,1.29,0,0.00859,1.5,2.5,0,
245,28.6356421265527,0.0515,2.05,0,0.0104,1.5,2.5,0,
246,28.6356421265527,0.0515,3.25,0.339703407115204,0.0126,1.5,2.5,0.346655488014221,
247,28.6356421265527,0.0515,5.15,0.351296296864181,0.0156,1.5,2.5,0.364187061786652,
248,28.6356421265527,0.0515,8.15,0.377398850982416,0.0197,1.5,2.5,0.38006716966629,
249,28.6356421265527,0.0515,12.9,0.400519217461495,0.0257,1.5,2.5,0.393677890300751,
250,28.6356421265527,0.0515,20.5,0.39623955645667,0.0345,1.5,2.5,0.401919901371002,
251,28.6356421265527,0.0815,1.29,0,0.00894,1.5,2.5,0,
252,28.6356421265527,0.0815,2.05,0,0.0105,1.5,2.5,0,
253,28.6356421265527,0.0815,3.25,0.33641534198933,0.0127,1.5,2.5,0.338259190320969,
254,28.6356421265527,0.0815,5.15,0.341122232105247,0.0157,1.5,2.5,0.347724080085754,
255,28.6356421265527,0.0815,8.15,0.35173706284454,0.0197,1.5,2.5,0.355828940868378,
256,28.6356421265527,0.0815,12.9,0.359283983059576,0.0253,1.5,2.5,0.362845957279205,
257,28.6356421265527,0.0815,20.5,0.366642012685417,0.0333,1.5,2.5,0.368192821741104,
258,28.6356421265527,0.0815,32.5,0.360124275222249,0.0451,1.5,2.5,0.369747668504715,
259,28.6356421265527,0.129,2.05,0,0.0108,1.5,2.5,0,
260,28.6356421265527,0.129,3.25,0.332707460805501,0.013,1.5,2.5,0.330259561538696,
261,28.6356421265527,0.129,5.15,0.334466583749159,0.0159,1.5,2.5,0.332288563251495,
262,28.6356421265527,0.129,8.15,0.32128280823603,0.02,1.5,2.5,0.333101242780685,
263,28.6356421265527,0.129,12.9,0.328621538753626,0.0254,1.5,2.5,0.333246916532516,
264,28.6356421265527,0.129,20.5,0.325805663542535,0.0331,1.5,2.5,0.332815289497375,
265,28.6356421265527,0.129,32.5,0.333098777393436,0.0439,1.5,2.5,0.331455886363983,
266,28.6356421265527,0.129,51.5,0.328612717122322,0.0599,1.5,2.5,0.327728718519211,
267,28.6356421265527,0.205,3.25,0.303259139384778,0.0136,1.5,2.5,0.304676949977875,
268,28.6356421265527,0.205,5.15,0.300320282970735,0.0168,1.5,2.5,0.299865692853928,
269,28.6356421265527,0.205,8.15,0.293080562577981,0.0209,1.5,2.5,0.294368326663971,
270,28.6356421265527,0.205,12.9,0.286728858373515,0.0266,1.5,2.5,0.288647592067719,
271,28.6356421265527,0.205,20.5,0.276756048003944,0.0344,1.5,2.5,0.282883942127228,
272,28.6356421265527,0.205,32.5,0.276027356412637,0.0449,1.5,2.5,0.277031898498535,
273,28.6356421265527,0.205,51.5,0.271762101321571,0.0603,1.5,2.5,0.270919799804687,
274,28.6356421265527,0.205,81.5,0.267649460695863,0.0827,1.5,2.5,0.263641923666,
275,28.6356421265527,0.325,5.15,0.221032057183845,0.0191,1.5,2.5,0.227466374635696,
276,28.6356421265527,0.325,8.15,0.217658644354905,0.024,1.5,2.5,0.217038512229919,
277,28.6356421265527,0.325,12.9,0.209525401029365,0.0305,1.5,2.5,0.20772559940815,
278,28.6356421265527,0.325,20.5,0.195647711412289,0.0394,1.5,2.5,0.198555991053581,
279,28.6356421265527,0.325,32.5,0.190767738621407,0.0513,1.5,2.5,0.190165802836418,
280,28.6356421265527,0.325,51.5,0.182189141672232,0.0676,1.5,2.5,0.182229936122894,
281,28.6356421265527,0.325,81.5,0.173460857171034,0.0915,1.5,2.5,0.174667552113533,
282,28.6356421265527,0.325,129,0.168807785579374,0.125,1.5,2.5,0.166744828224182,
283,28.6356421265527,0.515,8.15,0.097752863298127,0.0352,1.5,2.5,0.098240673542023,
284,28.6356421265527,0.515,12.9,0.089612980468689,0.0448,1.5,2.5,0.08925373852253,
285,28.6356421265527,0.515,20.5,0.082075937675066,0.058,1.5,2.5,0.081762485206127,
286,28.6356421265527,0.515,32.5,0.072410953686388,0.0758,1.5,2.5,0.075253069400787,
287,28.6356421265527,0.515,51.5,0.068288745013904,0.0996,1.5,2.5,0.069555714726448,
288,28.6356421265527,0.515,81.5,0.063817145695556,0.133,1.5,2.5,0.064516715705395,
289,28.6356421265527,0.515,129,0.058920207796012,0.18,1.5,2.5,0.05992279574275,
290,28.6356421265527,0.515,205,0.054488324402293,0.256,1.5,2.5,0.055476225912571,
291,28.6356421265527,0.815,12.9,0.008037001159297,0.14,1.5,2.5,0.008080213330686,
292,28.6356421265527,0.815,20.5,0.00621860899968,0.178,1.5,2.5,0.006397428456694,
293,28.6356421265527,0.815,32.5,0.005304527352181,0.238,1.5,2.5,0.005244649481028,
294,28.6356421265527,0.815,51.5,0.00446478440273,0.313,1.5,2.5,0.004416132811457,
295,28.6356421265527,0.815,81.5,0.003679078516238,0.424,1.5,2.5,0.003799248021096,
296,28.6356421265527,0.815,129,0.003301426660443,0.568,1.5,2.5,0.003318295581266,
297,28.6356421265527,0.815,205,0.002868560661762,0.788,1.5,2.5,0.002929051872343,
298,28.6356421265527,0.815,325,0.002482790985733,1.04,1.5,2.5,0.002607292728499,
