0.0  0.2  0.10 0.0199  0.0013  0.0034
0.2  0.4  0.30 0.0571  0.0027  0.0042
0.4  0.6  0.50 0.0813  0.0037  0.0049
0.6  0.8  0.70 0.1168  0.0055  0.0063
0.8  1.0  0.89 0.1456  0.0072  0.0079
1.0  1.2  1.09 0.2040  0.0084  0.0092
1.2  1.4  1.29 0.2354  0.0109  0.0118
1.4  1.6  1.49 0.2613  0.0143  0.0151
1.6  1.8  1.69 0.3027  0.0135  0.0144
1.8  2.05 1.91 0.3553  0.0126  0.0141
2.05 2.3  2.15 0.4363  0.0134  0.0158
2.3  2.6  2.40 0.5374  0.0136  0.0178
2.6  3.0  2.63 0.6415  0.0116  0.0260
