 1  0 60         3.75e-3    4.00
 2  60 100       6.59e-3    2.40
 3  100 150      5.12e-3    2.40
 4  150 200      2.78e-3    2.24
 5  200 260      1.20e-3    3.09
 6  260 320      4.57e-4    4.57
 7  320 400      1.58e-4    6.38
 8  400 500      4.50e-5   11.60



