0.0035    0.83  0.654  1.785e-05    0.6  -0.2   2.2   1.6   4.1  0.537  0.2890  0.0107  0.0144
0.0051    1.18  0.631  6.710e-06    0.5   0.0   1.7   1.6   3.8  0.537  0.3027  0.0085  0.0136
0.0075    1.32  0.486  4.363e-06    0.7  -0.2   1.7   0.8   3.3  0.337  0.3158  0.0083  0.0123
0.0081    1.72  0.577  2.463e-06    0.6  -0.1   1.2   1.1   3.2  0.337  0.3516  0.0085  0.0129
0.0122    1.76  0.395  1.798e-06    0.8  -0.3   1.5   0.5   2.9  0.246  0.3445  0.0095  0.0118
0.0124    2.45  0.538  8.866e-07    0.6  -0.1   1.1   0.8   2.6  0.246  0.3786  0.0074  0.0115
0.0138    3.25  0.640  4.107e-07    0.5   0.0   1.7   1.2   1.3  0.246  0.3684  0.0183  0.0093
0.0174    1.77  0.277  1.262e-06    1.1  -0.5   1.7   0.2   2.6  0.190  0.3166  0.0134  0.0107
0.0174    2.48  0.388  6.767e-07    0.8  -0.3   1.2   0.3   2.6  0.190  0.3675  0.0090  0.0110
0.0169    3.62  0.585  2.959e-07    0.6  -0.1   1.5   1.2   1.1  0.190  0.3863  0.0134  0.0087
0.0185    4.34  0.638  1.935e-07    0.5   0.0   1.6   1.7   1.3  0.190  0.4076  0.0163  0.0112
0.0244    1.79  0.203  9.075e-07    1.4  -0.8   1.9   0.1   2.4  0.099  0.3062  0.0182  0.0106
0.0246    2.50  0.279  4.911e-07    1.1  -0.5   1.3   0.2   2.3  0.099  0.3494  0.0081  0.0101
0.0248    3.45  0.380  2.596e-07    0.8  -0.3   0.9   0.4   2.3  0.099  0.3848  0.0096  0.0103
0.0240    4.54  0.520  1.431e-07    0.7  -0.1   1.3   1.2   1.0  0.099  0.3946  0.0113  0.0084
0.0252    5.45  0.590  9.084e-08    0.6   0.0   1.5   1.6   1.1  0.099  0.3957  0.0113  0.0100
0.0277    6.51  0.636  5.973e-08    0.5   0.0   1.7   1.7   1.3  0.099  0.4177  0.0159  0.0118
0.0347    2.53  0.199  3.611e-07    1.4  -0.8   1.3   0.1   2.1  0.108  0.3482  0.0128  0.0103
0.0349    3.46  0.271  1.924e-07    1.1  -0.5   0.9   0.2   2.1  0.108  0.3703  0.0115  0.0095
0.0350    4.43  0.343  1.178e-07    0.9  -0.3   0.8   0.4   2.1  0.108  0.3967  0.0157  0.0097
0.0346    5.50  0.434  7.039e-08    0.7  -0.2   0.9   0.8   1.0  0.108  0.3885  0.0135  0.0069
0.0347    6.96  0.547  4.410e-08    0.6  -0.1   1.2   1.1   1.1  0.108  0.4245  0.0102  0.0089
0.0368    8.65  0.635  2.361e-08    0.5   0.0   1.5   1.6   1.3  0.108  0.3915  0.0161  0.0100
0.0484    3.52  0.199  1.258e-07    1.4  -0.8   1.0   0.1   1.8  0.117  0.3298  0.0115  0.0086
0.0493    4.46  0.248  8.407e-08    1.1  -0.6   0.6   0.2   1.8  0.117  0.3764  0.0122  0.0086
0.0490    5.47  0.306  5.683e-08    1.0  -0.4   0.4   0.3   1.3  0.117  0.3992  0.0131  0.0071
0.0489    6.99  0.393  3.122e-08    0.8  -0.2   0.7   0.5   0.9  0.117  0.3851  0.0089  0.0058
0.0494    8.96  0.498  1.778e-08    0.7  -0.1   0.9   0.9   1.0  0.117  0.3939  0.0094  0.0068
0.0516   11.12  0.586  1.133e-08    0.6   0.0   1.2   1.3   1.2  0.117  0.4282  0.0118  0.0094
0.0695    4.50  0.177  5.616e-08    1.5  -0.8   0.6   0.1   1.6  0.113  0.3414  0.0184  0.0081
0.0690    5.48  0.216  3.943e-08    1.2  -0.6   0.2   0.1   1.6  0.113  0.3644  0.0192  0.0078
0.0698    6.94  0.271  2.620e-08    1.0  -0.4   0.3   0.2   1.0  0.113  0.4126  0.0135  0.0065
0.0695    8.99  0.353  1.397e-08    0.9  -0.3   0.6   0.4   0.8  0.113  0.3942  0.0120  0.0054
0.0696   11.39  0.445  8.685e-09    0.7  -0.1   0.8   0.7   0.9  0.113  0.4245  0.0112  0.0069
0.0707   14.46  0.553  4.527e-09    0.6   0.0   1.1   1.3   1.1  0.113  0.3920  0.0141  0.0082
0.0893    5.50  0.168  3.075e-08    1.5  -0.9   0.4   0.1   1.7  0.096  0.3589  0.0283  0.0087
0.0897    6.96  0.211  2.080e-08    1.2  -0.6   0.9   0.1   1.0  0.096  0.4048  0.0169  0.0082
0.0899    8.96  0.271  1.062e-08    1.0  -0.4   1.3   0.2   0.9  0.096  0.3614  0.0139  0.0077
0.0899   11.45  0.346  6.432e-09    0.9  -0.2   1.0   0.4   0.8  0.096  0.3804  0.0121  0.0061
0.0901   14.66  0.441  3.989e-09    0.7  -0.1   1.2   0.7   0.9  0.096  0.4190  0.0140  0.0078
0.0907   19.02  0.566  1.981e-09    0.6   0.0   1.5   1.4   1.1  0.096  0.3856  0.0242  0.0093
0.1102    6.97  0.173  1.492e-08    1.4  -0.8   0.5   0.1   1.0  0.043  0.3479  0.0181  0.0071
0.1101    8.99  0.222  8.715e-09    1.2  -0.5   1.2   0.1   0.8  0.043  0.3522  0.0161  0.0072
0.1103   11.45  0.282  5.407e-09    1.0  -0.4   1.1   0.2   0.8  0.043  0.3731  0.0137  0.0062
0.1100   14.76  0.364  3.054e-09    0.8  -0.2   1.3   0.4   0.8  0.043  0.3734  0.0136  0.0068
0.1102   19.38  0.476  1.987e-09    0.7  -0.1   1.7   0.7   1.0  0.043  0.4567  0.0248  0.0098
0.1395    7.15  0.141  1.148e-08    1.6  -1.0   0.6   0.0   0.8  0.148  0.3502  0.0195  0.0078
0.1402    9.01  0.176  7.789e-09    1.4  -0.7   0.8   0.1   0.7  0.129  0.3904  0.0178  0.0075
0.1398   11.43  0.223  4.431e-09    1.1  -0.5   1.1   0.1   0.7  0.114  0.3713  0.0115  0.0068
0.1398   14.83  0.289  2.371e-09    0.9  -0.3   1.4   0.2   0.8  0.101  0.3537  0.0104  0.0068
0.1400   19.32  0.374  1.330e-09    0.8  -0.1   1.7   0.4   0.8  0.090  0.3616  0.0128  0.0077
0.1418   25.37  0.483  7.326e-10    0.6   0.0   2.1   0.8   1.0  0.080  0.3794  0.0278  0.0096
0.1789    7.38  0.114  7.087e-09    1.8  -1.2   0.4   0.0   0.7  0.128  0.2916  0.0243  0.0067
0.1803    8.97  0.136  5.613e-09    1.6  -0.9   0.8   0.0   0.7  0.113  0.3504  0.0202  0.0073
0.1818   11.44  0.172  3.256e-09    1.3  -0.6   1.1   0.1   0.7  0.098  0.3437  0.0133  0.0066
0.1804   14.86  0.224  1.900e-09    1.1  -0.4   1.4   0.1   0.7  0.086  0.3505  0.0123  0.0070
