player,coalition_without,v_without,v_with,delta_v,is_outlier
d,cbar|ubar|g|s,0.02718277,0.07809131,0.05090854,0
d,cbar|ubar|s,0.02421026,0.07472962,0.05051935,0
d,cbar|ubar|g|s|c,0.02569023,0.07408664,0.04839641,0
d,cbar|ubar|s|c,0.02263468,0.07064313,0.04800845,0
d,ubar|g|s,0.02013626,0.06581695,0.04568069,0
d,ubar|s,0.01732877,0.06262348,0.04529471,0
d,ubar|g|s|c,0.01881469,0.06198230,0.04316761,0
d,ubar|s|c,0.01592318,0.05870605,0.04278287,0
d,cbar|sbar|ubar|g|s,0.02251816,0.06520003,0.04268187,0
d,cbar|sbar|ubar|s,0.01964723,0.06193998,0.04229275,0
d,cbar|ubar|g|u|s,0.02613382,0.06724801,0.04111419,0
d,cbar|ubar|u|s,0.02296070,0.06368532,0.04072462,0
d,cbar|sbar|ubar|g|s|c,0.02328166,0.06344073,0.04015907,0
d,cbar|sbar|ubar|s|c,0.02032594,0.06009712,0.03977118,0
d,cbar|ubar|g|u|s|c,0.02770126,0.06630361,0.03860235,0
d,cbar|ubar|u|s|c,0.02444356,0.06265760,0.03821405,0
d,cbar|ubar|g,0.01378807,0.05178018,0.03799210,0
d,cbar|ubar,0.01087604,0.04847651,0.03760047,0
d,sbar|ubar|g|s,0.01687908,0.05433293,0.03745384,0
d,sbar|ubar|s,0.01417163,0.05123955,0.03706792,0
d,ubar|g|u|s,0.02002027,0.05590649,0.03588623,0
d,cbar|ubar|dbar|g|s,0.01766541,0.05349478,0.03582937,0
ubar,cbar|g|d|s,0.04232915,0.07809131,0.03576216,0
d,ubar|u|s,0.01701111,0.05251097,0.03549986,0
d,cbar|ubar|g|c,0.01320081,0.04868067,0.03547986,0
d,cbar|ubar|dbar|s,0.01488320,0.05032396,0.03544076,0
ubar,cbar|d|s,0.03956527,0.07472962,0.03516434,0
d,cbar|ubar|c,0.01020507,0.04529451,0.03508944,0
d,sbar|ubar|g|s|c,0.01781783,0.05274794,0.03493011,0
ubar,cbar|g|d|s|c,0.03925226,0.07408664,0.03483438,0
dbar,sbar|u|c,0.02498050,0.05956902,0.03458852,0
d,sbar|ubar|s|c,0.01502460,0.04957001,0.03454541,0
dbar,sbar|g|u|c,0.02733364,0.06173987,0.03440623,0
ubar,cbar|d|s|c,0.03640494,0.07064313,0.03423819,0
d,cbar|g|s,0.00837961,0.04232915,0.03394954,0
d,cbar|s,0.00599989,0.03956527,0.03356538,0
d,ubar|g|u|s|c,0.02175769,0.05513115,0.03337346,0
d,cbar|ubar|dbar|g|s|c,0.01928504,0.05260371,0.03331868,0
d,ubar|u|s|c,0.01866298,0.05165133,0.03298836,0
d,cbar|ubar|dbar|s|c,0.01641790,0.04934926,0.03293136,0
d,cbar|sbar|ubar|g|u|s,0.03025189,0.06313737,0.03288548,0
d,ubar|g,0.00915555,0.04192566,0.03277011,0
d,cbar|sbar|ubar|u|s,0.02718101,0.05967712,0.03249611,0
d,ubar,0.00640688,0.03878852,0.03238164,0
ubar,cbar|g|d|u|s,0.03490295,0.06724801,0.03234506,0
ubar,g|d|s,0.03397905,0.06581695,0.03183790,0
dbar,cbar|sbar|u|c,0.02304230,0.05480454,0.03176224,0
ubar,cbar|d|u|s,0.03193647,0.06368532,0.03174885,0
dbar,cbar|sbar|g|u|c,0.02555158,0.05713010,0.03157852,0
ubar,cbar|sbar|g|d|s,0.03365791,0.06520003,0.03154211,0
dbar,sbar|u,0.01922857,0.05069428,0.03146571,0
d,cbar|g|s|c,0.00780801,0.03925226,0.03144425,0
ubar,cbar|g|d|u|s|c,0.03488510,0.06630361,0.03141851,0
dbar,sbar|g|u,0.02149200,0.05277336,0.03128137,0
ubar,d|s,0.03137949,0.06262348,0.03124399,0
d,cbar|s|c,0.00534366,0.03640494,0.03106128,0
ubar,cbar|sbar|d|s,0.03099325,0.06193998,0.03094673,0
ubar,g|d|s|c,0.03107327,0.06198230,0.03090904,0
ubar,cbar|d|u|s|c,0.03183366,0.06265760,0.03082394,0
ubar,cbar|sbar|g|d|s|c,0.03283893,0.06344073,0.03060181,0
d,ubar|dbar|g|s,0.01345161,0.04405220,0.03060059,0
d,cbar|sbar|ubar|g|u|s|c,0.03408126,0.06444431,0.03036306,0
ubar,d|s|c,0.02838929,0.05870605,0.03031676,0
d,ubar|g|c,0.00873679,0.03899372,0.03025693,0
d,ubar|dbar|s,0.01083310,0.04104828,0.03021517,0
u,sbar|dbar|g|c,0.03158770,0.06173987,0.03015217,0
ubar,cbar|sbar|d|s|c,0.03008903,0.06009712,0.03000808,0
d,cbar|sbar|ubar|u|s|c,0.03092396,0.06089890,0.02997494,0
u,sbar|dbar|c,0.02962072,0.05956902,0.02994830,0
d,ubar|c,0.00590344,0.03577312,0.02986968,0
d,cbar|sbar|ubar|g,0.01216124,0.04193419,0.02977295,0
d,cbar|sbar|ubar,0.00935210,0.03873352,0.02938142,0
u,cbar|sbar|dbar|g|c,0.02791175,0.05713010,0.02921834,0
u,cbar|sbar|dbar|c,0.02578896,0.05480454,0.02901557,0
d,g|s,0.00524790,0.03397905,0.02873115,0
dbar,cbar|sbar|u,0.01746210,0.04610032,0.02863822,0
dbar,cbar|sbar|g|u,0.01988265,0.04833510,0.02845245,0
dbar,sbar|u|s|c,0.02081756,0.04924279,0.02842523,0
ubar,g|d|u|s,0.02748676,0.05590649,0.02841973,0
d,s,0.00302946,0.03137949,0.02835004,0
dbar,sbar|g|u|s|c,0.02322988,0.05147268,0.02824281,0
d,cbar|ubar|g|u,0.01598755,0.04418692,0.02819936,0
ubar,cbar|sbar|g|d|u|s,0.03501197,0.06313737,0.02812541,0
d,ubar|dbar|g|s|c,0.01524104,0.04332999,0.02808895,0
ubar,cbar|g|d,0.02391899,0.05178018,0.02786119,0
ubar,d|u|s,0.02468354,0.05251097,0.02782743,0
d,cbar|ubar|u,0.01287631,0.04068361,0.02780731,0
d,ubar|dbar|s|c,0.01253663,0.04024145,0.02770482,0
d,sbar|ubar|g|u|s,0.02554575,0.05320316,0.02765741,0
ubar,sbar|g|d|s,0.02671568,0.05433293,0.02761724,0
d,cbar|sbar|ubar|dbar|g|s,0.02425709,0.05185619,0.02759910,0
ubar,cbar|sbar|d|u|s,0.03214546,0.05967712,0.02753166,0
ubar,g|d|u|s|c,0.02763907,0.05513115,0.02749208,0
d,sbar|ubar|u|s,0.02263727,0.04990849,0.02727122,0
ubar,cbar|d,0.02121103,0.04847651,0.02726548,0
d,cbar|sbar|ubar|g|c,0.01383287,0.04108290,0.02725003,0
d,cbar|sbar|ubar|dbar|s,0.02157490,0.04878566,0.02721077,0
ubar,cbar|sbar|g|d|u|s|c,0.03725793,0.06444431,0.02718638,0
u,sbar|dbar|g,0.02568745,0.05277336,0.02708591,0
ubar,sbar|d|s,0.02421379,0.05123955,0.02702576,0
ubar,cbar|dbar|g|d|s,0.02653159,0.05349478,0.02696319,0
ubar,cbar|g|d|c,0.02174727,0.04868067,0.02693340,0
u,sbar|dbar|g|s|c,0.02456470,0.05147268,0.02690798,0
ubar,d|u|s|c,0.02474991,0.05165133,0.02690143,0
u,sbar|dbar,0.02381050,0.05069428,0.02688378,0
d,cbar|sbar|ubar|c,0.01093825,0.03779797,0.02685972,0
u,sbar|ubar|dbar|g|c,0.02464149,0.05137410,0.02673261,0
u,sbar|dbar|s|c,0.02253996,0.04924279,0.02670283,0
ubar,sbar|g|d|s|c,0.02607209,0.05274794,0.02667585,0
ubar,cbar|sbar|d|u|s|c,0.03430460,0.06089890,0.02659430,0
u,sbar|ubar|dbar|c,0.02209318,0.04862359,0.02653041,0
sbar,dbar|u|c,0.03314168,0.05956902,0.02642733,0
ubar,cbar|dbar|d|s,0.02395667,0.05032396,0.02636729,0
ubar,cbar|d|c,0.01895519,0.04529451,0.02633932,0
sbar,dbar|g|u|c,0.03540823,0.06173987,0.02633164,0
s,cbar|ubar|g|d,0.05178018,0.07809131,0.02631113,0
s,cbar|ubar|d,0.04847651,0.07472962,0.02625310,0
d,g|s|c,0.00484835,0.03107327,0.02622492,0
u,cbar|sbar|dbar|g,0.02218400,0.04833510,0.02615110,0
ubar,sbar|d|s|c,0.02348398,0.04957001,0.02608603,0
d,cbar|ubar|dbar|g|u|s,0.02836867,0.05440987,0.02604119,0
ubar,cbar|dbar|g|d|s|c,0.02656731,0.05260371,0.02603641,0
u,cbar|sbar|dbar|g|s|c,0.02328064,0.04925205,0.02597141,0
u,cbar|sbar|dbar,0.02015025,0.04610032,0.02595007,0
d,s|c,0.00254429,0.02838929,0.02584500,0
u,cbar|sbar|ubar|dbar|g|c,0.02487331,0.05067301,0.02579970,0
dbar,sbar|ubar|u|c,0.02282469,0.04862359,0.02579890,0
u,cbar|sbar|dbar|s|c,0.02109847,0.04686586,0.02576739,0
d,cbar|sbar|g|s,0.00793228,0.03365791,0.02572564,0
d,cbar|ubar|g|u|c,0.01846021,0.04414766,0.02568745,0
d,cbar|ubar|dbar|u|s,0.02538550,0.05103787,0.02565238,0
dbar,sbar|ubar|g|u|c,0.02575968,0.05137410,0.02561442,0
u,cbar|sbar|ubar|dbar|c,0.02216553,0.04776414,0.02559861,0
dbar,cbar|sbar|u|s|c,0.02127434,0.04686586,0.02559152,0
ubar,cbar|dbar|d|s|c,0.02390709,0.04934926,0.02544218,0
dbar,cbar|sbar|g|u|s|c,0.02384434,0.04925205,0.02540771,0
s,cbar|ubar|g|d|c,0.04868067,0.07408664,0.02540597,0
s,cbar|ubar|d|c,0.04529451,0.07064313,0.02534862,0
d,cbar|sbar|s,0.00565182,0.03099325,0.02534143,0
dbar,sbar|u|s,0.01597030,0.04127235,0.02530205,0
d,cbar|ubar|u|c,0.01526370,0.04056034,0.02529665,0
d,sbar|ubar|g|u|s|c,0.02954935,0.05468343,0.02513408,0
dbar,sbar|g|u|s,0.01829359,0.04341118,0.02511759,0
d,cbar|sbar|ubar|dbar|g|s|c,0.02814530,0.05322319,0.02507789,0
sbar,cbar|dbar|u|c,0.02978370,0.05480454,0.02502084,0
sbar,cbar|dbar|g|u|c,0.03220653,0.05713010,0.02492356,0
d,sbar|ubar|u|s|c,0.02655348,0.05130262,0.02474914,0
d,cbar|sbar|ubar|dbar|s|c,0.02537642,0.05006727,0.02469084,0
dbar,cbar|ubar|g|d|s,0.07809131,0.05349478,-0.02459653,0
d,sbar|ubar|g,0.00893326,0.03348410,0.02455084,0
