coalition_labels,size,chi2,is_outlier
cbar|ubar|g|d|s,5,0.07809131,1
cbar|ubar|d|s,4,0.07472962,0
cbar|ubar|g|d|s|c,6,0.07408664,0
cbar|ubar|d|s|c,5,0.07064313,0
cbar|ubar|g|d|u|s,6,0.06724801,0
cbar|ubar|g|d|u|s|c,7,0.06630361,0
cbar|sbar|ubar|dbar|g|d|u|s|c,9,0.06598576,0
ubar|g|d|s,4,0.06581695,0
cbar|sbar|ubar|g|d|s,6,0.06520003,0
cbar|sbar|ubar|g|d|u|s|c,8,0.06444431,0
cbar|ubar|d|u|s,5,0.06368532,0
cbar|sbar|ubar|g|d|s|c,7,0.06344073,0
cbar|sbar|ubar|g|d|u|s,7,0.06313737,0
cbar|ubar|d|u|s|c,6,0.06265760,0
cbar|sbar|ubar|dbar|d|u|s|c,8,0.06262744,0
ubar|d|s,3,0.06262348,0
ubar|g|d|s|c,5,0.06198230,0
cbar|sbar|ubar|d|s,5,0.06193998,0
sbar|dbar|g|u|c,5,0.06173987,0
cbar|sbar|ubar|dbar|g|d|u|s,8,0.06154966,0
cbar|sbar|ubar|d|u|s|c,7,0.06089890,0
cbar|sbar|ubar|d|s|c,6,0.06009712,0
cbar|sbar|ubar|d|u|s,6,0.05967712,0
sbar|dbar|u|c,4,0.05956902,0
sbar|ubar|dbar|g|d|u|s|c,8,0.05905837,0
ubar|d|s|c,4,0.05870605,0
cbar|sbar|ubar|dbar|d|u|s,7,0.05827843,0
cbar|sbar|dbar|g|u|c,6,0.05713010,0
cbar|ubar|dbar|g|d|u|s|c,8,0.05658161,0
ubar|g|d|u|s,5,0.05590649,0
sbar|ubar|dbar|d|u|s|c,7,0.05586322,0
ubar|g|d|u|s|c,6,0.05513115,0
cbar|sbar|dbar|u|c,5,0.05480454,0
sbar|ubar|g|d|u|s|c,7,0.05468343,0
sbar|ubar|dbar|g|d|u|s,7,0.05445013,0
cbar|ubar|dbar|g|d|u|s,7,0.05440987,0
sbar|ubar|g|d|s,5,0.05433293,0
cbar|ubar|dbar|g|d|s,6,0.05349478,0
cbar|sbar|ubar|dbar|g|d|s|c,8,0.05322319,0
sbar|ubar|g|d|u|s,6,0.05320316,0
cbar|ubar|dbar|d|u|s|c,7,0.05312437,0
cbar|sbar|ubar|dbar|g|d|u|c,8,0.05305781,0
sbar|dbar|g|u,4,0.05277336,0
sbar|ubar|g|d|s|c,6,0.05274794,0
cbar|ubar|dbar|g|d|s|c,7,0.05260371,0
ubar|d|u|s,4,0.05251097,0
cbar|sbar|ubar|dbar|g|d|s,7,0.05185619,0
cbar|ubar|g|d,4,0.05178018,0
ubar|d|u|s|c,5,0.05165133,0
sbar|dbar|g|u|s|c,6,0.05147268,0
sbar|ubar|dbar|g|u|c,6,0.05137410,0
sbar|ubar|dbar|d|u|s,6,0.05134307,0
sbar|ubar|d|u|s|c,6,0.05130262,0
sbar|ubar|d|s,4,0.05123955,0
cbar|ubar|dbar|d|u|s,6,0.05103787,0
cbar|sbar|ubar|dbar|g|u|s|c,8,0.05069758,0
sbar|dbar|u,3,0.05069428,0
cbar|sbar|ubar|dbar|g|u|c,7,0.05067301,0
cbar|ubar|dbar|d|s,5,0.05032396,0
cbar|sbar|ubar|dbar|d|s|c,7,0.05006727,0
sbar|ubar|d|u|s,5,0.04990849,0
cbar|sbar|ubar|dbar|d|u|c,7,0.04975933,0
sbar|ubar|d|s|c,5,0.04957001,0
cbar|ubar|dbar|d|s|c,6,0.04934926,0
cbar|sbar|dbar|g|u|s|c,7,0.04925205,0
sbar|dbar|u|s|c,5,0.04924279,0
sbar|ubar|dbar|g|u|s|c,7,0.04899991,0
cbar|sbar|ubar|dbar|d|s,6,0.04878566,0
cbar|ubar|g|d|c,5,0.04868067,0
sbar|ubar|dbar|u|c,5,0.04862359,0
sbar|ubar|dbar|g|d|u|c,7,0.04853529,0
cbar|ubar|d,3,0.04847651,0
cbar|sbar|dbar|g|u,5,0.04833510,0
ubar|dbar|g|d|u|s|c,7,0.04824355,0
cbar|sbar|ubar|dbar|u|c,6,0.04776414,0
cbar|sbar|ubar|dbar|u|s|c,7,0.04772636,0
cbar|sbar|ubar|dbar|g|d|u,7,0.04771400,0
cbar|sbar|dbar|g|d|u|s|c,8,0.04760001,0
cbar|sbar|dbar|u|s|c,6,0.04686586,0
sbar|ubar|dbar|u|s|c,6,0.04618870,0
cbar|sbar|dbar|u,4,0.04610032,0
ubar|dbar|g|d|u|s,6,0.04590392,0
sbar|ubar|dbar|d|u|c,6,0.04539828,0
sbar|ubar|dbar|g|d|s|c,7,0.04536011,0
cbar|sbar|ubar|g|d|u|c,7,0.04534134,0
cbar|ubar|d|c,4,0.04529451,0
ubar|dbar|d|u|s|c,6,0.04495110,0
cbar|sbar|dbar|d|u|s|c,7,0.04483158,0
sbar|dbar|g|d|u|s|c,7,0.04460058,0
cbar|sbar|ubar|dbar|d|u,6,0.04450334,0
cbar|ubar|g|d|u,5,0.04418692,0
cbar|ubar|g|d|u|c,6,0.04414766,0
ubar|dbar|g|d|s,5,0.04405220,0
sbar|ubar|dbar|g|d|s,6,0.04381999,0
cbar|sbar|ubar|dbar|g|u|s,7,0.04374068,0
sbar|dbar|g|u|s,5,0.04341118,0
sbar|ubar|dbar|g|u,5,0.04333902,0
ubar|dbar|g|d|s|c,6,0.04332999,0
cbar|sbar|ubar|g|d|u,6,0.04312644,0
sbar|ubar|dbar|g|d|u,6,0.04302192,0
cbar|sbar|ubar|dbar|g|u,6,0.04280839,0
ubar|dbar|d|u|s,5,0.04269770,0
cbar|sbar|dbar|g|d|u|c,7,0.04257257,0
sbar|ubar|dbar|d|s|c,6,0.04236850,0
cbar|g|d|s,4,0.04232915,0
cbar|sbar|dbar|g|d|u|s,7,0.04222596,0
sbar|dbar|d|u|s|c,6,0.04199144,0
sbar|dbar|g|d|u|c,6,0.04196791,0
cbar|sbar|ubar|g|d,5,0.04193419,0
ubar|g|d,3,0.04192566,0
sbar|ubar|dbar|g|u|s,6,0.04186995,0
cbar|sbar|ubar|d|u|c,6,0.04185596,0
cbar|sbar|dbar|g|u|s,6,0.04136465,0
sbar|dbar|u|s,4,0.04127235,0
cbar|sbar|ubar|g|d|c,6,0.04108290,0
ubar|dbar|d|s,4,0.04104828,0
sbar|ubar|dbar|d|s,5,0.04091478,0
cbar|sbar|ubar|dbar|u|s,6,0.04085787,0
cbar|ubar|d|u,4,0.04068361,0
sbar|ubar|dbar|u,4,0.04067862,0
cbar|ubar|dbar|g|d|u|c,7,0.04059658,0
cbar|ubar|d|u|c,5,0.04056034,0
ubar|dbar|d|s|c,5,0.04024145,0
cbar|sbar|ubar|dbar|u,5,0.03998865,0
sbar|ubar|dbar|d|u,5,0.03997371,0
cbar|sbar|dbar|d|u|c,6,0.03986190,0
cbar|sbar|ubar|d|u,5,0.03972692,0
cbar|d|s,3,0.03956527,0
cbar|sbar|dbar|d|u|s,6,0.03954632,0
sbar|dbar|d|u|c,5,0.03941489,0
cbar|g|d|s|c,5,0.03925226,0
sbar|ubar|dbar|u|s,5,0.03914815,0
cbar|sbar|dbar|u|s,5,0.03906853,0
sbar|dbar|g|d|u|s,6,0.03905333,0
ubar|g|d|c,4,0.03899372,0
ubar|d,2,0.03878852,0
cbar|sbar|ubar|d,4,0.03873352,0
sbar|ubar|g|d|u|c,6,0.03799254,0
cbar|sbar|ubar|d|c,5,0.03779797,0
cbar|ubar|dbar|g|d|u,6,0.03751988,0
cbar|sbar|g|d|u|s|c,7,0.03725793,0
cbar|ubar|dbar|d|u|c,6,0.03719789,0
cbar|sbar|ubar|dbar|g|d|c,7,0.03704580,0
sbar|dbar|d|u|s,5,0.03653398,0
cbar|d|s|c,4,0.03640494,0
cbar|sbar|dbar|g|d|u,6,0.03629089,0
ubar|d|c,3,0.03577312,0
sbar|ubar|g|d|u,5,0.03560689,0
sbar|dbar|g|d|u,5,0.03551561,0
dbar|g|u|c,4,0.03540823,0
ubar|g|d|u|c,5,0.03539025,0
ubar|g|d|u,4,0.03526290,0
cbar|sbar|g|d|u|s,6,0.03501197,0
cbar|g|d|u|s,5,0.03490295,0
cbar|g|d|u|s|c,6,0.03488510,0
cbar|sbar|ubar|dbar|g|d,6,0.03477103,0
sbar|ubar|d|u|c,5,0.03467010,0
ubar|dbar|g|d|u|c,6,0.03466632,0
cbar|sbar|d|u|s|c,6,0.03430460,0
cbar|ubar|dbar|d|u,5,0.03420715,0
cbar|sbar|ubar|g|u|s|c,7,0.03408126,0
g|d|s,3,0.03397905,0
cbar|dbar|g|d|u|s|c,7,0.03396505,0
cbar|sbar|ubar|dbar|d|c,6,0.03394851,0
cbar|sbar|dbar|d|u,5,0.03366974,0
cbar|sbar|g|d|s,5,0.03365791,0
sbar|ubar|g|d,4,0.03348410,0
cbar|ubar|dbar|g|d|c,6,0.03337405,0
cbar|ubar|dbar|g|d,5,0.03336013,0
dbar|u|c,3,0.03314168,0
sbar|dbar|d|u,4,0.03305309,0
cbar|ubar|dbar|g|u|s|c,7,0.03305079,0
cbar|sbar|g|d|s|c,6,0.03283893,0
sbar|ubar|g|d|c,5,0.03280453,0
sbar|ubar|d|u,4,0.03237130,0
cbar|dbar|g|u|c,5,0.03220653,0
