	mean	std	min	max
momentum	0.9999938075594615	0.0	0.9999938074812065	0.9999938075594615
uvalence	1.9999624194153167	0.0	1.9999624194153167	1.99996267339173
dvalence	0.9999612068501569	0.0	0.9999609349464871	0.9999612068501569
svalence	-5.3411535059499915e-05	0.0	-5.345545153540021e-05	-5.3411535059499915e-05
cvalence	-1.6634881417768447e-07	0.0	-1.6665771736262144e-07	-1.6634881417768447e-07
