	mean	std	min	max
momentum	0.9988738862826345	0.0	0.9988738862826345	0.9988738863638231
uvalence	2.044556314291324	0.0	2.044555961311457	2.044556314291324
dvalence	0.9429192317395398	0.0	0.9429192317395398	0.9429194369178369
svalence	-0.015709468644317992	0.0	-0.015709468644317992	-0.015709255547628365
cvalence	1.775980972528139e-07	0.0	1.7750518044295307e-07	1.775980972528139e-07
