 1.  88.29 0.324 0.021  0.4487  0.0790  0.0499  0.0135  0.0060  0.0156  0.0159  0.0110  0.0161  0.0353  0.0123  0.3682  0.6490
 1.  88.29 0.324 0.057  0.5292  0.0918  0.0381  0.0137  0.0029  0.0079  0.0222  0.0126  0.0071  0.0213  0.0061  0.3738  0.4030
 1.  88.29 0.324 0.101  0.4147  0.0672  0.0352  0.0238  0.0049  0.0059  0.0118  0.0069  0.0083  0.0188  0.0010  0.3831  0.4190
 1.  88.29 0.324 0.167  0.3248  0.0505  0.0196  0.0053  0.0021  0.0005  0.0035  0.0019  0.0047  0.0176  0.0013  0.3801  0.4310
 1.  88.29 0.324 0.326  0.1440  0.0204  0.0099  0.0064  0.0021  0.0017  0.0034  0.0041  0.0023  0.0042  0.0001  0.3925  0.6430
 1.  88.29 0.558 0.021  0.7856  0.1108  0.0668  0.0168  0.0238  0.0122  0.0246  0.0225  0.0104  0.0468  0.0076  0.5896  0.5700
 1.  88.29 0.558 0.057  0.7980  0.1050  0.0602  0.0139  0.0066  0.0139  0.0194  0.0175  0.0227  0.0446  0.0019  0.5898  0.4380
 1.  88.29 0.558 0.101  0.7831  0.1027  0.0473  0.0298  0.0148  0.0192  0.0170  0.0033  0.0115  0.0156  0.0092  0.5882  0.4440
 1.  88.29 0.558 0.167  0.5053  0.0642  0.0291  0.0091  0.0076  0.0172  0.0081  0.0036  0.0065  0.0168  0.0018  0.5964  0.4760
 1.  88.29 0.558 0.326  0.2283  0.0299  0.0123  0.0060  0.0026  0.0035  0.0066  0.0006  0.0058  0.0043  0.0000  0.6070  0.6340
 1.  88.29 0.771 0.021  0.7689  0.1131  0.0675  0.0439  0.0078  0.0129  0.0121  0.0146  0.0434  0.0125  0.0013  0.6925  0.5540
 1.  88.29 0.771 0.057  0.9112  0.1285  0.0338  0.0238  0.0074  0.0109  0.0036  0.0076  0.0170  0.0062  0.0025  0.6959  0.4410
 1.  88.29 0.771 0.101  0.8642  0.1240  0.0394  0.0221  0.0007  0.0090  0.0125  0.0134  0.0193  0.0162  0.0030  0.6954  0.4620
 1.  88.29 0.771 0.167  0.6941  0.1047  0.0315  0.0123  0.0059  0.0152  0.0077  0.0126  0.0139  0.0123  0.0035  0.6950  0.5240
 1.  88.29 0.771 0.326  0.2171  0.0367  0.0092  0.0017  0.0012  0.0041  0.0028  0.0025  0.0049  0.0050  0.0007  0.7059  0.5810
 1. 174.29 0.324 0.021  1.1581  0.1715  0.0766  0.0286  0.0248  0.0241  0.0142  0.0460  0.0349  0.0178  0.0012  0.6376  0.6470
 1. 174.29 0.324 0.057  0.8609  0.1223  0.0693  0.0404  0.0112  0.0234  0.0127  0.0330  0.0210  0.0283  0.0034  0.6387  0.4140
 1. 174.29 0.324 0.101  0.8536  0.1265  0.0323  0.0205  0.0005  0.0078  0.0060  0.0102  0.0167  0.0096  0.0074  0.6373  0.3630
 1. 174.29 0.324 0.167  0.5656  0.0798  0.0337  0.0217  0.0051  0.0150  0.0117  0.0080  0.0058  0.0112  0.0071  0.6480  0.3860
 1. 174.29 0.324 0.326  0.2545  0.0336  0.0154  0.0082  0.0014  0.0037  0.0028  0.0022  0.0041  0.0101  0.0049  0.6538  0.5660
 1. 174.29 0.558 0.021  1.4338  0.2169  0.0939  0.0256  0.0133  0.0212  0.0074  0.0513  0.0383  0.0572  0.0105  0.7769  0.5160
 1. 174.29 0.558 0.057  1.3506  0.2051  0.0761  0.0323  0.0211  0.0326  0.0176  0.0125  0.0443  0.0286  0.0004  0.7771  0.3710
 1. 174.29 0.558 0.101  1.1963  0.1899  0.0472  0.0317  0.0072  0.0031  0.0082  0.0059  0.0239  0.0199  0.0098  0.7795  0.3520
 1. 174.29 0.558 0.167  0.7624  0.1189  0.0380  0.0098  0.0042  0.0188  0.0164  0.0090  0.0101  0.0225  0.0049  0.7810  0.3650
 1. 174.29 0.558 0.326  0.2815  0.0427  0.0200  0.0102  0.0015  0.0110  0.0071  0.0075  0.0068  0.0037  0.0022  0.7856  0.5240
 1. 174.29 0.771 0.021  1.5197  0.2043  0.0725  0.0421  0.0063  0.0103  0.0081  0.0367  0.0293  0.0323  0.0045  0.8375  0.5670
 1. 174.29 0.771 0.057  1.2397  0.1631  0.0680  0.0240  0.0316  0.0265  0.0205  0.0192  0.0167  0.0356  0.0017  0.8322  0.4050
