   1     0.050    25.000    3.39970524E-02
   2     0.150    25.000    3.37208424E-02
   3     0.250    25.000    3.27730264E-02
   4     0.350    25.000    3.35877455E-02
   5     0.450    25.000    3.40048771E-02
   6     0.550    25.000    3.44678347E-02
   7     0.650    25.000    3.51016926E-02
   8     0.750    25.000    3.45765644E-02
   9     0.850    25.000    3.44008419E-02
  10     0.950    25.000    3.39871242E-02
  11     1.050    25.000    3.34087003E-02
  12     1.150    25.000    3.32816384E-02
  13     1.250    25.000    3.22232239E-02
  14     1.350    25.000    3.22837585E-02
  15     1.450    25.000    3.10592260E-02
  16     1.550    25.000    3.13493354E-02
  17     1.650    25.000    2.94623653E-02
  18     1.750    25.000    2.89783397E-02
  19     1.850    25.000    2.68041915E-02
  20     1.950    25.000    2.40433927E-02
  21     2.050    25.000    2.09984710E-02
  22     2.150    25.000    1.60162697E-02
  23     2.250    25.000    1.04074345E-02
  24     2.350    25.000    3.94112428E-03
  25     0.050    37.500    5.12196373E-02
  26     0.150    37.500    4.88461995E-02
  27     0.250    37.500    4.93280428E-02
  28     0.350    37.500    4.89294054E-02
  29     0.450    37.500    4.97667926E-02
  30     0.550    37.500    5.16309334E-02
  31     0.650    37.500    4.98743578E-02
  32     0.750    37.500    4.88812215E-02
  33     0.850    37.500    5.01116049E-02
  34     0.950    37.500    4.87699264E-02
  35     1.050    37.500    4.90277989E-02
  36     1.150    37.500    4.86871824E-02
  37     1.250    37.500    4.67182983E-02
  38     1.350    37.500    4.90950464E-02
  39     1.450    37.500    4.59174640E-02
  40     1.550    37.500    4.44989238E-02
  41     1.650    37.500    4.13404829E-02
  42     1.750    37.500    3.67446409E-02
  43     1.850    37.500    3.15491756E-02
  44     1.950    37.500    2.62497721E-02
  45     2.050    37.500    2.09890945E-02
  46     2.150    37.500    1.50391886E-02
  47     2.250    37.500    8.90851966E-03
  48     2.350    37.500    3.10111576E-03
  49     0.050    52.500    2.13773409E-02
  50     0.150    52.500    2.13444283E-02
  51     0.250    52.500    2.10620047E-02
  52     0.350    52.500    2.16231726E-02
  53     0.450    52.500    2.03389673E-02
  54     0.550    52.500    2.22888223E-02
  55     0.650    52.500    2.18933262E-02
  56     0.750    52.500    2.14533318E-02
  57     0.850    52.500    2.15287789E-02
  58     0.950    52.500    2.12878569E-02
  59     1.050    52.500    2.05311836E-02
  60     1.150    52.500    1.96385769E-02
  61     1.250    52.500    1.85560664E-02
  62     1.350    52.500    1.86805737E-02
  63     1.450    52.500    1.70245435E-02
  64     1.550    52.500    1.59697339E-02
  65     1.650    52.500    1.40270893E-02
  66     1.750    52.500    1.22442915E-02
  67     1.850    52.500    1.12471255E-02
  68     1.950    52.500    9.38588967E-03
  69     2.050    52.500    7.71710348E-03
  70     2.150    52.500    4.89738987E-03
  71     2.250    52.500    3.42707233E-03
  72     2.350    52.500    1.16622525E-03
  73     0.050    90.000    6.04588063E-01
  74     0.150    90.000    6.00795935E-01
  75     0.250    90.000    6.01956756E-01
  76     0.350    90.000    5.96068209E-01
  77     0.450    90.000    5.95778509E-01
  78     0.550    90.000    5.90046991E-01
  79     0.650    90.000    5.84796642E-01
  80     0.750    90.000    5.70859975E-01
  81     0.850    90.000    5.57382420E-01
  82     0.950    90.000    5.44879733E-01
  83     1.050    90.000    5.26063160E-01
  84     1.150    90.000    5.03772387E-01
  85     1.250    90.000    4.75896520E-01
  86     1.350    90.000    4.45807105E-01
  87     1.450    90.000    4.17605637E-01
  88     1.550    90.000    3.74981537E-01
  89     1.650    90.000    3.39285187E-01
  90     1.750    90.000    2.92884690E-01
  91     1.850    90.000    2.50475440E-01
  92     1.950    90.000    2.02620151E-01
  93     2.050    90.000    1.56480510E-01
  94     2.150    90.000    1.08768124E-01
  95     2.250    90.000    6.37552772E-02
  96     2.350    90.000    2.02485446E-02
  97     0.050   160.000    6.62107300E-03
  98     0.150   160.000    6.86950310E-03
  99     0.250   160.000    6.74015590E-03
 100     0.350   160.000    6.71328766E-03
 101     0.450   160.000    6.44699904E-03
 102     0.550   160.000    6.71165823E-03
 103     0.650   160.000    6.30125880E-03
 104     0.750   160.000    6.32928651E-03
 105     0.850   160.000    6.13147036E-03
 106     0.950   160.000    5.81743751E-03
 107     1.050   160.000    5.77515559E-03
 108     1.150   160.000    5.31590530E-03
 109     1.250   160.000    5.16504390E-03
 110     1.350   160.000    4.79951306E-03
 111     1.450   160.000    4.64618051E-03
 112     1.550   160.000    4.16784317E-03
 113     1.650   160.000    3.71484236E-03
 114     1.750   160.000    3.01390217E-03
 115     1.850   160.000    2.38955984E-03
 116     1.950   160.000    2.20813330E-03
 117     2.050   160.000    1.38640766E-03
 118     2.150   160.000    9.96913671E-04
 119     2.250   160.000    5.25727257E-04
 120     2.350   160.000    2.04148611E-04
 121     0.100   850.000    1.00991489E-03
 122     0.300   850.000    1.15942965E-03
 123     0.500   850.000    1.24303834E-03
 124     0.700   850.000    9.94088126E-04
 125     0.900   850.000    1.01695210E-03
 126     1.100   850.000    1.00446905E-03
 127     1.300   850.000    9.06886673E-04
 128     1.500   850.000    6.16143983E-04
 129     1.700   850.000    4.69744085E-04
 130     1.900   850.000    2.88772220E-04
 131     2.100   850.000    1.84213993E-04
 132     2.300   850.000    4.10414148E-05
