coalition_labels,size,chi2,is_outlier
cbar|sbar|ubar|dbar|d|u|s|c,8,0.01016353,1
cbar|sbar|ubar|dbar|u|s|c,7,0.00911920,1
cbar|sbar|ubar|dbar|g|d|u|s|c,9,0.00904669,1
cbar|sbar|ubar|d|u|s|c,7,0.00898349,1
cbar|sbar|ubar|dbar|d|u|c,7,0.00887541,1
cbar|ubar|dbar|d|u|s|c,7,0.00876789,1
cbar|sbar|ubar|dbar|g|u|s|c,8,0.00812882,0
cbar|sbar|ubar|u|s|c,6,0.00799181,0
cbar|sbar|ubar|dbar|g|d|u|c,8,0.00791250,0
cbar|sbar|ubar|dbar|u|c,6,0.00790863,0
cbar|sbar|ubar|g|d|u|s|c,8,0.00786228,0
cbar|ubar|dbar|u|s|c,6,0.00780445,0
cbar|ubar|dbar|g|d|u|s|c,8,0.00779902,0
cbar|sbar|ubar|d|u|c,6,0.00776670,0
cbar|ubar|d|u|s|c,6,0.00769722,0
cbar|ubar|dbar|d|u|c,6,0.00758109,0
cbar|sbar|ubar|dbar|g|u|c,7,0.00707219,0
cbar|sbar|dbar|d|u|s|c,7,0.00706968,0
cbar|sbar|ubar|g|u|s|c,7,0.00699707,0
cbar|ubar|dbar|g|u|s|c,7,0.00696205,0
cbar|sbar|ubar|u|c,5,0.00685258,0
cbar|sbar|ubar|g|d|u|c,7,0.00679943,0
cbar|ubar|u|s|c,5,0.00678645,0
cbar|ubar|dbar|g|d|u|c,7,0.00676616,0
sbar|ubar|dbar|d|u|s|c,7,0.00673718,0
cbar|sbar|ubar|dbar|d|u|s,7,0.00672421,0
cbar|ubar|g|d|u|s|c,7,0.00672399,0
cbar|ubar|dbar|u|c,5,0.00669521,0
cbar|sbar|ubar|dbar|d|s|c,7,0.00669028,0
cbar|ubar|d|u|c,5,0.00658176,0
cbar|sbar|dbar|g|d|u|s|c,8,0.00627809,0
cbar|sbar|dbar|u|s|c,6,0.00622211,0
cbar|sbar|d|u|s|c,6,0.00606361,0
cbar|sbar|dbar|d|u|c,6,0.00602566,0
cbar|sbar|ubar|g|u|c,6,0.00601177,0
cbar|ubar|dbar|g|u|c,6,0.00600675,0
cbar|sbar|ubar|dbar|g|d|s|c,8,0.00600210,0
cbar|ubar|g|u|s|c,6,0.00593968,0
cbar|dbar|d|u|s|c,6,0.00593038,0
sbar|ubar|dbar|g|d|u|s|c,8,0.00588877,0
sbar|ubar|dbar|u|s|c,6,0.00588536,0
cbar|sbar|ubar|dbar|u|s,6,0.00587146,0
cbar|sbar|ubar|dbar|g|d|u|s,8,0.00586897,0
cbar|sbar|ubar|dbar|s|c,6,0.00586543,0
cbar|ubar|g|d|u|c,6,0.00576246,0
cbar|ubar|u|c,4,0.00574854,0
cbar|sbar|ubar|d|s|c,6,0.00574832,0
cbar|sbar|ubar|d|u|s,6,0.00574561,0
sbar|ubar|d|u|s|c,6,0.00574301,0
sbar|ubar|dbar|d|u|c,6,0.00568763,0
cbar|sbar|ubar|dbar|d|c,6,0.00567533,0
cbar|sbar|ubar|dbar|d|u,6,0.00567382,0
ubar|dbar|d|u|s|c,6,0.00559385,0
cbar|ubar|dbar|d|s|c,6,0.00558846,0
cbar|ubar|dbar|d|u|s,6,0.00558226,0
cbar|sbar|dbar|g|u|s|c,7,0.00555698,0
cbar|sbar|dbar|g|d|u|c,7,0.00538800,0
cbar|sbar|ubar|dbar|g|s|c,7,0.00530371,0
cbar|dbar|g|d|u|s|c,7,0.00528676,0
cbar|sbar|u|s|c,5,0.00526870,0
cbar|sbar|g|d|u|s|c,7,0.00526764,0
cbar|sbar|dbar|u|c,5,0.00525565,0
cbar|dbar|u|s|c,5,0.00516371,0
sbar|ubar|dbar|g|u|s|c,7,0.00516341,0
