player,coalition_without,v_without,v_with,delta_v,is_outlier
s,sbar|dbar|u|c,0.00014697,-0.00108398,-0.00123095,0
s,sbar|dbar|g|u|c,0.00014996,-0.00108091,-0.00123087,0
s,sbar|u|c,0.00014640,-0.00108403,-0.00123043,0
s,sbar|g|u|c,0.00014940,-0.00108095,-0.00123035,0
s,sbar|dbar|d|u|c,0.00014621,-0.00108322,-0.00122943,0
s,sbar|dbar|g|d|u|c,0.00014921,-0.00108014,-0.00122935,0
s,sbar|d|u|c,0.00014565,-0.00108326,-0.00122891,0
s,sbar|g|d|u|c,0.00014864,-0.00108019,-0.00122883,0
s,sbar|dbar|c,0.00014003,-0.00108239,-0.00122242,0
s,sbar|dbar|g|c,0.00014302,-0.00107932,-0.00122234,0
s,sbar|c,0.00013947,-0.00108243,-0.00122190,0
s,sbar|g|c,0.00014247,-0.00107935,-0.00122182,0
s,sbar|dbar|d|c,0.00013928,-0.00108162,-0.00122090,0
s,sbar|dbar|g|d|c,0.00014227,-0.00107855,-0.00122082,0
s,sbar|d|c,0.00013872,-0.00108166,-0.00122038,0
s,sbar|g|d|c,0.00014172,-0.00107858,-0.00122030,0
s,sbar|dbar|u,0.00014960,-0.00106179,-0.00121139,0
s,sbar|dbar|g|u,0.00015259,-0.00105872,-0.00121132,0
s,sbar|u,0.00014906,-0.00106182,-0.00121087,0
s,sbar|g|u,0.00015205,-0.00105874,-0.00121080,0
s,sbar|dbar|d|u,0.00014885,-0.00106102,-0.00120987,0
s,sbar|dbar|g|d|u,0.00015185,-0.00105795,-0.00120980,0
s,sbar|d|u,0.00014831,-0.00106104,-0.00120935,0
s,sbar|g|d|u,0.00015131,-0.00105797,-0.00120928,0
s,sbar|dbar,0.00014408,-0.00105878,-0.00120286,0
s,sbar|dbar|g,0.00014707,-0.00105571,-0.00120278,0
s,sbar,0.00014354,-0.00105880,-0.00120234,0
s,sbar|g,0.00014654,-0.00105572,-0.00120226,0
s,sbar|dbar|d,0.00014334,-0.00105801,-0.00120134,0
s,sbar|dbar|g|d,0.00014634,-0.00105493,-0.00120127,0
s,sbar|d,0.00014280,-0.00105802,-0.00120082,0
s,sbar|g|d,0.00014580,-0.00105494,-0.00120075,0
s,sbar|ubar|dbar|u|c,0.00009001,-0.00109096,-0.00118097,0
s,sbar|ubar|dbar|g|u|c,0.00009300,-0.00108789,-0.00118089,0
s,sbar|ubar|u|c,0.00008945,-0.00109100,-0.00118045,0
s,sbar|ubar|g|u|c,0.00009245,-0.00108792,-0.00118037,0
s,sbar|ubar|dbar|d|u|c,0.00008927,-0.00109018,-0.00117945,0
s,sbar|ubar|dbar|g|d|u|c,0.00009227,-0.00108710,-0.00117937,0
s,sbar|ubar|d|u|c,0.00008871,-0.00109022,-0.00117893,0
s,sbar|ubar|g|d|u|c,0.00009171,-0.00108714,-0.00117885,0
s,sbar|ubar|dbar|c,0.00008324,-0.00108919,-0.00117244,0
s,sbar|ubar|dbar|g|c,0.00008624,-0.00108612,-0.00117236,0
s,sbar|ubar|c,0.00008269,-0.00108922,-0.00117192,0
s,sbar|ubar|g|c,0.00008569,-0.00108614,-0.00117184,0
s,sbar|ubar|dbar|d|c,0.00008251,-0.00108841,-0.00117092,0
s,sbar|ubar|dbar|g|d|c,0.00008551,-0.00108533,-0.00117084,0
s,sbar|ubar|d|c,0.00008196,-0.00108844,-0.00117040,0
s,sbar|ubar|g|d|c,0.00008496,-0.00108536,-0.00117032,0
s,sbar|ubar|dbar|u,0.00009296,-0.00106845,-0.00116141,0
s,sbar|ubar|dbar|g|u,0.00009596,-0.00106537,-0.00116133,0
