7
0.0 0.3
16
20.0    30.0    1.61	1.0E7  
30.0    45.0    1.30	1230000.0 
45.0    60.0    1.18	219000.0  
60.0    80.0    1.12	54500.0 
80.0    110.0   1.08	11400.0 
110.0   160.0   1.05	1930.0  
160.0   210.0   1.04	321.0   
210.0   260.0   1.03	77.8    
260.0   310.0   1.02	25.4    
310.0   400.0   1.02	7.16    
400.0   500.0   1.02	1.6     
500.0   600.0   1.01	0.41    
600.0   800.0   1.01	0.0761  
800.0   1000.0  1.01	0.0118  
1000.0  1200.0  1.01	0.00154 
1200.0  1500.0  1.01	3.99E-4 
0.3 0.8
16
20.0    30.0    1.30	9950000.0    
30.0    45.0    1.17	1250000.0    
45.0    60.0    1.12	225000.0     
60.0    80.0    1.08	53200.0 
80.0    110.0   1.05	11300.0 
110.0   160.0   1.04	1880.0  
160.0   210.0   1.03	303.0   
210.0   260.0   1.02	74.7    
260.0   310.0   1.02	23.9    
310.0   400.0   1.02	6.79    
400.0   500.0   1.01	1.44    
500.0   600.0   1.01	0.368   
600.0   800.0   1.01	0.075   
800.0   1000.0  1.01	0.00909 
1000.0  1200.0  1.01	0.00161 
1200.0  1500.0  1.01	2.35E-4 
0.8 1.2
16
20.0    30.0    1.58	8540000.0   
30.0    45.0    1.28	1120000.0   
45.0    60.0    1.17	199000.0    
60.0    80.0    1.11	48400.0 
80.0    110.0   1.07	10300.0 
110.0   160.0   1.05	1660.0  
160.0   210.0   1.05	260.0   
210.0   260.0   1.04	61.7    
260.0   310.0   1.03	19.5    
310.0   400.0   1.02	5.24    
400.0   500.0   1.02	1.1     
500.0   600.0   1.02	0.252   
600.0   800.0   1.01	0.0472  
800.0   1000.0  1.01	0.00297 
1000.0  1200.0  1.01	4.54E-4 
1200.0  1500.0  1.01	1.01E-4 
1.2 2.1
15
20.0    30.0    1.53	7650000.0 
30.0    45.0    1.26	938000.0  
45.0    60.0    1.15	159000.0  
60.0    80.0    1.10	37800.0 
80.0    110.0   1.07	7760.0  
110.0   160.0   1.04	1250.0  
160.0   210.0   1.03	186.0   
210.0   260.0   1.03	41.2    
260.0   310.0   1.02	11.4    
310.0   400.0   1.02	2.85    
400.0   500.0   1.02	0.46    
500.0   600.0   1.01	0.0854  
600.0   800.0   1.01	0.0115  
800.0   1000.0  1.01	6.85E-4 
1000.0  1200.0  1.01	6.75E-5 
2.1 2.8
12
20.0    30.0    1.44	5820000.0 
30.0    45.0    1.21	689000.0   
45.0    60.0    1.12	119000.0   
60.0    80.0    1.08	24200.0 
80.0    110.0   1.05	4720.0  
110.0   160.0   1.03	640.0   
160.0   210.0   1.02	73.1    
210.0   260.0   1.02	12.1    
260.0   310.0   1.02	2.26    
310.0   400.0   1.01	0.324   
400.0   500.0   1.01	0.0209  
500.0   600.0   1.01	5.83E-4 
2.8 3.6
9
20.0    30.0    1.32	3900000.0 
30.0    45.0    1.15	426000.0  
45.0    60.0    1.09	64200.0 
60.0    80.0    1.05	12400.0 
80.0    110.0   1.03	1780.0  
110.0   160.0   1.02	151.0   
160.0   210.0   1.01	7.23    
210.0   260.0   1.01	0.375   
260.0   310.0   1.01	0.0109  
3.6 4.4
6
20.0    30.0    1.19	1510000.0  
30.0    45.0    1.07	138000.0   
45.0    60.0    1.02	12900.0 
60.0    80.0    1.00	1270.0  
80.0    110.0   0.99	77.0    
110.0   160.0   0.98	0.828   
