coalition_labels,size,chi2,is_outlier
cbar|sbar|ubar|dbar|g|d|u|s|c,9,0.01461254,1
cbar|sbar|ubar|dbar|g|u|s|c,8,0.01356355,1
cbar|sbar|ubar|dbar|g|d|u|c,8,0.01310289,1
cbar|ubar|dbar|g|d|u|s|c,8,0.01280802,0
cbar|sbar|ubar|g|d|u|s|c,8,0.01223110,0
cbar|sbar|ubar|dbar|g|u|c,7,0.01216837,0
cbar|sbar|ubar|dbar|d|u|s|c,8,0.01213163,0
cbar|ubar|dbar|g|u|s|c,7,0.01184554,0
cbar|ubar|dbar|g|d|u|c,7,0.01142744,0
cbar|sbar|ubar|g|u|s|c,7,0.01113945,0
cbar|sbar|dbar|g|d|u|s|c,8,0.01106200,0
cbar|sbar|ubar|dbar|u|s|c,7,0.01097407,0
cbar|sbar|ubar|dbar|g|d|s|c,8,0.01088970,0
sbar|ubar|dbar|g|d|u|s|c,8,0.01083229,0
cbar|sbar|ubar|g|d|u|c,7,0.01075500,0
cbar|sbar|ubar|dbar|g|d|u|s,8,0.01071606,0
cbar|ubar|g|d|u|s|c,7,0.01069018,0
cbar|ubar|dbar|g|u|c,6,0.01057942,0
cbar|sbar|ubar|dbar|d|u|c,7,0.01052031,0
cbar|sbar|ubar|d|u|s|c,7,0.01042965,0
cbar|ubar|dbar|d|u|s|c,7,0.01033808,0
cbar|sbar|dbar|g|u|s|c,7,0.01030344,0
cbar|sbar|ubar|dbar|g|s|c,7,0.01007694,0
sbar|ubar|dbar|g|u|s|c,7,0.01000197,0
cbar|sbar|dbar|g|d|u|c,7,0.00991689,0
cbar|sbar|ubar|dbar|g|u|s,7,0.00987089,0
cbar|sbar|ubar|g|u|c,6,0.00977781,0
cbar|sbar|ubar|dbar|g|d|c,7,0.00970665,0
cbar|ubar|g|u|s|c,6,0.00968504,0
sbar|ubar|dbar|g|d|u|c,7,0.00961285,0
cbar|dbar|g|d|u|s|c,7,0.00956807,0
cbar|sbar|ubar|dbar|g|d|u,7,0.00948726,0
cbar|sbar|ubar|dbar|u|c,6,0.00947721,0
cbar|ubar|dbar|g|d|s|c,7,0.00943376,0
cbar|ubar|g|d|u|c,6,0.00934316,0
ubar|dbar|g|d|u|s|c,7,0.00930735,0
cbar|sbar|dbar|g|u|c,6,0.00927279,0
cbar|ubar|dbar|u|s|c,6,0.00926703,0
cbar|sbar|ubar|u|s|c,6,0.00922944,0
cbar|ubar|dbar|g|d|u|s,7,0.00920555,0
cbar|sbar|ubar|dbar|g|c,6,0.00900836,0
cbar|ubar|d|u|s|c,6,0.00889971,0
sbar|ubar|dbar|g|u|c,6,0.00889700,0
cbar|dbar|g|u|s|c,6,0.00889601,0
cbar|ubar|dbar|d|u|c,6,0.00885584,0
cbar|sbar|ubar|g|d|s|c,7,0.00885234,0
cbar|sbar|ubar|d|u|c,6,0.00885189,0
cbar|sbar|ubar|dbar|g|u,6,0.00875655,0
cbar|ubar|dbar|g|s|c,6,0.00870751,0
cbar|sbar|g|d|u|s|c,7,0.00863911,0
cbar|sbar|ubar|g|d|u|s,7,0.00858960,0
sbar|ubar|g|d|u|s|c,7,0.00858361,0
ubar|dbar|g|u|s|c,6,0.00856354,0
cbar|dbar|g|d|u|c,6,0.00855203,0
cbar|ubar|g|u|c,5,0.00845248,0
cbar|ubar|dbar|g|u|s,6,0.00844688,0
sbar|ubar|dbar|d|u|s|c,7,0.00839353,0
cbar|sbar|dbar|d|u|s|c,7,0.00838448,0
cbar|ubar|dbar|g|d|c,6,0.00837979,0
cbar|sbar|ubar|dbar|d|u|s,7,0.00834230,0
cbar|sbar|ubar|dbar|d|s|c,7,0.00828599,0
ubar|dbar|g|d|u|c,6,0.00821699,0
cbar|sbar|dbar|g|d|s|c,7,0.00812929,0
cbar|ubar|dbar|g|d|u,6,0.00810583,0
sbar|dbar|g|d|u|s|c,7,0.00804543,0
cbar|sbar|ubar|g|s|c,6,0.00799693,0
cbar|dbar|g|u|c,5,0.00799444,0
cbar|ubar|dbar|u|c,5,0.00789925,0
cbar|sbar|dbar|g|d|u|s,7,0.00786336,0
sbar|ubar|dbar|g|d|u|s,7,0.00783927,0
cbar|sbar|g|u|s|c,6,0.00783789,0
sbar|ubar|dbar|g|d|s|c,7,0.00779273,0
cbar|ubar|u|s|c,5,0.00778600,0
cbar|ubar|dbar|g|c,5,0.00776801,0
cbar|sbar|ubar|u|c,5,0.00776614,0
sbar|ubar|g|u|s|c,6,0.00771063,0
cbar|sbar|ubar|g|d|c,6,0.00770285,0
cbar|sbar|ubar|g|u|s,6,0.00770177,0
cbar|sbar|ubar|dbar|g|d|s,7,0.00768872,0
cbar|ubar|g|d|s|c,6,0.00766001,0
cbar|sbar|dbar|g|s|c,6,0.00760696,0
ubar|dbar|g|u|c,5,0.00758764,0
cbar|sbar|g|d|u|c,6,0.00752755,0
cbar|sbar|dbar|u|s|c,6,0.00751734,0
sbar|dbar|g|u|s|c,6,0.00750554,0
cbar|ubar|dbar|g|u,5,0.00746163,0
sbar|ubar|dbar|u|s|c,6,0.00745464,0
cbar|ubar|d|u|c,5,0.00745102,0
cbar|g|d|u|s|c,6,0.00740879,0
sbar|ubar|g|d|u|c,6,0.00739772,0
cbar|sbar|ubar|g|d|u,6,0.00739435,0
