0.527388  -0.492076  0.313733  -0.282803  1.46027  0.92381  0.813958  -0.726352  -0.391801  4.16063  1.16665  
0.605613  -0.606913  0.333484  -0.299887  1.85405  1.32428  1.69294  -2.66275  2.90996  -1.17868  0.50902  
0.532398  -0.529674  0.314454  -0.250191  1.78673  1.25043  2.4987  3.75674  0.640603  -0.433048  0.405036  
0.601974  -0.585735  0.352301  -0.272499  1.89869  1.08651  1.20382  -1.24855  -3.67268  -1.56995  0.974294  
0.697697  -0.676232  0.358766  -0.311645  1.80722  0.790964  0.526723  -0.374465  -0.496637  0.571698  -4.15298  
0.867025  -0.853762  0.400707  -0.397237  2.64031  2.66476  -3.74682  0.668724  0.375466  -0.327973  0.440949  
0.897543  -0.93569  0.460029  -0.386053  4.19337  -4.05337  -0.525578  0.15245  0.223496  -0.0919488  0.293548  
1.39998  -3.08932  8.84764  2.07663  -0.883372  -0.13441  -0.0465428  0.0218226  0.0188615  -0.0262383  0.0320495  
1.3387  -2.16239  1.36524  -8.54572  -1.00143  -0.175561  -0.0294195  0.0321124  0.00475277  -0.0438383  0.0350827  
2.55649  -9.39416  -3.56446  1.58246  -0.831105  -0.108538  0.00746901  0.0165088  -0.000221854  -0.00794392  0.040885  
12.7626  2.70708  -0.537444  0.47198  -0.517058  -0.0887363  -0.00558176  0.0137956  0.00801467  -0.0173216  0.0258332
