coalition_labels,size,chi2,is_outlier
cbar|sbar|ubar|dbar|d|u|s|c,8,0.00918182,1
cbar|sbar|ubar|dbar|u|s|c,7,0.00827513,1
cbar|sbar|ubar|d|u|s|c,7,0.00824269,1
cbar|sbar|ubar|dbar|d|u|c,7,0.00809097,1
cbar|ubar|dbar|d|u|s|c,7,0.00803621,1
cbar|sbar|ubar|u|s|c,6,0.00738301,0
cbar|sbar|ubar|dbar|u|c,6,0.00724509,0
cbar|sbar|ubar|d|u|c,6,0.00720956,0
cbar|ubar|dbar|u|s|c,6,0.00719379,0
cbar|ubar|d|u|s|c,6,0.00716643,0
cbar|ubar|dbar|d|u|c,6,0.00702405,0
cbar|sbar|ubar|dbar|g|d|u|s|c,9,0.00700732,0
cbar|sbar|ubar|u|c,5,0.00641070,0
cbar|ubar|u|s|c,5,0.00637102,0
cbar|sbar|ubar|dbar|g|u|s|c,8,0.00624673,0
cbar|ubar|dbar|u|c,5,0.00624244,0
cbar|ubar|d|u|c,5,0.00621199,0
cbar|sbar|dbar|d|u|s|c,7,0.00618712,0
cbar|sbar|ubar|g|d|u|s|c,8,0.00617184,0
cbar|sbar|ubar|dbar|g|d|u|c,8,0.00609458,0
cbar|ubar|dbar|g|d|u|s|c,8,0.00604613,0
sbar|ubar|dbar|d|u|s|c,7,0.00597992,0
cbar|sbar|ubar|dbar|d|u|s,7,0.00597844,0
cbar|sbar|ubar|dbar|d|s|c,7,0.00597157,0
cbar|ubar|u|c,4,0.00547739,0
cbar|sbar|ubar|g|u|s|c,7,0.00545827,0
cbar|sbar|dbar|u|s|c,6,0.00545362,0
cbar|sbar|d|u|s|c,6,0.00541678,0
cbar|sbar|ubar|dbar|g|u|c,7,0.00539481,0
cbar|ubar|dbar|g|u|s|c,7,0.00534981,0
cbar|sbar|ubar|g|d|u|c,7,0.00531683,0
cbar|sbar|dbar|d|u|c,6,0.00530714,0
cbar|ubar|g|d|u|s|c,7,0.00528000,0
cbar|dbar|d|u|s|c,6,0.00526427,0
cbar|sbar|ubar|dbar|s|c,6,0.00525322,0
sbar|ubar|dbar|u|s|c,6,0.00524703,0
cbar|sbar|ubar|dbar|u|s,6,0.00524530,0
cbar|sbar|ubar|d|s|c,6,0.00522005,0
cbar|sbar|ubar|d|u|s,6,0.00521309,0
cbar|ubar|dbar|g|d|u|c,7,0.00521208,0
