#Q2  Q2low   Q2high  x  xlow  xhigh F2  stat+   stat-  sys1+  sys1-  sysy2+   sys2-  
6.5	    6.5	    6.5		1.5E-4	1.5E-4	1.5E-4	0.00429463	+6.76218E-4	-6.76218E-4	+5.33595E-4	-4.83041E-4	+3.35938E-4	-2.90441E-4
6.5	    6.5	    6.5		2.8E-4	2.8E-4	2.8E-4	0.00357045	+5.14642E-4	-5.14642E-4	+3.61257E-4	-3.28693E-4	+2.89854E-4	-2.48819E-4
12.0	12.0	12.0	4.3E-4	4.3E-4	4.3E-4	0.00631148	+6.88174E-4	-6.88174E-4	+6.14852E-4	-5.21883E-4	+4.3273E-4	-3.40334E-4
12.0	12.0	12.0	6.5E-4	6.5E-4	6.5E-4	0.00435843	+5.24836E-4	-5.24836E-4	+4.63286E-4	-4.23094E-4	+2.29076E-4	-9.94433E-5
25.0	25.0	25.0	4.3E-4	4.3E-4	4.3E-4	0.0115863	+0.00345935	-0.00345935	+0.00152132	-0.00153292	+8.7818E-4	-6.39322E-4
25.0	25.0	25.0	8.0E-4	8.0E-4	8.0E-4	0.0104247	+0.00106218	-0.00106218	+7.78544E-4	-7.4348E-4	+5.95703E-4	-5.04791E-4
30.0	30.0	30.0	0.0016	0.0016	0.0016	0.0099419	+0.00115465	-0.00115465	+9.38689E-4	-9.27811E-4	+3.94651E-4	-4.75374E-4
30.0	30.0	30.0	0.0025	0.0025	0.0025	0.00671681	+0.00118613	-0.00118613	+9.08993E-4	-8.94703E-4	+2.34785E-4	-2.21179E-4
30.0	30.0	30.0	0.0045	0.0045	0.0045	0.00412701	+0.00230821	-0.00230821	+0.0011421	-0.00117844	+7.34244E-5	-2.56584E-4
80.0	80.0	80.0	0.0016	0.0016	0.0016	0.0353685	+0.00471894	-0.00471894	+0.00336651	-0.00327788	+0.00108983	-0.00117049
80.0	80.0	80.0	0.0025	0.0025	0.0025	0.0193579	+0.0024952	-0.0024952	+0.0017054	-0.00179352	+4.91232E-4	-4.84753E-4
80.0	80.0	80.0	0.0045	0.0045	0.0045	0.0109057	+0.00195445	-0.00195445	+0.00124534	-0.00131186	+2.65677E-4	-2.51344E-4
160.0	160.0	160.0	0.0035	0.0035	0.0035	0.0223278	+0.00308866	-0.00308866	+0.00151355	-0.00165292	+4.87508E-4	-3.14115E-4
160.0	160.0	160.0	0.008	0.008	0.008	0.0175889	+0.00155658	-0.00155658	+7.93143E-4	-9.09738E-4	+3.87294E-4	-3.65945E-4
160.0	160.0	160.0	0.02	0.02	0.02	0.00784165	+0.00389196	-0.00389196	+0.00214409	-0.00220586	+2.32679E-4	-1.37975E-4
600.0	600.0	600.0	0.013	0.013	0.013	0.0148508	+0.00324786	-0.00324786	+0.00208376	-0.00194448	+1.18203E-4	-2.14484E-4
600.0	600.0	600.0	0.035	0.035	0.035	0.00876484	+0.00261198	-0.00261198	+0.00189614	-0.00202579	+2.62899E-4	-1.18891E-4

