coalition_labels,size,chi2,is_outlier
cbar|ubar|u|s|c,5,0.00015819,0
cbar|ubar|d|u|s|c,6,0.00015819,0
cbar|ubar|dbar|u|s|c,6,0.00015819,0
cbar|ubar|dbar|d|u|s|c,7,0.00015819,0
cbar|u|s|c,4,0.00015818,0
cbar|d|u|s|c,5,0.00015818,0
cbar|dbar|u|s|c,5,0.00015818,0
cbar|dbar|d|u|s|c,6,0.00015818,0
ubar|u|s|c,4,0.00015815,0
ubar|d|u|s|c,5,0.00015815,0
ubar|dbar|u|s|c,5,0.00015815,0
ubar|dbar|d|u|s|c,6,0.00015815,0
u|s|c,3,0.00015815,0
d|u|s|c,4,0.00015815,0
dbar|u|s|c,4,0.00015815,0
dbar|d|u|s|c,5,0.00015814,0
cbar|ubar|s|c,4,0.00015814,0
cbar|ubar|d|s|c,5,0.00015814,0
cbar|ubar|dbar|s|c,5,0.00015814,0
cbar|ubar|dbar|d|s|c,6,0.00015814,0
cbar|s|c,3,0.00015813,0
cbar|d|s|c,4,0.00015813,0
cbar|dbar|s|c,4,0.00015813,0
cbar|dbar|d|s|c,5,0.00015813,0
cbar|ubar|u|s,4,0.00015810,0
cbar|ubar|d|u|s,5,0.00015810,0
cbar|ubar|dbar|u|s,5,0.00015810,0
ubar|s|c,3,0.00015810,0
cbar|ubar|dbar|d|u|s,6,0.00015810,0
ubar|d|s|c,4,0.00015810,0
cbar|u|s,3,0.00015810,0
ubar|dbar|s|c,4,0.00015810,0
cbar|d|u|s,4,0.00015810,0
ubar|dbar|d|s|c,5,0.00015810,0
cbar|dbar|u|s,4,0.00015810,0
s|c,2,0.00015810,0
cbar|dbar|d|u|s,5,0.00015810,0
d|s|c,3,0.00015810,0
dbar|s|c,3,0.00015810,0
dbar|d|s|c,4,0.00015809,0
ubar|u|s,3,0.00015807,0
ubar|d|u|s,4,0.00015806,0
ubar|dbar|u|s,4,0.00015806,0
ubar|dbar|d|u|s,5,0.00015806,0
u|s,2,0.00015806,0
d|u|s,3,0.00015806,0
dbar|u|s,3,0.00015806,0
dbar|d|u|s,4,0.00015806,0
cbar|ubar|s,3,0.00015805,0
cbar|ubar|d|s,4,0.00015805,0
cbar|ubar|dbar|s,4,0.00015805,0
cbar|ubar|dbar|d|s,5,0.00015805,0
cbar|s,2,0.00015805,0
cbar|d|s,3,0.00015805,0
cbar|dbar|s,3,0.00015805,0
cbar|dbar|d|s,4,0.00015805,0
ubar|s,2,0.00015802,0
ubar|d|s,3,0.00015801,0
ubar|dbar|s,3,0.00015801,0
ubar|dbar|d|s,4,0.00015801,0
s,1,0.00015801,0
d|s,2,0.00015801,0
dbar|s,2,0.00015801,0
dbar|d|s,3,0.00015801,0
cbar|ubar|g|u|s|c,6,0.00015775,0
cbar|ubar|g|d|u|s|c,7,0.00015775,0
cbar|ubar|dbar|g|u|s|c,7,0.00015775,0
cbar|ubar|dbar|g|d|u|s|c,8,0.00015775,0
cbar|g|u|s|c,5,0.00015775,0
cbar|g|d|u|s|c,6,0.00015774,0
cbar|dbar|g|u|s|c,6,0.00015774,0
cbar|dbar|g|d|u|s|c,7,0.00015774,0
ubar|g|u|s|c,5,0.00015771,0
ubar|g|d|u|s|c,6,0.00015771,0
ubar|dbar|g|u|s|c,6,0.00015771,0
ubar|dbar|g|d|u|s|c,7,0.00015771,0
g|u|s|c,4,0.00015771,0
g|d|u|s|c,5,0.00015771,0
dbar|g|u|s|c,5,0.00015771,0
dbar|g|d|u|s|c,6,0.00015771,0
cbar|ubar|g|s|c,5,0.00015770,0
cbar|ubar|g|d|s|c,6,0.00015770,0
cbar|ubar|dbar|g|s|c,6,0.00015770,0
cbar|ubar|dbar|g|d|s|c,7,0.00015770,0
cbar|g|s|c,4,0.00015770,0
cbar|g|d|s|c,5,0.00015769,0
cbar|dbar|g|s|c,5,0.00015769,0
cbar|dbar|g|d|s|c,6,0.00015769,0
cbar|ubar|g|u|s,5,0.00015766,0
cbar|ubar|g|d|u|s,6,0.00015766,0
cbar|ubar|dbar|g|u|s,6,0.00015766,0
ubar|g|s|c,4,0.00015766,0
cbar|ubar|dbar|g|d|u|s,7,0.00015766,0
ubar|g|d|s|c,5,0.00015766,0
cbar|g|u|s,4,0.00015766,0
ubar|dbar|g|s|c,5,0.00015766,0
cbar|g|d|u|s,5,0.00015766,0
ubar|dbar|g|d|s|c,6,0.00015766,0
cbar|dbar|g|u|s,5,0.00015766,0
g|s|c,3,0.00015766,0
cbar|dbar|g|d|u|s,6,0.00015766,0
g|d|s|c,4,0.00015766,0
dbar|g|s|c,4,0.00015766,0
dbar|g|d|s|c,5,0.00015766,0
ubar|g|u|s,4,0.00015763,0
ubar|g|d|u|s,5,0.00015763,0
ubar|dbar|g|u|s,5,0.00015763,0
ubar|dbar|g|d|u|s,6,0.00015762,0
g|u|s,3,0.00015762,0
g|d|u|s,4,0.00015762,0
dbar|g|u|s,4,0.00015762,0
dbar|g|d|u|s,5,0.00015762,0
cbar|ubar|g|s,4,0.00015761,0
cbar|ubar|g|d|s,5,0.00015761,0
cbar|ubar|dbar|g|s,5,0.00015761,0
cbar|ubar|dbar|g|d|s,6,0.00015761,0
cbar|g|s,3,0.00015761,0
cbar|g|d|s,4,0.00015761,0
cbar|dbar|g|s,4,0.00015761,0
cbar|dbar|g|d|s,5,0.00015761,0
