==========================================================================================================================================================================================================================================================================================
OBSERVABLE:       dijet cross section
COLLISION TYPE:   proton-proton
COLLISION ENERGY: 7 TeV
EXPERIMENT:       CMS / LHC
RUN:              2011
LUMINOSITY:       5.0 fb-1
==========================================================================================================================================================================================================================================================================================
The NP correction as multiplicative factor with its range for the 0.0<$|y_{max}|<0.5$
plus, Uncorrelated sources of JEC and the luminosity uncertainties (relative values centered around zero) for the $|y_{max}|<0.5$ bin 
==========================================================================================================================================================================================================================================================================================
              NP correction     JEC0[-,+]     JEC1[-,+]     JEC2[-,+]     JEC3[-,+]     JEC4[-,+]     JEC5[-,+]     JEC6[-,+]     JEC7[-,+]     JEC8[-,+]     JEC9[-,+]     JEC10[-,+]    JEC11[-,+]    JEC12[-,+]    JEC13[-,+]     Lumi[-,+]     Unfolding     Bin-by-bin
                   lo     hi                                                                                                                                                                                                                        Unc[-,+]      Unc[-,+]
 mlo  mhi    1      2      3    <----4---->   <----5---->   <----6---->   <----7---->   <----8---->   <----9---->   <---10---->   <---11---->   <---12---->   <---13---->   <---14---->   <---15---->   <---16---->   <---17---->   <---18---->   <---19---->   <---20----> 
==========================================================================================================================================================================================================================================================================================
 197  296  1.200  1.320  1.080 -0.020  0.030 -0.010  0.010  0.010 -0.010 -0.020  0.030  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000 -0.010  0.010 -0.030  0.040  0.010 -0.010 -0.020  0.030 -0.022  0.022 -0.010  0.010 -0.010  0.010
 296  419  1.120  1.190  1.050 -0.020  0.030 -0.010  0.020  0.000  0.000 -0.020  0.030  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000 -0.010  0.010 -0.020  0.030  0.010 -0.010 -0.020  0.020 -0.022  0.022 -0.010  0.010 -0.010  0.010
 419  565  1.080  1.130  1.040 -0.020  0.030 -0.020  0.020 -0.010  0.010 -0.020  0.020  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.010 -0.020  0.020  0.010 -0.010 -0.010  0.020 -0.022  0.022  0.000  0.000 -0.010  0.010
 565  740  1.060  1.090  1.030 -0.030  0.030 -0.020  0.020 -0.010  0.010 -0.010  0.020  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000 -0.010  0.020  0.010  0.000 -0.010  0.010 -0.022  0.022 -0.010  0.000 -0.010  0.010
 740  944  1.050  1.070  1.020 -0.030  0.030 -0.020  0.030 -0.010  0.020 -0.010  0.010  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000 -0.010  0.010  0.000  0.000 -0.010  0.010 -0.022  0.022  0.000  0.000 -0.010  0.010
 944 1181  1.040  1.050  1.020 -0.030  0.030 -0.020  0.030 -0.020  0.020 -0.010  0.010  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000 -0.010  0.010  0.000  0.000 -0.010  0.010 -0.022  0.022 -0.010  0.000 -0.010  0.010
1181 1455  1.030  1.040  1.010 -0.030  0.040 -0.030  0.030 -0.020  0.030 -0.010  0.010  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000 -0.010  0.010  0.000  0.000 -0.010  0.010 -0.022  0.022  0.000  0.010 -0.010  0.010
1455 1770  1.030  1.040  1.010 -0.030  0.040 -0.030  0.040 -0.030  0.030 -0.010  0.010  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000 -0.010  0.010  0.000  0.000 -0.010  0.010 -0.022  0.022  0.000  0.000 -0.010  0.010
1770 2132  1.020  1.030  1.010 -0.040  0.040 -0.040  0.040 -0.030  0.040 -0.010  0.020  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000 -0.010  0.010  0.000  0.000 -0.010  0.010 -0.022  0.022 -0.010  0.010 -0.010  0.010
2132 2546  1.020  1.030  1.010 -0.040  0.050 -0.040  0.050 -0.040  0.050 -0.010  0.020  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000 -0.010  0.010  0.000  0.000 -0.010  0.010 -0.022  0.022 -0.010  0.010 -0.010  0.010
2546 3019  1.020  1.030  1.010 -0.050  0.060 -0.060  0.070 -0.050  0.060 -0.020  0.020  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000 -0.010  0.010  0.000  0.000 -0.010  0.010 -0.022  0.022 -0.010  0.010 -0.010  0.010
3019 3416  1.020  1.030  1.010 -0.060  0.070 -0.070  0.090 -0.060  0.070 -0.020  0.020  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000 -0.010  0.010  0.000  0.000 -0.010  0.010 -0.022  0.022 -0.010  0.010 -0.010  0.010
3416 4010  1.020  1.020  1.010 -0.070  0.080 -0.090  0.110 -0.070  0.090 -0.020  0.030  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000 -0.010  0.010  0.000  0.000 -0.010  0.010 -0.022  0.022 -0.020  0.020 -0.010  0.010
==========================================================================================================================================================================================================================================================================================
The NP correction as multiplicative factor with its range for the 0.5<$|y_{max}|<1.0$
plus, Uncorrelated sources of JEC and the luminosity uncertainties (relative values centered around zero) for the 0.5<$|y_{max}|<1.0$ bin
==========================================================================================================================================================================================================================================================================================
              NP correction     JEC0[-,+]     JEC1[-,+]     JEC2[-,+]     JEC3[-,+]     JEC4[-,+]     JEC5[-,+]     JEC6[-,+]     JEC7[-,+]     JEC8[-,+]     JEC9[-,+]     JEC10[-,+]    JEC11[-,+]    JEC12[-,+]    JEC13[-,+]     Lumi[-,+]     Unfolding     Bin-by-bin
                   lo     hi                                                                                                                                                                                                                        Unc[-,+]      Unc[-,+]
 mlo  mhi    1      2      3    <----4---->   <----5---->   <----6---->   <----7---->   <----8---->   <----9---->   <---10---->   <---11---->   <---12---->   <---13---->   <---14---->   <---15---->   <---16---->   <---17---->   <---18---->   <---19---->   <---20----> 
==========================================================================================================================================================================================================================================================================================
 270  386  1.160  1.260  1.070 -0.020  0.030 -0.010  0.010  0.000  0.000 -0.020  0.030  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000 -0.010  0.010 -0.030  0.040  0.020 -0.010 -0.020  0.030 -0.022  0.022 -0.010  0.010 -0.010  0.010
 386  526  1.110  1.170  1.050 -0.020  0.030 -0.010  0.020  0.000  0.000 -0.020  0.020  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000 -0.010  0.010 -0.020  0.030  0.010 -0.010 -0.020  0.020 -0.022  0.022 -0.010  0.010 -0.010  0.010
 526  693  1.080  1.120  1.030 -0.020  0.030 -0.020  0.020 -0.010  0.010 -0.020  0.020  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000 -0.020  0.020  0.010 -0.010 -0.010  0.020 -0.022  0.022  0.000  0.010 -0.010  0.010
 693  890  1.060  1.090  1.030 -0.030  0.030 -0.020  0.030 -0.010  0.020 -0.010  0.020  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000 -0.010  0.020  0.010 -0.010 -0.010  0.010 -0.022  0.022 -0.010  0.000 -0.010  0.010
 890 1118  1.040  1.070  1.020 -0.030  0.030 -0.020  0.030 -0.020  0.020 -0.010  0.010  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000 -0.010  0.010  0.010  0.000 -0.010  0.010 -0.022  0.022 -0.010  0.000 -0.010  0.010
1118 1383  1.040  1.050  1.020 -0.030  0.040 -0.030  0.030 -0.020  0.020 -0.010  0.010  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000 -0.010  0.010  0.000  0.000 -0.010  0.010 -0.022  0.022  0.000  0.000 -0.010  0.010
1383 1687  1.030  1.050  1.010 -0.030  0.040 -0.030  0.040 -0.020  0.030 -0.010  0.010  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000 -0.010  0.010  0.000  0.000 -0.010  0.010 -0.022  0.022 -0.010  0.000 -0.010  0.010
1687 2037  1.030  1.040  1.010 -0.040  0.040 -0.030  0.040 -0.030  0.040 -0.010  0.020  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000 -0.010  0.010  0.000  0.000 -0.010  0.010 -0.022  0.022 -0.010  0.010 -0.010  0.010
2037 2438  1.020  1.030  1.010 -0.040  0.050 -0.040  0.050 -0.040  0.040 -0.010  0.020  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000 -0.010  0.010  0.000  0.000 -0.010  0.010 -0.022  0.022 -0.010  0.010 -0.010  0.010
2438 2895  1.020  1.030  1.010 -0.050  0.060 -0.050  0.060 -0.040  0.060 -0.020  0.020  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000 -0.010  0.010  0.000  0.000 -0.010  0.010 -0.022  0.022 -0.010  0.010 -0.010  0.010
2895 3416  1.020  1.030  1.010 -0.060  0.070 -0.070  0.080 -0.060  0.070 -0.020  0.020  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000 -0.010  0.010  0.000  0.000 -0.010  0.010 -0.022  0.022 -0.010  0.010 -0.010  0.010
3416 4010  1.020  1.030  1.010 -0.070  0.090 -0.090  0.120 -0.070  0.090 -0.020  0.030  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000 -0.010  0.010  0.000  0.000 -0.010  0.010 -0.022  0.022 -0.020  0.020 -0.010  0.010
==========================================================================================================================================================================================================================================================================================
The NP correction as multiplicative factor with its range for the 1.0<$|y_{max}|<1.5$
plus, Uncorrelated sources of JEC and the luminosity uncertainties (relative values centered around zero) for the 1.0<$|y_{max}|$<1.5$ bin
==========================================================================================================================================================================================================================================================================================
              NP correction     JEC0[-,+]     JEC1[-,+]     JEC2[-,+]     JEC3[-,+]     JEC4[-,+]     JEC5[-,+]     JEC6[-,+]     JEC7[-,+]     JEC8[-,+]     JEC9[-,+]     JEC10[-,+]    JEC11[-,+]    JEC12[-,+]    JEC13[-,+]     Lumi[-,+]     Unfolding     Bin-by-bin
                   lo     hi                                                                                                                                                                                                                        Unc[-,+]      Unc[-,+]
 mlo  mhi    1      2      3    <----4---->   <----5---->   <----6---->   <----7---->   <----8---->   <----9---->   <---10---->   <---11---->   <---12---->   <---13---->   <---14---->   <---15---->   <---16---->   <---17---->   <---18---->   <---19---->   <---20----> 
==========================================================================================================================================================================================================================================================================================
 419  565  1.140  1.220  1.060 -0.020  0.030 -0.010  0.020  0.000  0.000 -0.020  0.030 -0.010  0.010  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000 -0.010  0.010 -0.030  0.030  0.020 -0.010 -0.020  0.020 -0.022  0.022 -0.010  0.010 -0.010  0.010
 565  740  1.100  1.160  1.040 -0.030  0.030 -0.020  0.020  0.000  0.010 -0.020  0.020 -0.010  0.010  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000 -0.010  0.010 -0.020  0.030  0.010 -0.010 -0.020  0.020 -0.022  0.022 -0.010  0.010 -0.010  0.010
 740  944  1.070  1.110  1.030 -0.030  0.030 -0.020  0.020 -0.010  0.010 -0.020  0.020 -0.010  0.010  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.010 -0.020  0.020  0.010 -0.010 -0.010  0.020 -0.022  0.022 -0.010  0.010 -0.010  0.010
 944 1181  1.060  1.090  1.030 -0.030  0.040 -0.020  0.030 -0.010  0.020 -0.020  0.020 -0.010  0.020  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000 -0.010  0.020  0.010 -0.010 -0.010  0.020 -0.022  0.022 -0.010  0.010 -0.010  0.010
1181 1455  1.050  1.070  1.020 -0.030  0.040 -0.030  0.030 -0.020  0.020 -0.010  0.020 -0.010  0.020  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000 -0.010  0.010  0.010 -0.010 -0.010  0.010 -0.022  0.022 -0.010  0.010 -0.010  0.010
1455 1770  1.040  1.060  1.020 -0.030  0.040 -0.030  0.030 -0.020  0.030 -0.010  0.020 -0.010  0.020  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000 -0.010  0.010  0.010 -0.010 -0.010  0.010 -0.022  0.022 -0.010  0.010 -0.010  0.010
1770 2132  1.040  1.050  1.020 -0.040  0.050 -0.030  0.040 -0.030  0.030 -0.010  0.020 -0.020  0.020  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000 -0.010  0.010  0.010 -0.010 -0.010  0.010 -0.022  0.022 -0.010  0.010 -0.010  0.010
2132 2546  1.030  1.050  1.020 -0.040  0.050 -0.040  0.050 -0.030  0.040 -0.020  0.020 -0.020  0.020  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000 -0.010  0.010  0.010 -0.010 -0.010  0.010 -0.022  0.022 -0.010  0.010 -0.010  0.010
2546 3147  1.030  1.050  1.010 -0.050  0.060 -0.050  0.060 -0.040  0.050 -0.020  0.020 -0.020  0.030  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000 -0.010  0.010  0.010 -0.010 -0.010  0.010 -0.022  0.022 -0.010  0.010 -0.010  0.010
3147 3854  1.030  1.040  1.010 -0.070  0.080 -0.070  0.090 -0.060  0.080 -0.020  0.030 -0.030  0.040  0.000  0.010  0.000  0.000  0.000  0.000  0.000  0.010  0.000  0.000  0.000  0.000 -0.010  0.010  0.010 -0.010 -0.010  0.010 -0.022  0.022 -0.020  0.020 -0.010  0.010
3854 4509  1.030  1.040  1.010 -0.090  0.110 -0.100  0.130 -0.080  0.110 -0.030  0.040 -0.030  0.040  0.000  0.010  0.000  0.000  0.000  0.000 -0.010  0.010  0.000  0.000  0.000  0.000 -0.010  0.010  0.010 -0.010 -0.010  0.020 -0.022  0.022 -0.030  0.030 -0.010  0.010
==========================================================================================================================================================================================================================================================================================
The NP correction as multiplicative factor with its range for the 1.5<$|y_{max}|<2.0$
plus, Uncorrelated sources of JEC and the luminosity uncertainties (relative values centered around zero) for the 1.5<$|y_{max}|$<2.0 bin
==========================================================================================================================================================================================================================================================================================
              NP correction     JEC0[-,+]     JEC1[-,+]     JEC2[-,+]     JEC3[-,+]     JEC4[-,+]     JEC5[-,+]     JEC6[-,+]     JEC7[-,+]     JEC8[-,+]     JEC9[-,+]     JEC10[-,+]    JEC11[-,+]    JEC12[-,+]    JEC13[-,+]     Lumi[-,+]     Unfolding     Bin-by-bin
                   lo     hi                                                                                                                                                                                                                        Unc[-,+]      Unc[-,+]
 mlo  mhi    1      2      3    <----4---->   <----5---->   <----6---->   <----7---->   <----8---->   <----9---->   <---10---->   <---11---->   <---12---->   <---13---->   <---14---->   <---15---->   <---16---->   <---17---->   <---18---->   <---19---->   <---20----> 
==========================================================================================================================================================================================================================================================================================
