coalition_labels,size,chi2,is_outlier
cbar|ubar|g|d|s,5,0.03716501,1
cbar|ubar|g|d|s|c,6,0.03407414,1
cbar|sbar|ubar|g|d|s,6,0.03287685,1
cbar|ubar|g|d|u|s,6,0.03125504,0
cbar|sbar|ubar|g|d|s|c,7,0.03071146,0
cbar|ubar|d|s,4,0.03065586,0
cbar|ubar|g|d|u|s|c,7,0.03047852,0
cbar|sbar|ubar|dbar|g|d|u|s|c,9,0.02985216,0
cbar|sbar|ubar|g|d|u|s|c,8,0.02948158,0
cbar|sbar|ubar|g|d|u|s,7,0.02933482,0
cbar|ubar|dbar|g|d|s,6,0.02851619,0
ubar|g|d|s,4,0.02837358,0
cbar|sbar|ubar|dbar|g|d|u|s,8,0.02814057,0
cbar|sbar|ubar|dbar|g|d|s,7,0.02768469,0
cbar|ubar|d|s|c,5,0.02754343,0
cbar|ubar|dbar|g|d|u|s|c,8,0.02739652,0
cbar|sbar|ubar|dbar|g|d|s|c,8,0.02708472,0
cbar|ubar|dbar|g|d|s|c,7,0.02699299,0
cbar|ubar|g|d,4,0.02664803,0
cbar|ubar|dbar|g|d|u|s,7,0.02660600,0
cbar|sbar|ubar|d|s,5,0.02613924,0
ubar|g|d|s|c,5,0.02584520,0
sbar|ubar|dbar|g|d|u|s|c,8,0.02535778,0
sbar|ubar|g|d|s,5,0.02477843,0
cbar|ubar|d|u|s,5,0.02462565,0
sbar|dbar|g|u|c,5,0.02419719,0
cbar|ubar|g|d|c,5,0.02401495,0
cbar|sbar|ubar|d|s|c,6,0.02395128,0
ubar|g|d|u|s,5,0.02393455,0
cbar|sbar|ubar|dbar|g|d|u|c,8,0.02383695,0
cbar|ubar|d|u|s|c,6,0.02382412,0
ubar|g|d|u|s|c,6,0.02372064,0
sbar|ubar|g|d|u|s|c,7,0.02341593,0
cbar|sbar|ubar|g|d,5,0.02335148,0
sbar|ubar|g|d|s|c,6,0.02317477,0
sbar|ubar|dbar|g|d|u|s,7,0.02308405,0
cbar|sbar|ubar|dbar|g|u|s|c,8,0.02306662,0
cbar|sbar|ubar|dbar|d|u|s|c,8,0.02281055,0
sbar|ubar|g|d|u|s,6,0.02270732,0
cbar|sbar|ubar|d|u|s|c,7,0.02259571,0
ubar|d|s,3,0.02257236,0
cbar|sbar|ubar|d|u|s,6,0.02247500,0
ubar|dbar|g|d|u|s|c,7,0.02220935,0
sbar|dbar|u|c,4,0.02192345,0
cbar|ubar|dbar|d|s,5,0.02185660,0
cbar|ubar|g|d|u,5,0.02178716,0
cbar|sbar|ubar|dbar|g|d|u,7,0.02166782,0
cbar|sbar|ubar|g|d|c,6,0.02164292,0
cbar|ubar|g|d|u|c,6,0.02146892,0
sbar|dbar|g|u|s|c,6,0.02146434,0
cbar|sbar|ubar|g|d|u|c,7,0.02146422,0
cbar|sbar|dbar|g|u|c,6,0.02136759,0
ubar|dbar|g|d|s,5,0.02129621,0
cbar|sbar|ubar|dbar|g|u|c,7,0.02122480,0
sbar|ubar|dbar|g|d|s,6,0.02115829,0
cbar|sbar|ubar|dbar|d|u|s,7,0.02112663,0
sbar|ubar|dbar|g|d|s|c,7,0.02112034,0
cbar|ubar|d,3,0.02100838,0
cbar|sbar|ubar|g|d|u,6,0.02086015,0
ubar|dbar|g|d|u|s,6,0.02085592,0
cbar|sbar|ubar|dbar|d|s,6,0.02079554,0
sbar|ubar|dbar|g|u|s|c,7,0.02075740,0
cbar|ubar|g|s,4,0.02075293,0
cbar|sbar|dbar|g|d|u|s|c,8,0.02074684,0
cbar|ubar|dbar|d|u|s|c,7,0.02058752,0
sbar|ubar|dbar|g|d|u|c,7,0.02057971,0
cbar|ubar|dbar|g|d|u|c,7,0.02038456,0
cbar|sbar|ubar|dbar|g|u|s,7,0.02035632,0
ubar|dbar|g|d|s|c,6,0.02033579,0
cbar|ubar|dbar|d|s|c,6,0.02031025,0
