0.00001 0.27426 0.15066 0.15220 
0.0001 0.16424 0.09356 0.09273 
0.001 0.08424 0.05055 0.04875 
0.01 0.02859 0.01738 0.01591 
0.1 0.00207 0.00072 0.00031 
0.00001 0.67714 0.56354 0.51346 
0.0001 0.37430 0.31206 0.28187 
0.001 0.17900 0.14995 0.13374 
0.01 0.06051 0.05056 0.04357 
0.1 0.00562 0.00423 0.00252 
0.00001 1.19978 1.13985 1.08785 
0.0001 0.63020 0.59690 0.56568 
0.001 0.28826 0.27221 0.25568 
0.01 0.09642 0.09051 0.08307 
0.1 0.00997 0.00908 0.00708 
0.00001 2.29879 2.28636 2.27201 
0.0001 1.13024 1.12186 1.11165 
0.001 0.48483 0.48008 0.47343 
0.01 0.15406 0.15207 0.14862 
0.1 0.01646 0.01615 0.01510 
