0.00001 0.37255 0.27609 0.27096
0.00010 0.17702 0.14585 0.14235
0.00100 0.07001 0.06492 0.06381
0.01000 0.02027 0.02004 0.02019
0.10000 0.00149 0.00078 0.00069
0.00001 0.78141 0.69206 0.64037
0.00010 0.37400 0.34507 0.32514
0.00100 0.15564 0.14932 0.14446
0.01000 0.05106 0.04938 0.04869
0.10000 0.00547 0.00462 0.00387
0.00001 1.30170 1.25019 1.19206
0.00010 0.63138 0.61466 0.59361
0.00100 0.26822 0.26401 0.25864
0.01000 0.09009 0.08856 0.08717
0.10000 0.01067 0.01012 0.00915
0.00001 2.39198 2.37634 2.35015
0.00010 1.13357 1.12863 1.11943
0.00100 0.47207 0.47058 0.46798
0.01000 0.15213 0.15146 0.15054
0.10000 0.01804 0.01784 0.01729
