#: table_doi: 10.17182/hepdata.79410.v1/t2
#: name: Table 7
#: description: Statistical correlation matrix from unfolding
#: data_file: table_7.yaml
#: keyword observables: Covariance matrix element
#: keyword phrases: Triple Differential Inclusive Dijet Production
#: keyword cmenergies: 8000
#: keyword reactions: P P --> JET JET X
#: YSTAR,,,,,0.0 <= YSTAR < 1.0
#: SQRT(S) [TeV],,,,,8
#: YBOOST,,,,,0.0 <= YBOOST < 1.0
PTAVG [GeV],PTAVG [GeV] LOW,PTAVG [GeV] HIGH,PTAVG [GeV],PTAVG [GeV] LOW,PTAVG [GeV] HIGH,Covariance matrix element
615.0,592.0,638.0,1136.5,1101.0,1172.0,0
615.0,592.0,638.0,1210.0,1172.0,1248.0,0
615.0,592.0,638.0,1287.5,1248.0,1327.0,0
615.0,592.0,638.0,1368.5,1327.0,1410.0,0
615.0,592.0,638.0,1453.5,1410.0,1497.0,0
615.0,592.0,638.0,1542.5,1497.0,1588.0,0
615.0,592.0,638.0,1686.0,1588.0,1784.0,0
662.0,638.0,686.0,143.0,133.0,153.0,0
662.0,638.0,686.0,163.5,153.0,174.0,0
662.0,638.0,686.0,185.0,174.0,196.0,0
662.0,638.0,686.0,208.0,196.0,220.0,0
662.0,638.0,686.0,232.5,220.0,245.0,0
662.0,638.0,686.0,258.5,245.0,272.0,0
662.0,638.0,686.0,286.0,272.0,300.0,0
662.0,638.0,686.0,315.0,300.0,330.0,0
662.0,638.0,686.0,346.0,330.0,362.0,0
662.0,638.0,686.0,378.5,362.0,395.0,0
662.0,638.0,686.0,412.5,395.0,430.0,0
662.0,638.0,686.0,449.0,430.0,468.0,0
662.0,638.0,686.0,487.5,468.0,507.0,0.03
662.0,638.0,686.0,527.5,507.0,548.0,0
662.0,638.0,686.0,570.0,548.0,592.0,-0.23
662.0,638.0,686.0,615.0,592.0,638.0,0.12
662.0,638.0,686.0,662.0,638.0,686.0,1.0
662.0,638.0,686.0,711.5,686.0,737.0,0.13
662.0,638.0,686.0,763.5,737.0,790.0,-0.25
662.0,638.0,686.0,818.0,790.0,846.0,0
662.0,638.0,686.0,875.5,846.0,905.0,0.03
662.0,638.0,686.0,936.0,905.0,967.0,0
662.0,638.0,686.0,999.5,967.0,1032.0,0
662.0,638.0,686.0,1066.5,1032.0,1101.0,0
662.0,638.0,686.0,1136.5,1101.0,1172.0,0
662.0,638.0,686.0,1210.0,1172.0,1248.0,0
662.0,638.0,686.0,1287.5,1248.0,1327.0,0
662.0,638.0,686.0,1368.5,1327.0,1410.0,0
662.0,638.0,686.0,1453.5,1410.0,1497.0,0
662.0,638.0,686.0,1542.5,1497.0,1588.0,0
662.0,638.0,686.0,1686.0,1588.0,1784.0,0
711.5,686.0,737.0,143.0,133.0,153.0,0
711.5,686.0,737.0,163.5,153.0,174.0,0
711.5,686.0,737.0,185.0,174.0,196.0,0
711.5,686.0,737.0,208.0,196.0,220.0,0
711.5,686.0,737.0,232.5,220.0,245.0,0
711.5,686.0,737.0,258.5,245.0,272.0,0
711.5,686.0,737.0,286.0,272.0,300.0,0
711.5,686.0,737.0,315.0,300.0,330.0,0
711.5,686.0,737.0,346.0,330.0,362.0,0
711.5,686.0,737.0,378.5,362.0,395.0,0
711.5,686.0,737.0,412.5,395.0,430.0,0
711.5,686.0,737.0,449.0,430.0,468.0,0
711.5,686.0,737.0,487.5,468.0,507.0,0
711.5,686.0,737.0,527.5,507.0,548.0,0.03
711.5,686.0,737.0,570.0,548.0,592.0,0
711.5,686.0,737.0,615.0,592.0,638.0,-0.24
711.5,686.0,737.0,662.0,638.0,686.0,0.13
711.5,686.0,737.0,711.5,686.0,737.0,1.0
711.5,686.0,737.0,763.5,737.0,790.0,0.14
711.5,686.0,737.0,818.0,790.0,846.0,-0.25
711.5,686.0,737.0,875.5,846.0,905.0,0
711.5,686.0,737.0,936.0,905.0,967.0,0.05
711.5,686.0,737.0,999.5,967.0,1032.0,0
711.5,686.0,737.0,1066.5,1032.0,1101.0,0
711.5,686.0,737.0,1136.5,1101.0,1172.0,0
711.5,686.0,737.0,1210.0,1172.0,1248.0,0
711.5,686.0,737.0,1287.5,1248.0,1327.0,0
711.5,686.0,737.0,1368.5,1327.0,1410.0,0
711.5,686.0,737.0,1453.5,1410.0,1497.0,0
711.5,686.0,737.0,1542.5,1497.0,1588.0,0
711.5,686.0,737.0,1686.0,1588.0,1784.0,0
763.5,737.0,790.0,143.0,133.0,153.0,0
763.5,737.0,790.0,163.5,153.0,174.0,0
763.5,737.0,790.0,185.0,174.0,196.0,0
763.5,737.0,790.0,208.0,196.0,220.0,0
763.5,737.0,790.0,232.5,220.0,245.0,0
763.5,737.0,790.0,258.5,245.0,272.0,0
763.5,737.0,790.0,286.0,272.0,300.0,0
763.5,737.0,790.0,315.0,300.0,330.0,0
763.5,737.0,790.0,346.0,330.0,362.0,0
763.5,737.0,790.0,378.5,362.0,395.0,0
763.5,737.0,790.0,412.5,395.0,430.0,0
763.5,737.0,790.0,449.0,430.0,468.0,0
763.5,737.0,790.0,487.5,468.0,507.0,0
763.5,737.0,790.0,527.5,507.0,548.0,0
763.5,737.0,790.0,570.0,548.0,592.0,0.04
763.5,737.0,790.0,615.0,592.0,638.0,0
763.5,737.0,790.0,662.0,638.0,686.0,-0.25
763.5,737.0,790.0,711.5,686.0,737.0,0.14
763.5,737.0,790.0,763.5,737.0,790.0,1.0
763.5,737.0,790.0,818.0,790.0,846.0,0.14
763.5,737.0,790.0,875.5,846.0,905.0,-0.25
763.5,737.0,790.0,936.0,905.0,967.0,0
763.5,737.0,790.0,999.5,967.0,1032.0,0.03
763.5,737.0,790.0,1066.5,1032.0,1101.0,0
763.5,737.0,790.0,1136.5,1101.0,1172.0,0
763.5,737.0,790.0,1210.0,1172.0,1248.0,0
763.5,737.0,790.0,1287.5,1248.0,1327.0,0
763.5,737.0,790.0,1368.5,1327.0,1410.0,0
763.5,737.0,790.0,1453.5,1410.0,1497.0,0
763.5,737.0,790.0,1542.5,1497.0,1588.0,0
763.5,737.0,790.0,1686.0,1588.0,1784.0,0
818.0,790.0,846.0,143.0,133.0,153.0,0
818.0,790.0,846.0,163.5,153.0,174.0,0
818.0,790.0,846.0,185.0,174.0,196.0,0
818.0,790.0,846.0,208.0,196.0,220.0,0
818.0,790.0,846.0,232.5,220.0,245.0,0
818.0,790.0,846.0,258.5,245.0,272.0,0
818.0,790.0,846.0,286.0,272.0,300.0,0
818.0,790.0,846.0,315.0,300.0,330.0,0
818.0,790.0,846.0,346.0,330.0,362.0,0
818.0,790.0,846.0,378.5,362.0,395.0,0
818.0,790.0,846.0,412.5,395.0,430.0,0
818.0,790.0,846.0,449.0,430.0,468.0,0
818.0,790.0,846.0,487.5,468.0,507.0,0
818.0,790.0,846.0,527.5,507.0,548.0,0
818.0,790.0,846.0,570.0,548.0,592.0,0
818.0,790.0,846.0,615.0,592.0,638.0,0.04
818.0,790.0,846.0,662.0,638.0,686.0,0
818.0,790.0,846.0,711.5,686.0,737.0,-0.25
818.0,790.0,846.0,763.5,737.0,790.0,0.14
818.0,790.0,846.0,818.0,790.0,846.0,1.0
818.0,790.0,846.0,875.5,846.0,905.0,0.15
818.0,790.0,846.0,936.0,905.0,967.0,-0.26
818.0,790.0,846.0,999.5,967.0,1032.0,0
818.0,790.0,846.0,1066.5,1032.0,1101.0,0.04
818.0,790.0,846.0,1136.5,1101.0,1172.0,0
818.0,790.0,846.0,1210.0,1172.0,1248.0,0
818.0,790.0,846.0,1287.5,1248.0,1327.0,0
818.0,790.0,846.0,1368.5,1327.0,1410.0,0
818.0,790.0,846.0,1453.5,1410.0,1497.0,0
818.0,790.0,846.0,1542.5,1497.0,1588.0,0
818.0,790.0,846.0,1686.0,1588.0,1784.0,0
875.5,846.0,905.0,143.0,133.0,153.0,0
875.5,846.0,905.0,163.5,153.0,174.0,0
875.5,846.0,905.0,185.0,174.0,196.0,0
875.5,846.0,905.0,208.0,196.0,220.0,0
875.5,846.0,905.0,232.5,220.0,245.0,0
875.5,846.0,905.0,258.5,245.0,272.0,0
875.5,846.0,905.0,286.0,272.0,300.0,0
875.5,846.0,905.0,315.0,300.0,330.0,0
875.5,846.0,905.0,346.0,330.0,362.0,0
875.5,846.0,905.0,378.5,362.0,395.0,0
875.5,846.0,905.0,412.5,395.0,430.0,0
875.5,846.0,905.0,449.0,430.0,468.0,0
875.5,846.0,905.0,487.5,468.0,507.0,0
875.5,846.0,905.0,527.5,507.0,548.0,0
875.5,846.0,905.0,570.0,548.0,592.0,0
875.5,846.0,905.0,615.0,592.0,638.0,0
875.5,846.0,905.0,662.0,638.0,686.0,0.03
875.5,846.0,905.0,711.5,686.0,737.0,0
875.5,846.0,905.0,763.5,737.0,790.0,-0.25
875.5,846.0,905.0,818.0,790.0,846.0,0.15
875.5,846.0,905.0,875.5,846.0,905.0,1.0
875.5,846.0,905.0,936.0,905.0,967.0,0.16
875.5,846.0,905.0,999.5,967.0,1032.0,-0.26
875.5,846.0,905.0,1066.5,1032.0,1101.0,0
875.5,846.0,905.0,1136.5,1101.0,1172.0,0.04
875.5,846.0,905.0,1210.0,1172.0,1248.0,0
875.5,846.0,905.0,1287.5,1248.0,1327.0,0
875.5,846.0,905.0,1368.5,1327.0,1410.0,0
875.5,846.0,905.0,1453.5,1410.0,1497.0,0
875.5,846.0,905.0,1542.5,1497.0,1588.0,0
875.5,846.0,905.0,1686.0,1588.0,1784.0,0
936.0,905.0,967.0,143.0,133.0,153.0,0
936.0,905.0,967.0,163.5,153.0,174.0,0
936.0,905.0,967.0,185.0,174.0,196.0,0
936.0,905.0,967.0,208.0,196.0,220.0,0
936.0,905.0,967.0,232.5,220.0,245.0,0
936.0,905.0,967.0,258.5,245.0,272.0,0
936.0,905.0,967.0,286.0,272.0,300.0,0
936.0,905.0,967.0,315.0,300.0,330.0,0
936.0,905.0,967.0,346.0,330.0,362.0,0
936.0,905.0,967.0,378.5,362.0,395.0,0
936.0,905.0,967.0,412.5,395.0,430.0,0
936.0,905.0,967.0,449.0,430.0,468.0,0
936.0,905.0,967.0,487.5,468.0,507.0,0
936.0,905.0,967.0,527.5,507.0,548.0,0
936.0,905.0,967.0,570.0,548.0,592.0,0
936.0,905.0,967.0,615.0,592.0,638.0,0
936.0,905.0,967.0,662.0,638.0,686.0,0
936.0,905.0,967.0,711.5,686.0,737.0,0.05
936.0,905.0,967.0,763.5,737.0,790.0,0
936.0,905.0,967.0,818.0,790.0,846.0,-0.26
936.0,905.0,967.0,875.5,846.0,905.0,0.16
936.0,905.0,967.0,936.0,905.0,967.0,1.0
936.0,905.0,967.0,999.5,967.0,1032.0,0.16
936.0,905.0,967.0,1066.5,1032.0,1101.0,-0.26
936.0,905.0,967.0,1136.5,1101.0,1172.0,0
936.0,905.0,967.0,1210.0,1172.0,1248.0,0.04
936.0,905.0,967.0,1287.5,1248.0,1327.0,0
936.0,905.0,967.0,1368.5,1327.0,1410.0,0
936.0,905.0,967.0,1453.5,1410.0,1497.0,0
936.0,905.0,967.0,1542.5,1497.0,1588.0,0
936.0,905.0,967.0,1686.0,1588.0,1784.0,0
999.5,967.0,1032.0,143.0,133.0,153.0,0
999.5,967.0,1032.0,163.5,153.0,174.0,0
999.5,967.0,1032.0,185.0,174.0,196.0,0
999.5,967.0,1032.0,208.0,196.0,220.0,0
999.5,967.0,1032.0,232.5,220.0,245.0,0
999.5,967.0,1032.0,258.5,245.0,272.0,0
999.5,967.0,1032.0,286.0,272.0,300.0,0
999.5,967.0,1032.0,315.0,300.0,330.0,0
999.5,967.0,1032.0,346.0,330.0,362.0,0
999.5,967.0,1032.0,378.5,362.0,395.0,0
999.5,967.0,1032.0,412.5,395.0,430.0,0
999.5,967.0,1032.0,449.0,430.0,468.0,0
999.5,967.0,1032.0,487.5,468.0,507.0,0
999.5,967.0,1032.0,527.5,507.0,548.0,0
999.5,967.0,1032.0,570.0,548.0,592.0,0
999.5,967.0,1032.0,615.0,592.0,638.0,0
999.5,967.0,1032.0,662.0,638.0,686.0,0
999.5,967.0,1032.0,711.5,686.0,737.0,0
999.5,967.0,1032.0,763.5,737.0,790.0,0.03
999.5,967.0,1032.0,818.0,790.0,846.0,0
999.5,967.0,1032.0,875.5,846.0,905.0,-0.26
999.5,967.0,1032.0,936.0,905.0,967.0,0.16
999.5,967.0,1032.0,999.5,967.0,1032.0,1.0
999.5,967.0,1032.0,1066.5,1032.0,1101.0,0.17
999.5,967.0,1032.0,1136.5,1101.0,1172.0,-0.26
999.5,967.0,1032.0,1210.0,1172.0,1248.0,0
999.5,967.0,1032.0,1287.5,1248.0,1327.0,0.03
999.5,967.0,1032.0,1368.5,1327.0,1410.0,0
999.5,967.0,1032.0,1453.5,1410.0,1497.0,0
999.5,967.0,1032.0,1542.5,1497.0,1588.0,0
999.5,967.0,1032.0,1686.0,1588.0,1784.0,0
1066.5,1032.0,1101.0,143.0,133.0,153.0,0
1066.5,1032.0,1101.0,163.5,153.0,174.0,0
1066.5,1032.0,1101.0,185.0,174.0,196.0,0
1066.5,1032.0,1101.0,208.0,196.0,220.0,0
1066.5,1032.0,1101.0,232.5,220.0,245.0,0
1066.5,1032.0,1101.0,258.5,245.0,272.0,0
1066.5,1032.0,1101.0,286.0,272.0,300.0,0
1066.5,1032.0,1101.0,315.0,300.0,330.0,0
1066.5,1032.0,1101.0,346.0,330.0,362.0,0
1066.5,1032.0,1101.0,378.5,362.0,395.0,0
1066.5,1032.0,1101.0,412.5,395.0,430.0,0
1066.5,1032.0,1101.0,449.0,430.0,468.0,0
1066.5,1032.0,1101.0,487.5,468.0,507.0,0
1066.5,1032.0,1101.0,527.5,507.0,548.0,0
1066.5,1032.0,1101.0,570.0,548.0,592.0,0
1066.5,1032.0,1101.0,615.0,592.0,638.0,0
1066.5,1032.0,1101.0,662.0,638.0,686.0,0
1066.5,1032.0,1101.0,711.5,686.0,737.0,0
1066.5,1032.0,1101.0,763.5,737.0,790.0,0
1066.5,1032.0,1101.0,818.0,790.0,846.0,0.04
1066.5,1032.0,1101.0,875.5,846.0,905.0,0
1066.5,1032.0,1101.0,936.0,905.0,967.0,-0.26
1066.5,1032.0,1101.0,999.5,967.0,1032.0,0.17
1066.5,1032.0,1101.0,1066.5,1032.0,1101.0,1.0
1066.5,1032.0,1101.0,1136.5,1101.0,1172.0,0.19
1066.5,1032.0,1101.0,1210.0,1172.0,1248.0,-0.26
1066.5,1032.0,1101.0,1287.5,1248.0,1327.0,-0.02
1066.5,1032.0,1101.0,1368.5,1327.0,1410.0,0.04
1066.5,1032.0,1101.0,1453.5,1410.0,1497.0,0
1066.5,1032.0,1101.0,1542.5,1497.0,1588.0,0
1066.5,1032.0,1101.0,1686.0,1588.0,1784.0,0
1136.5,1101.0,1172.0,143.0,133.0,153.0,0
1136.5,1101.0,1172.0,163.5,153.0,174.0,0
1136.5,1101.0,1172.0,185.0,174.0,196.0,0
1136.5,1101.0,1172.0,208.0,196.0,220.0,0
1136.5,1101.0,1172.0,232.5,220.0,245.0,0
1136.5,1101.0,1172.0,258.5,245.0,272.0,0
1136.5,1101.0,1172.0,286.0,272.0,300.0,0
1136.5,1101.0,1172.0,315.0,300.0,330.0,0
1136.5,1101.0,1172.0,346.0,330.0,362.0,0
1136.5,1101.0,1172.0,378.5,362.0,395.0,0
1136.5,1101.0,1172.0,412.5,395.0,430.0,0
1136.5,1101.0,1172.0,449.0,430.0,468.0,0
1136.5,1101.0,1172.0,487.5,468.0,507.0,0
1136.5,1101.0,1172.0,527.5,507.0,548.0,0
1136.5,1101.0,1172.0,570.0,548.0,592.0,0
1136.5,1101.0,1172.0,615.0,592.0,638.0,0
1136.5,1101.0,1172.0,662.0,638.0,686.0,0
1136.5,1101.0,1172.0,711.5,686.0,737.0,0
1136.5,1101.0,1172.0,763.5,737.0,790.0,0
1136.5,1101.0,1172.0,818.0,790.0,846.0,0
1136.5,1101.0,1172.0,875.5,846.0,905.0,0.04
1136.5,1101.0,1172.0,936.0,905.0,967.0,0
1136.5,1101.0,1172.0,999.5,967.0,1032.0,-0.26
1136.5,1101.0,1172.0,1066.5,1032.0,1101.0,0.19
1136.5,1101.0,1172.0,1136.5,1101.0,1172.0,1.0
1136.5,1101.0,1172.0,1210.0,1172.0,1248.0,0.18
1136.5,1101.0,1172.0,1287.5,1248.0,1327.0,-0.27
1136.5,1101.0,1172.0,1368.5,1327.0,1410.0,0
1136.5,1101.0,1172.0,1453.5,1410.0,1497.0,0.04
1136.5,1101.0,1172.0,1542.5,1497.0,1588.0,0
1136.5,1101.0,1172.0,1686.0,1588.0,1784.0,0
1210.0,1172.0,1248.0,143.0,133.0,153.0,0
1210.0,1172.0,1248.0,163.5,153.0,174.0,0
1210.0,1172.0,1248.0,185.0,174.0,196.0,0
1210.0,1172.0,1248.0,208.0,196.0,220.0,0
1210.0,1172.0,1248.0,232.5,220.0,245.0,0
1210.0,1172.0,1248.0,258.5,245.0,272.0,0
1210.0,1172.0,1248.0,286.0,272.0,300.0,0
1210.0,1172.0,1248.0,315.0,300.0,330.0,0
1210.0,1172.0,1248.0,346.0,330.0,362.0,0
1210.0,1172.0,1248.0,378.5,362.0,395.0,0
1210.0,1172.0,1248.0,412.5,395.0,430.0,0
1210.0,1172.0,1248.0,449.0,430.0,468.0,0
1210.0,1172.0,1248.0,487.5,468.0,507.0,0
1210.0,1172.0,1248.0,527.5,507.0,548.0,0
1210.0,1172.0,1248.0,570.0,548.0,592.0,0
1210.0,1172.0,1248.0,615.0,592.0,638.0,0
1210.0,1172.0,1248.0,662.0,638.0,686.0,0
1210.0,1172.0,1248.0,711.5,686.0,737.0,0
1210.0,1172.0,1248.0,763.5,737.0,790.0,0
1210.0,1172.0,1248.0,818.0,790.0,846.0,0
1210.0,1172.0,1248.0,875.5,846.0,905.0,0
1210.0,1172.0,1248.0,936.0,905.0,967.0,0.04
1210.0,1172.0,1248.0,999.5,967.0,1032.0,0
1210.0,1172.0,1248.0,1066.5,1032.0,1101.0,-0.26
1210.0,1172.0,1248.0,1136.5,1101.0,1172.0,0.18
1210.0,1172.0,1248.0,1210.0,1172.0,1248.0,1.0
1210.0,1172.0,1248.0,1287.5,1248.0,1327.0,0.18
1210.0,1172.0,1248.0,1368.5,1327.0,1410.0,-0.26
1210.0,1172.0,1248.0,1453.5,1410.0,1497.0,0
1210.0,1172.0,1248.0,1542.5,1497.0,1588.0,0.05
1210.0,1172.0,1248.0,1686.0,1588.0,1784.0,0
1287.5,1248.0,1327.0,143.0,133.0,153.0,0
1287.5,1248.0,1327.0,163.5,153.0,174.0,0
1287.5,1248.0,1327.0,185.0,174.0,196.0,0
1287.5,1248.0,1327.0,208.0,196.0,220.0,0
1287.5,1248.0,1327.0,232.5,220.0,245.0,0
1287.5,1248.0,1327.0,258.5,245.0,272.0,0
1287.5,1248.0,1327.0,286.0,272.0,300.0,0
1287.5,1248.0,1327.0,315.0,300.0,330.0,0
1287.5,1248.0,1327.0,346.0,330.0,362.0,0
1287.5,1248.0,1327.0,378.5,362.0,395.0,0
1287.5,1248.0,1327.0,412.5,395.0,430.0,0
1287.5,1248.0,1327.0,449.0,430.0,468.0,0
1287.5,1248.0,1327.0,487.5,468.0,507.0,0
1287.5,1248.0,1327.0,527.5,507.0,548.0,0
1287.5,1248.0,1327.0,570.0,548.0,592.0,0
1287.5,1248.0,1327.0,615.0,592.0,638.0,0
1287.5,1248.0,1327.0,662.0,638.0,686.0,0
1287.5,1248.0,1327.0,711.5,686.0,737.0,0
1287.5,1248.0,1327.0,763.5,737.0,790.0,0
1287.5,1248.0,1327.0,818.0,790.0,846.0,0
1287.5,1248.0,1327.0,875.5,846.0,905.0,0
1287.5,1248.0,1327.0,936.0,905.0,967.0,0
1287.5,1248.0,1327.0,999.5,967.0,1032.0,0.03
1287.5,1248.0,1327.0,1066.5,1032.0,1101.0,-0.02
1287.5,1248.0,1327.0,1136.5,1101.0,1172.0,-0.27
1287.5,1248.0,1327.0,1210.0,1172.0,1248.0,0.18
1287.5,1248.0,1327.0,1287.5,1248.0,1327.0,1.0
1287.5,1248.0,1327.0,1368.5,1327.0,1410.0,0.2
1287.5,1248.0,1327.0,1453.5,1410.0,1497.0,-0.27
1287.5,1248.0,1327.0,1542.5,1497.0,1588.0,-0.03
1287.5,1248.0,1327.0,1686.0,1588.0,1784.0,0.03
1368.5,1327.0,1410.0,143.0,133.0,153.0,0
1368.5,1327.0,1410.0,163.5,153.0,174.0,0
1368.5,1327.0,1410.0,185.0,174.0,196.0,0
1368.5,1327.0,1410.0,208.0,196.0,220.0,0
1368.5,1327.0,1410.0,232.5,220.0,245.0,0
1368.5,1327.0,1410.0,258.5,245.0,272.0,0
1368.5,1327.0,1410.0,286.0,272.0,300.0,0
1368.5,1327.0,1410.0,315.0,300.0,330.0,0
1368.5,1327.0,1410.0,346.0,330.0,362.0,0
1368.5,1327.0,1410.0,378.5,362.0,395.0,0
1368.5,1327.0,1410.0,412.5,395.0,430.0,0
1368.5,1327.0,1410.0,449.0,430.0,468.0,0
1368.5,1327.0,1410.0,487.5,468.0,507.0,0
1368.5,1327.0,1410.0,527.5,507.0,548.0,0
1368.5,1327.0,1410.0,570.0,548.0,592.0,0
1368.5,1327.0,1410.0,615.0,592.0,638.0,0
1368.5,1327.0,1410.0,662.0,638.0,686.0,0
1368.5,1327.0,1410.0,711.5,686.0,737.0,0
1368.5,1327.0,1410.0,763.5,737.0,790.0,0
1368.5,1327.0,1410.0,818.0,790.0,846.0,0
1368.5,1327.0,1410.0,875.5,846.0,905.0,0
1368.5,1327.0,1410.0,936.0,905.0,967.0,0
1368.5,1327.0,1410.0,999.5,967.0,1032.0,0
1368.5,1327.0,1410.0,1066.5,1032.0,1101.0,0.04
1368.5,1327.0,1410.0,1136.5,1101.0,1172.0,0
1368.5,1327.0,1410.0,1210.0,1172.0,1248.0,-0.26
1368.5,1327.0,1410.0,1287.5,1248.0,1327.0,0.2
1368.5,1327.0,1410.0,1368.5,1327.0,1410.0,1.0
1368.5,1327.0,1410.0,1453.5,1410.0,1497.0,0.21
1368.5,1327.0,1410.0,1542.5,1497.0,1588.0,-0.28
1368.5,1327.0,1410.0,1686.0,1588.0,1784.0,0
1453.5,1410.0,1497.0,143.0,133.0,153.0,0
1453.5,1410.0,1497.0,163.5,153.0,174.0,0
1453.5,1410.0,1497.0,185.0,174.0,196.0,0
1453.5,1410.0,1497.0,208.0,196.0,220.0,0
1453.5,1410.0,1497.0,232.5,220.0,245.0,0
1453.5,1410.0,1497.0,258.5,245.0,272.0,0
1453.5,1410.0,1497.0,286.0,272.0,300.0,0
1453.5,1410.0,1497.0,315.0,300.0,330.0,0
1453.5,1410.0,1497.0,346.0,330.0,362.0,0
1453.5,1410.0,1497.0,378.5,362.0,395.0,0
1453.5,1410.0,1497.0,412.5,395.0,430.0,0
1453.5,1410.0,1497.0,449.0,430.0,468.0,0
1453.5,1410.0,1497.0,487.5,468.0,507.0,0
1453.5,1410.0,1497.0,527.5,507.0,548.0,0
1453.5,1410.0,1497.0,570.0,548.0,592.0,0
1453.5,1410.0,1497.0,615.0,592.0,638.0,0
1453.5,1410.0,1497.0,662.0,638.0,686.0,0
1453.5,1410.0,1497.0,711.5,686.0,737.0,0
1453.5,1410.0,1497.0,763.5,737.0,790.0,0
1453.5,1410.0,1497.0,818.0,790.0,846.0,0
1453.5,1410.0,1497.0,875.5,846.0,905.0,0
1453.5,1410.0,1497.0,936.0,905.0,967.0,0
1453.5,1410.0,1497.0,999.5,967.0,1032.0,0
1453.5,1410.0,1497.0,1066.5,1032.0,1101.0,0
1453.5,1410.0,1497.0,1136.5,1101.0,1172.0,0.04
1453.5,1410.0,1497.0,1210.0,1172.0,1248.0,0
1453.5,1410.0,1497.0,1287.5,1248.0,1327.0,-0.27
1453.5,1410.0,1497.0,1368.5,1327.0,1410.0,0.21
1453.5,1410.0,1497.0,1453.5,1410.0,1497.0,1.0
1453.5,1410.0,1497.0,1542.5,1497.0,1588.0,0.26
1453.5,1410.0,1497.0,1686.0,1588.0,1784.0,-0.22
1542.5,1497.0,1588.0,143.0,133.0,153.0,0
1542.5,1497.0,1588.0,163.5,153.0,174.0,0
1542.5,1497.0,1588.0,185.0,174.0,196.0,0
1542.5,1497.0,1588.0,208.0,196.0,220.0,0
1542.5,1497.0,1588.0,232.5,220.0,245.0,0
1542.5,1497.0,1588.0,258.5,245.0,272.0,0
1542.5,1497.0,1588.0,286.0,272.0,300.0,0
1542.5,1497.0,1588.0,315.0,300.0,330.0,0
1542.5,1497.0,1588.0,346.0,330.0,362.0,0
1542.5,1497.0,1588.0,378.5,362.0,395.0,0
1542.5,1497.0,1588.0,412.5,395.0,430.0,0
1542.5,1497.0,1588.0,449.0,430.0,468.0,0
1542.5,1497.0,1588.0,487.5,468.0,507.0,0
1542.5,1497.0,1588.0,527.5,507.0,548.0,0
1542.5,1497.0,1588.0,570.0,548.0,592.0,0
1542.5,1497.0,1588.0,615.0,592.0,638.0,0
1542.5,1497.0,1588.0,662.0,638.0,686.0,0
1542.5,1497.0,1588.0,711.5,686.0,737.0,0
1542.5,1497.0,1588.0,763.5,737.0,790.0,0
1542.5,1497.0,1588.0,818.0,790.0,846.0,0
1542.5,1497.0,1588.0,875.5,846.0,905.0,0
1542.5,1497.0,1588.0,936.0,905.0,967.0,0
1542.5,1497.0,1588.0,999.5,967.0,1032.0,0
1542.5,1497.0,1588.0,1066.5,1032.0,1101.0,0
1542.5,1497.0,1588.0,1136.5,1101.0,1172.0,0
1542.5,1497.0,1588.0,1210.0,1172.0,1248.0,0.05
1542.5,1497.0,1588.0,1287.5,1248.0,1327.0,-0.03
1542.5,1497.0,1588.0,1368.5,1327.0,1410.0,-0.28
1542.5,1497.0,1588.0,1453.5,1410.0,1497.0,0.26
1542.5,1497.0,1588.0,1542.5,1497.0,1588.0,1.0
1542.5,1497.0,1588.0,1686.0,1588.0,1784.0,0
1686.0,1588.0,1784.0,143.0,133.0,153.0,0
1686.0,1588.0,1784.0,163.5,153.0,174.0,0
1686.0,1588.0,1784.0,185.0,174.0,196.0,0
1686.0,1588.0,1784.0,208.0,196.0,220.0,0
1686.0,1588.0,1784.0,232.5,220.0,245.0,0
1686.0,1588.0,1784.0,258.5,245.0,272.0,0
1686.0,1588.0,1784.0,286.0,272.0,300.0,0
1686.0,1588.0,1784.0,315.0,300.0,330.0,0
1686.0,1588.0,1784.0,346.0,330.0,362.0,0
1686.0,1588.0,1784.0,378.5,362.0,395.0,0
1686.0,1588.0,1784.0,412.5,395.0,430.0,0
1686.0,1588.0,1784.0,449.0,430.0,468.0,0
1686.0,1588.0,1784.0,487.5,468.0,507.0,0
1686.0,1588.0,1784.0,527.5,507.0,548.0,0
1686.0,1588.0,1784.0,570.0,548.0,592.0,0
1686.0,1588.0,1784.0,615.0,592.0,638.0,0
1686.0,1588.0,1784.0,662.0,638.0,686.0,0
1686.0,1588.0,1784.0,711.5,686.0,737.0,0
1686.0,1588.0,1784.0,763.5,737.0,790.0,0
1686.0,1588.0,1784.0,818.0,790.0,846.0,0
1686.0,1588.0,1784.0,875.5,846.0,905.0,0
1686.0,1588.0,1784.0,936.0,905.0,967.0,0
1686.0,1588.0,1784.0,999.5,967.0,1032.0,0
1686.0,1588.0,1784.0,1066.5,1032.0,1101.0,0
1686.0,1588.0,1784.0,1136.5,1101.0,1172.0,0
1686.0,1588.0,1784.0,1210.0,1172.0,1248.0,0
1686.0,1588.0,1784.0,1287.5,1248.0,1327.0,0.03
1686.0,1588.0,1784.0,1368.5,1327.0,1410.0,0
1686.0,1588.0,1784.0,1453.5,1410.0,1497.0,-0.22
1686.0,1588.0,1784.0,1542.5,1497.0,1588.0,0
1686.0,1588.0,1784.0,1686.0,1588.0,1784.0,1.0

