#: table_doi: 10.17182/hepdata.79410.v1/t9
#: name: Table 5
#: description: Triple-differential dijet cross section as a function of the average transverse momentum of the leading two jets with detailed experimental uncertainties (symmetrised).
#: data_file: table_5.yaml
#: keyword observables: D3SIG/DPTAVG/DYBOOST/DYSTAR
#: keyword phrases: Triple Differential Inclusive Dijet Production
#: keyword cmenergies: 8000
#: keyword reactions: P P --> JET JET X
#: YSTAR,,,1.0 <= YSTAR < 2.0
#: SQRT(S) [TeV],,,8
#: YBOOST,,,1.0 <= YBOOST < 2.0
PTAVG [GeV],PTAVG [GeV] LOW,PTAVG [GeV] HIGH,D3(SIG)/DPTAVG/DYBOOST/DYSTAR [pb/GeV],uncor +,uncor -,stat +,stat -,jererr +,jererr -,lumi +,lumi -,nongaussiantails +,nongaussiantails -,AbsoluteScale +,AbsoluteScale -,AbsoluteStat +,AbsoluteStat -,AbsoluteMPFBias +,AbsoluteMPFBias -,Fragmentation +,Fragmentation -,SinglePionECAL +,SinglePionECAL -,SinglePionHCAL +,SinglePionHCAL -,FlavorQCD +,FlavorQCD -,RelativeJEREC1 +,RelativeJEREC1 -,RelativeJEREC2 +,RelativeJEREC2 -,RelativeJERHF +,RelativeJERHF -,RelativePtBB +,RelativePtBB -,RelativePtEC1 +,RelativePtEC1 -,RelativePtEC2 +,RelativePtEC2 -,RelativePtHF +,RelativePtHF -,RelativeFSR +,RelativeFSR -,RelativeStatEC2 +,RelativeStatEC2 -,RelativeStatHF +,RelativeStatHF -,RelativeStatFSR +,RelativeStatFSR -,PileUpDataMC +,PileUpDataMC -,PileUpPtRef +,PileUpPtRef -,PileUpPtBB +,PileUpPtBB -,PileUpPtEC1 +,PileUpPtEC1 -,PileUpPtEC2 +,PileUpPtEC2 -,PileUpPtHF +,PileUpPtHF -
143.0 133.0 153.0 188.4 1.0  -1.0  1.087  -1.087  1.288  -1.288  2.6  -2.6  1.19  -1.19  0.5633  -0.5633  0.0  -0.0  1.438  -1.438  0.2249  -0.2249  0.2755  -0.2755  0.4619  -0.4619  3.606  -3.606  0.0  -0.0  0.3586  -0.3586  0.1062  -0.1062  0.2379  -0.2379  0.1845  -0.1845  0.9331  -0.9331  0.0  -0.0  0.3447  -0.3447  1.362  -1.362  0.07958  -0.07958  0.2923  -0.2923  0.2417  -0.2417  0.6202  -0.6202  0.5078  -0.5078  0.09115  -0.09115  0.3787  -0.3787  0.0  -0.0 
163.5 153.0 174.0 79.95 1.0  -1.0  2.04  -2.04  1.206  -1.206  2.6  -2.6  1.18  -1.18  0.6011  -0.6011  0.0  -0.0  1.535  -1.535  0.1678  -0.1678  0.2016  -0.2016  0.3717  -0.3717  3.398  -3.398  0.05315  -0.05315  0.3993  -0.3993  0.08817  -0.08817  0.2265  -0.2265  0.1797  -0.1797  0.8366  -0.8366  0.0  -0.0  0.3637  -0.3637  1.383  -1.383  0.06314  -0.06314  0.3096  -0.3096  0.2179  -0.2179  0.4906  -0.4906  0.436  -0.436  0.08147  -0.08147  0.3735  -0.3735  0.0  -0.0 
185.0 174.0 196.0 36.65 1.0  -1.0  2.716  -2.716  1.157  -1.157  2.6  -2.6  1.01  -1.01  0.6469  -0.6469  0.0  -0.0  1.615  -1.615  0.1074  -0.1074  0.1428  -0.1428  0.272  -0.272  3.303  -3.303  0.0  -0.0  0.4371  -0.4371  0.07545  -0.07545  0.218  -0.218  0.1797  -0.1797  0.7479  -0.7479  0.0  -0.0  0.395  -0.395  1.409  -1.409  0.05373  -0.05373  0.327  -0.327  0.2082  -0.2082  0.3812  -0.3812  0.3758  -0.3758  0.07644  -0.07644  0.3588  -0.3588  0.0  -0.0 
208.0 196.0 220.0 16.05 1.0  -1.0  0.8925  -0.8925  0.9375  -0.9375  2.6  -2.6  1.42  -1.42  0.6759  -0.6759  0.0  -0.0  1.743  -1.743  0.07087  -0.07087  0.07991  -0.07991  0.1606  -0.1606  3.186  -3.186  0.0  -0.0  0.4538  -0.4538  0.05495  -0.05495  0.2005  -0.2005  0.1614  -0.1614  0.6215  -0.6215  0.0  -0.0  0.3955  -0.3955  1.385  -1.385  0.0  -0.0  0.3369  -0.3369  0.1964  -0.1964  0.2935  -0.2935  0.3001  -0.3001  0.06756  -0.06756  0.3312  -0.3312  0.0  -0.0 
232.5 220.0 245.0 7.067 1.0  -1.0  1.289  -1.289  1.15  -1.15  2.6  -2.6  1.11  -1.11  0.6922  -0.6922  0.1012  -0.1012  1.733  -1.733  0.0  -0.0  0.0  -0.0  0.0  -0.0  3.001  -3.001  0.0551  -0.0551  0.4678  -0.4678  0.05017  -0.05017  0.1682  -0.1682  0.1512  -0.1512  0.4438  -0.4438  0.0  -0.0  0.4062  -0.4062  1.335  -1.335  0.0  -0.0  0.3357  -0.3357  0.1868  -0.1868  0.216  -0.216  0.2084  -0.2084  0.06797  -0.06797  0.2964  -0.2964  0.0  -0.0 
258.5 245.0 272.0 3.108 1.0  -1.0  1.537  -1.537  1.08  -1.08  2.6  -2.6  0.97  -0.97  0.7602  -0.7602  0.1646  -0.1646  1.926  -1.926  0.05792  -0.05792  0.05504  -0.05504  0.07669  -0.07669  2.967  -2.967  0.05751  -0.05751  0.4695  -0.4695  0.0  -0.0  0.1793  -0.1793  0.1452  -0.1452  0.2585  -0.2585  0.0  -0.0  0.446  -0.446  1.271  -1.271  0.0  -0.0  0.3667  -0.3667  0.1808  -0.1808  0.1601  -0.1601  0.1271  -0.1271  0.07001  -0.07001  0.2877  -0.2877  0.0  -0.0 
286.0 272.0 300.0 1.352 1.0  -1.0  1.198  -1.198  1.046  -1.046  2.6  -2.6  0.5  -0.5  0.8145  -0.8145  0.2418  -0.2418  2.06  -2.06  0.119  -0.119  0.1183  -0.1183  0.2164  -0.2164  2.856  -2.856  0.06626  -0.06626  0.4553  -0.4553  0.0  -0.0  0.1701  -0.1701  0.1311  -0.1311  0.08699  -0.08699  0.0  -0.0  0.4561  -0.4561  1.188  -1.188  0.0  -0.0  0.3788  -0.3788  0.1753  -0.1753  0.08573  -0.08573  0.0  -0.0  0.08089  -0.08089  0.2458  -0.2458  0.0  -0.0 
315.0 300.0 330.0 0.593 1.0  -1.0  1.733  -1.733  0.9792  -0.9792  2.6  -2.6  0.0  -0.0  0.8422  -0.8422  0.2875  -0.2875  2.151  -2.151  0.1423  -0.1423  0.1416  -0.1416  0.3369  -0.3369  2.837  -2.837  0.05352  -0.05352  0.4274  -0.4274  0.0  -0.0  0.1316  -0.1316  0.0694  -0.0694  0.1485  -0.1485  0.0  -0.0  0.4702  -0.4702  1.059  -1.059  0.0  -0.0  0.3902  -0.3902  0.1376  -0.1376  0.0  -0.0  0.05826  -0.05826  0.05448  -0.05448  0.2417  -0.2417  0.0  -0.0 
346.0 330.0 362.0 0.2592 1.0  -1.0  2.326  -2.326  1.019  -1.019  2.6  -2.6  0.0  -0.0  0.9244  -0.9244  0.3755  -0.3755  2.401  -2.401  0.2166  -0.2166  0.2163  -0.2163  0.4866  -0.4866  2.752  -2.752  0.08959  -0.08959  0.389  -0.389  0.0  -0.0  0.1385  -0.1385  0.0  -0.0  0.4581  -0.4581  0.0  -0.0  0.5106  -0.5106  0.9357  -0.9357  0.0  -0.0  0.3992  -0.3992  0.1495  -0.1495  0.0  -0.0  0.2165  -0.2165  0.1021  -0.1021  0.1942  -0.1942  0.0  -0.0 
378.5 362.0 395.0 0.1068 1.0  -1.0  1.942  -1.942  1.161  -1.161  2.6  -2.6  0.0  -0.0  1.075  -1.075  0.4353  -0.4353  2.56  -2.56  0.2913  -0.2913  0.2873  -0.2873  0.7038  -0.7038  2.679  -2.679  0.1229  -0.1229  0.35  -0.35  0.0  -0.0  0.09859  -0.09859  0.0  -0.0  0.6839  -0.6839  0.0  -0.0  0.5368  -0.5368  0.8315  -0.8315  0.0  -0.0  0.4215  -0.4215  0.1467  -0.1467  0.0  -0.0  0.335  -0.335  0.06545  -0.06545  0.1609  -0.1609  0.0  -0.0 
